league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,stat_type,nation_shooting,position_shooting,age_shooting,born_shooting,90s,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g-xg,expected_np:g-xg,stat_type_shooting,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,assists,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,progressive_passes,stat_type_passing,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,passes_attempted,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,interceptions,tkl+int,clearances,err,stat_type_defense,nation_possession,position_possession,age_possession,born_possession,90s_possession,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ_pct,take-ons_tkld,take-ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off,team_success_(xg)_onxg,team_success_(xg)_onxga,team_success_(xg)_xg+/-,team_success_(xg)_xg+/-90,team_success_(xg)_on-off,stat_type_playing_time,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_(gk),passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv
FRA-Ligue 1,2024-25,Le Havre,Arouna Sangante,SEN,DF,22,2002,16,16,1244,13.8,3,0,3,3,0,0,4,1,1.0,1.0,0.1,1.1,11,48,3,0.22,0.0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08,standard,SEN,DF,22,2002,13.8,3,7,4,57.1,0.51,0.29,0.43,0.75,9.3,0,0,0,1.0,1.0,0.14,2.0,2.0,shooting,SEN,DF,22,2002,13.8,693,796,87.1,13010,4432,225,249,90.4,418,444,94.1,44,89,49.4,0,0.1,0.1,-0.1,3,47,3,1,48,passing,SEN,DF,22,2002,13.8,796,741,53,27,0,1,2,22,0,0,0,0,693,2,3,passing_types,SEN,DF,22,2002,13.8,12,0.87,10,2,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,SEN,DF,22,2002,13.8,25,16,11,14,0,10,17,58.8,7,11,5,6,21,46,65,3,defense,SEN,DF,22,2002,13.8,949,95,450,458,48,15,949,6,5,83.3,1,16.7,546,2731,1424,11,5,0,12,7,625,3,possession,SEN,DF,22,2002,16,1244,78,40.7,13.8,16,78,9,0,0,2,1.25,17,28,-11,-0.8,0.2,17.0,21.1,-4.1,-0.3,0.56,playing_time,SEN,DF,22,2002,13.8,4,1,0,22,16,1,2,21,16,0,0,0,53,33,22,60.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Arthur Desmas,FRA,GK,30,1994,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,30,1994,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,FRA,GK,30,1994,18.0,411,522,78.7,10272,6469,83,83,100.0,228,231,98.7,99,205,48.3,0,0.0,0.0,0.0,1,7,0,0,0,passing,FRA,GK,30,1994,18.0,522,365,156,39,0,1,0,0,0,0,0,0,411,1,0,passing_types,FRA,GK,30,1994,18.0,3,0.17,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,FRA,GK,30,1994,18.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,1,defense,FRA,GK,30,1994,18.0,561,458,556,5,0,0,561,0,0,0.0,0,0.0,296,1746,1078,0,0,0,2,0,254,0,possession,FRA,GK,30,1994,18,1620,90,52.9,18.0,18,90,18,0,0,15,0.83,16,38,-22,-1.22,-0.66,21.1,32.1,-11.0,-0.61,0.04,playing_time,FRA,GK,30,1994,18.0,2,0,0,1,6,0,0,0,0,0,1,0,12,2,0,100.0,misc,FRA,GK,30,1994,18,18,1620,18.0,38,2.11,93,54,61.3,5,0,13,3,16.7,3,2,1,0,33.3,keeper,FRA,GK,30,1994,18.0,38,2,1,4,0,38.7,0.4,0.7,0.04,56,151,37.1,404,72,28.5,30.9,117,30.8,29.6,277,12,4.3,7,0.39,11.9,keeper_adv
FRA-Ligue 1,2024-25,Le Havre,Christopher Operi,CIV,"DF,FW",27,1997,13,13,1169,13.0,0,2,2,0,0,0,2,1,0.3,0.3,2.2,2.5,28,52,65,0.0,0.15,0.15,0.0,0.15,0.02,0.17,0.19,0.02,0.19,standard,CIV,"DF,FW",27,1997,13.0,0,7,1,14.3,0.54,0.08,0.0,0.0,22.0,2,0,0,0.3,0.3,0.04,-0.3,-0.3,shooting,CIV,"DF,FW",27,1997,13.0,533,747,71.4,9424,3412,236,259,91.1,228,295,77.3,58,155,37.4,2,2.2,3.2,-0.2,24,36,20,13,52,passing,CIV,"DF,FW",27,1997,13.0,747,547,198,51,1,6,128,112,35,20,12,0,533,2,22,passing_types,CIV,"DF,FW",27,1997,13.0,36,2.77,18,13,1,2,2,0,3,0.23,1,1,0,1,0,0,goal_shot_creation,CIV,"DF,FW",27,1997,13.0,13,9,6,2,5,7,12,58.3,5,20,6,14,14,27,30,0,defense,CIV,"DF,FW",27,1997,13.0,878,41,237,347,302,12,878,27,14,51.9,13,48.1,418,1898,935,28,21,3,14,11,501,65,possession,CIV,"DF,FW",27,1997,13,1169,90,38.2,13.0,13,90,12,0,0,0,0.46,8,29,-21,-1.62,-1.14,10.6,23.3,-12.7,-0.98,-0.57,playing_time,CIV,"DF,FW",27,1997,13.0,2,1,1,9,16,3,128,14,9,0,0,0,51,11,6,64.7,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Daler Kuzyaev,RUS,MF,31,1993,12,6,567,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0.16,0.0,0.16,0.16,0.16,0.03,0.09,0.12,0.03,0.12,standard,RUS,MF,31,1993,6.3,1,4,3,75.0,0.63,0.48,0.25,0.33,22.3,0,0,0,0.2,0.2,0.05,0.8,0.8,shooting,RUS,MF,31,1993,6.3,211,260,81.2,3222,949,116,133,87.2,74,94,78.7,12,21,57.1,0,0.6,0.7,-0.6,2,12,3,0,32,passing,RUS,MF,31,1993,6.3,260,253,7,5,1,1,6,0,2,2,0,0,211,0,2,passing_types,RUS,MF,31,1993,6.3,4,0.63,2,1,1,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,RUS,MF,31,1993,6.3,13,8,7,4,2,2,9,22.2,7,7,4,3,9,22,8,0,defense,RUS,MF,31,1993,6.3,317,16,102,156,60,4,317,3,2,66.7,1,33.3,140,628,317,4,3,0,5,2,199,9,possession,RUS,MF,31,1993,12,567,47,18.5,6.3,6,76,3,6,19,12,0.75,5,16,-11,-1.75,-1.02,3.8,13.1,-9.3,-1.48,-1.04,playing_time,RUS,MF,31,1993,6.3,1,0,0,8,3,0,6,9,8,0,0,0,27,7,4,63.6,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Elysée Logbo,FRA,FW,20,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61,standard,FRA,FW,20,2004,0.3,0,1,0,0.0,3.33,0.0,0.0,0.0,3.7,0,0,0,0.2,0.2,0.18,-0.2,-0.2,shooting,FRA,FW,20,2004,0.3,3,4,75.0,36,0,1,2,50.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,FW,20,2004,0.3,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0,passing_types,FRA,FW,20,2004,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,FRA,FW,20,2004,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,defense,FRA,FW,20,2004,0.3,6,0,1,3,2,2,6,0,0,0.0,0,0.0,5,41,7,0,1,0,0,3,4,2,possession,FRA,FW,20,2004,1,27,27,0.9,0.3,0,0,0,1,27,0,0.0,1,2,-1,-3.33,-2.44,0.4,1.8,-1.4,-4.74,-4.15,playing_time,FRA,FW,20,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Emmanuel Sabbi,USA,"FW,MF",26,1997,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0.0,0.0,0.0,0.0,0.0,0.27,0.08,0.35,0.27,0.35,standard,USA,"FW,MF",26,1997,7.3,0,15,4,26.7,2.07,0.55,0.0,0.0,12.5,0,0,0,1.9,1.9,0.13,-1.9,-1.9,shooting,USA,"FW,MF",26,1997,7.3,91,128,71.1,1424,409,44,61,72.1,33,43,76.7,8,13,61.5,0,0.6,0.3,-0.6,4,5,5,1,15,passing,USA,"FW,MF",26,1997,7.3,128,121,7,1,1,0,15,1,1,0,0,0,91,0,4,passing_types,USA,"FW,MF",26,1997,7.3,20,2.76,10,0,4,2,3,1,2,0.28,1,0,0,1,0,0,goal_shot_creation,USA,"FW,MF",26,1997,7.3,14,7,7,4,3,5,8,62.5,3,2,0,2,3,17,4,0,defense,USA,"FW,MF",26,1997,7.3,230,3,38,88,106,23,230,29,11,37.9,13,44.8,130,747,274,11,4,3,20,10,149,39,possession,USA,"FW,MF",26,1997,15,653,44,21.3,7.3,7,66,1,8,24,1,0.67,4,12,-8,-1.1,-0.24,8.5,14.5,-6.0,-0.82,-0.24,playing_time,USA,"FW,MF",26,1997,7.3,1,0,0,11,16,2,15,3,7,0,0,0,26,9,13,40.9,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Etienne Youte Kinkoue,FRA,DF,22,2002,28,26,2320,25.8,0,0,0,0,0,0,4,1,1.3,1.3,0.2,1.5,12,63,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,standard,FRA,DF,22,2002,25.8,0,14,1,7.1,0.54,0.04,0.0,0.0,16.9,2,0,0,1.3,1.3,0.09,-1.3,-1.3,shooting,FRA,DF,22,2002,25.8,1124,1262,89.1,23138,7156,258,274,94.2,745,777,95.9,115,193,59.6,0,0.2,0.3,-0.2,3,62,3,1,63,passing,FRA,DF,22,2002,25.8,1262,1185,76,59,0,5,2,4,0,0,0,0,1124,1,4,passing_types,FRA,DF,22,2002,25.8,14,0.54,12,0,0,2,0,0,1,0.04,1,0,0,0,0,0,goal_shot_creation,FRA,DF,22,2002,25.8,19,10,11,7,1,13,20,65.0,7,36,23,13,29,48,158,3,defense,FRA,DF,22,2002,25.8,1544,270,843,654,53,15,1544,2,2,100.0,0,0.0,861,4835,2565,12,10,0,6,1,1041,4,possession,FRA,DF,22,2002,28,2320,83,75.8,25.8,26,88,24,2,18,1,1.11,31,52,-21,-0.81,0.4,31.5,49.6,-18.1,-0.7,-0.3,playing_time,FRA,DF,22,2002,25.8,4,1,0,14,6,0,2,29,10,0,2,1,65,26,21,55.3,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Fodé Ballo-Touré,SEN,"DF,MF",27,1997,10,9,589,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,15,13,14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard,SEN,"DF,MF",27,1997,6.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,SEN,"DF,MF",27,1997,6.5,259,311,83.3,4291,1377,124,131,94.7,115,134,85.8,15,25,60.0,0,0.1,0.1,-0.1,1,20,2,2,13,passing,SEN,"DF,MF",27,1997,6.5,311,221,90,26,0,1,21,63,1,0,1,0,259,0,11,passing_types,SEN,"DF,MF",27,1997,6.5,4,0.61,4,0,0,0,0,0,1,0.15,1,0,0,0,0,0,goal_shot_creation,SEN,"DF,MF",27,1997,6.5,8,7,3,4,1,5,9,55.6,4,8,3,5,4,12,27,0,defense,SEN,"DF,MF",27,1997,6.5,377,19,138,186,59,1,377,14,5,35.7,7,50.0,163,963,547,15,8,0,8,10,201,14,possession,SEN,"DF,MF",27,1997,10,589,59,19.2,6.5,9,63,2,1,25,1,1.2,9,15,-6,-0.92,-0.01,5.8,12.9,-7.1,-1.09,-0.57,playing_time,SEN,"DF,MF",27,1997,6.5,0,0,0,3,14,0,21,4,7,0,0,0,31,4,5,44.4,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Gautier Lloris,FRA,DF,29,1995,31,31,2768,30.8,2,1,3,2,0,0,5,0,1.2,1.2,0.9,2.0,13,99,7,0.07,0.03,0.1,0.07,0.1,0.04,0.03,0.07,0.04,0.07,standard,FRA,DF,29,1995,30.8,2,11,2,18.2,0.36,0.07,0.18,1.0,12.8,0,0,0,1.2,1.2,0.11,0.8,0.8,shooting,FRA,DF,29,1995,30.8,1317,1511,87.2,25779,9345,399,436,91.5,786,827,95.0,118,207,57.0,1,0.9,0.5,0.1,5,88,5,1,99,passing,FRA,DF,29,1995,30.8,1511,1464,42,34,0,6,3,4,0,0,0,0,1317,5,10,passing_types,FRA,DF,29,1995,30.8,21,0.68,17,0,0,4,0,0,3,0.1,2,0,0,1,0,0,goal_shot_creation,FRA,DF,29,1995,30.8,68,43,52,16,0,38,53,71.7,15,33,21,12,34,102,192,0,defense,FRA,DF,29,1995,30.8,1885,267,1018,818,58,21,1885,7,4,57.1,3,42.9,1028,4501,2369,13,10,0,13,3,1240,7,possession,FRA,DF,29,1995,31,2768,89,90.5,30.8,31,89,29,0,0,1,1.0,36,64,-28,-0.91,0.01,38.2,57.9,-19.7,-0.64,-0.11,playing_time,FRA,DF,29,1995,30.8,5,0,0,31,7,2,3,34,43,0,2,0,100,64,34,65.3,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Ilyes Housni,FRA,"FW,MF",19,2005,12,3,230,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,8,4,24,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17,standard,FRA,"FW,MF",19,2005,2.6,0,5,0,0.0,1.96,0.0,0.0,0.0,13.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,FRA,"FW,MF",19,2005,2.6,38,64,59.4,498,91,23,32,71.9,11,18,61.1,0,1,0.0,0,0.2,0.4,-0.2,2,1,0,0,4,passing,FRA,"FW,MF",19,2005,2.6,64,60,4,0,0,1,5,0,0,0,0,0,38,0,6,passing_types,FRA,"FW,MF",19,2005,2.6,6,2.34,4,0,0,0,2,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,FRA,"FW,MF",19,2005,2.6,7,5,2,3,2,2,4,50.0,2,2,0,2,1,8,2,0,defense,FRA,"FW,MF",19,2005,2.6,106,2,15,38,53,15,106,12,3,25.0,5,41.7,67,423,127,8,5,8,7,9,70,24,possession,FRA,"FW,MF",19,2005,12,230,19,7.5,2.6,3,61,0,9,5,13,0.25,1,10,-9,-3.52,-2.82,2.1,5.1,-3.0,-1.17,-0.59,playing_time,FRA,"FW,MF",19,2005,2.6,0,0,0,5,5,1,5,1,5,0,0,0,7,0,8,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Issa Soumaré,SEN,"FW,MF",23,2000,29,21,1902,21.1,5,4,9,5,0,0,0,0,3.8,3.8,3.1,6.9,61,45,144,0.24,0.19,0.43,0.24,0.43,0.18,0.15,0.33,0.18,0.33,standard,SEN,"FW,MF",23,2000,21.1,5,43,19,44.2,2.03,0.9,0.12,0.26,16.5,2,0,0,3.8,3.8,0.09,1.2,1.2,shooting,SEN,"FW,MF",23,2000,21.1,339,554,61.2,5031,1198,186,259,71.8,108,172,62.8,23,55,41.8,4,3.1,1.9,0.9,28,17,16,4,45,passing,SEN,"FW,MF",23,2000,21.1,554,544,6,2,1,4,42,3,0,0,0,0,339,4,21,passing_types,SEN,"FW,MF",23,2000,21.1,52,2.46,36,0,3,5,7,1,9,0.43,6,0,1,1,1,0,goal_shot_creation,SEN,"FW,MF",23,2000,21.1,25,14,8,10,7,13,49,26.5,36,19,4,15,16,41,32,0,defense,SEN,"FW,MF",23,2000,21.1,839,30,132,354,379,87,839,57,16,28.1,34,59.6,495,3210,1559,61,40,13,62,32,596,144,possession,SEN,"FW,MF",23,2000,29,1902,66,62.2,21.1,21,82,12,8,23,1,1.07,28,39,-11,-0.52,1.03,25.1,37.6,-12.4,-0.59,0.11,playing_time,SEN,"FW,MF",23,2000,21.1,0,0,0,17,60,4,42,16,14,0,0,0,98,84,56,60.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Josué Casimir,FRA,"FW,MF",22,2001,27,23,1997,22.2,4,4,8,4,0,0,5,0,3.3,3.3,3.4,6.7,71,41,151,0.18,0.18,0.36,0.18,0.36,0.15,0.15,0.3,0.15,0.3,standard,FRA,"FW,MF",22,2001,22.2,4,27,9,33.3,1.22,0.41,0.15,0.44,15.7,0,0,0,3.3,3.3,0.12,0.7,0.7,shooting,FRA,"FW,MF",22,2001,22.2,410,597,68.7,6606,1453,225,263,85.6,145,212,68.4,34,75,45.3,4,3.4,2.2,0.6,26,22,13,7,41,passing,FRA,"FW,MF",22,2001,22.2,597,543,53,6,2,3,85,33,5,2,0,0,410,1,25,passing_types,FRA,"FW,MF",22,2001,22.2,60,2.7,36,2,6,5,9,2,8,0.36,3,0,1,1,3,0,goal_shot_creation,FRA,"FW,MF",22,2001,22.2,37,26,15,15,7,9,18,50.0,9,19,0,19,7,44,35,1,defense,FRA,"FW,MF",22,2001,22.2,814,23,161,301,370,76,814,48,22,45.8,20,41.7,465,3306,1680,71,33,28,47,30,526,151,possession,FRA,"FW,MF",22,2001,27,1997,74,65.3,22.2,23,84,10,4,18,0,1.15,30,45,-15,-0.68,0.68,26.7,42.1,-15.4,-0.7,-0.19,playing_time,FRA,"FW,MF",22,2001,22.2,5,0,0,28,46,8,85,7,26,3,0,0,83,9,23,28.1,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Junior Mwanga,FRA,MF,21,2003,11,11,952,10.6,1,2,3,1,0,0,1,1,1.3,1.3,1.0,2.3,15,42,15,0.09,0.19,0.28,0.09,0.28,0.12,0.1,0.22,0.12,0.22,standard,FRA,MF,21,2003,10.6,1,16,3,18.8,1.51,0.28,0.06,0.33,19.5,2,0,0,1.3,1.3,0.08,-0.3,-0.3,shooting,FRA,MF,21,2003,10.6,366,445,82.2,7166,2289,132,154,85.7,179,194,92.3,49,84,58.3,2,1.0,1.4,1.0,7,37,4,2,42,passing,FRA,MF,21,2003,10.6,445,418,26,14,1,4,21,2,10,9,1,0,366,1,3,passing_types,FRA,MF,21,2003,10.6,24,2.27,17,4,0,3,0,0,5,0.47,4,0,0,1,0,0,goal_shot_creation,FRA,MF,21,2003,10.6,26,16,10,13,3,11,19,57.9,8,10,3,7,8,34,18,2,defense,FRA,MF,21,2003,10.6,555,27,156,322,88,12,555,16,7,43.8,9,56.3,315,1751,844,15,7,2,9,15,342,15,possession,FRA,MF,21,2003,11,952,87,31.1,10.6,11,87,9,0,0,0,1.18,17,23,-6,-0.57,0.5,14.2,20.8,-6.6,-0.62,0.01,playing_time,FRA,MF,21,2003,10.6,1,1,0,19,6,0,21,8,16,0,0,0,61,9,7,56.3,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Kandet Diawara,GUI,FW,24,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GUI,FW,24,2000,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,GUI,FW,24,2000,0.0,1,2,50.0,6,0,1,2,50.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,GUI,FW,24,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,passing_types,GUI,FW,24,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,GUI,FW,24,2000,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0,defense,GUI,FW,24,2000,0.0,4,0,1,3,0,0,4,0,0,0.0,0,0.0,2,2,0,0,0,0,0,2,2,0,possession,GUI,FW,24,2000,1,4,4,0.1,0.0,0,0,0,1,4,0,0.0,0,1,-1,-22.5,-21.62,0.0,0.8,-0.8,-17.74,-17.13,playing_time,GUI,FW,24,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
