league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,stat_type,nation_shooting,position_shooting,age_shooting,born_shooting,90s,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g-xg,expected_np:g-xg,stat_type_shooting,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,assists,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,progressive_passes,stat_type_passing,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,passes_attempted,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,interceptions,tkl+int,clearances,err,stat_type_defense,nation_possession,position_possession,age_possession,born_possession,90s_possession,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ_pct,take-ons_tkld,take-ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off,team_success_(xg)_onxg,team_success_(xg)_onxga,team_success_(xg)_xg+/-,team_success_(xg)_xg+/-90,team_success_(xg)_on-off,stat_type_playing_time,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_(gk),passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv
FRA-Ligue 1,2024-25,Brest,Mahdi Camara,FRA,"MF,FW",26,1998,34,31,2659,29.5,5,3,8,5,0,0,5,0,4.1,4.1,2.0,6.2,58,111,112,0.17,0.1,0.27,0.17,0.27,0.14,0.07,0.21,0.14,0.21,standard,FRA,"MF,FW",26,1998,29.5,5,49,19,38.8,1.66,0.64,0.1,0.26,16.6,0,0,0,4.1,4.1,0.08,0.9,0.9,shooting,FRA,"MF,FW",26,1998,29.5,1021,1190,85.8,15953,3369,498,554,89.9,443,492,90.0,41,65,63.1,3,2.0,2.6,1.0,26,79,17,10,111,passing,FRA,"MF,FW",26,1998,29.5,1190,1100,88,12,3,0,46,8,0,0,0,0,1021,2,24,passing_types,FRA,"MF,FW",26,1998,29.5,71,2.4,49,0,4,6,8,4,7,0.24,4,0,1,1,1,0,goal_shot_creation,FRA,"MF,FW",26,1998,29.5,71,40,16,38,17,24,46,52.2,22,40,5,35,33,104,29,0,defense,FRA,"MF,FW",26,1998,29.5,1530,36,268,841,441,78,1530,65,29,44.6,28,43.1,828,4647,2478,58,40,14,38,28,999,112,possession,FRA,"MF,FW",26,1998,34,2659,78,86.9,29.5,31,84,17,3,16,0,1.47,44,49,-5,-0.17,0.28,41.8,46.5,-4.7,-0.16,1.48,playing_time,FRA,"MF,FW",26,1998,29.5,5,0,0,41,46,3,46,33,40,1,0,0,98,17,31,35.4,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Brest,Mama Samba Baldé,GNB,FW,28,1995,27,12,1149,12.8,2,3,5,2,0,0,4,0,3.0,3.0,2.1,5.1,35,22,100,0.16,0.23,0.39,0.16,0.39,0.24,0.17,0.4,0.24,0.4,standard,GNB,FW,28,1995,12.8,2,29,8,27.6,2.27,0.63,0.07,0.25,15.8,0,0,0,3.0,3.0,0.1,-1.0,-1.0,shooting,GNB,FW,28,1995,12.8,183,253,72.3,2828,595,87,117,74.4,61,77,79.2,19,24,79.2,3,2.1,1.3,0.9,16,13,5,2,22,passing,GNB,FW,28,1995,12.8,253,251,2,0,1,3,10,2,0,0,0,0,183,0,11,passing_types,GNB,FW,28,1995,12.8,42,3.29,30,0,3,2,5,2,5,0.39,4,0,0,0,1,0,goal_shot_creation,GNB,FW,28,1995,12.8,13,9,4,4,5,3,14,21.4,11,8,0,8,6,19,14,0,defense,GNB,FW,28,1995,12.8,434,13,57,166,221,62,434,55,17,30.9,33,60.0,257,1761,851,35,16,23,37,19,311,100,possession,GNB,FW,28,1995,27,1149,43,37.5,12.8,12,67,0,15,23,0,1.48,21,20,1,0.08,0.46,15.0,22.5,-7.5,-0.58,-0.37,playing_time,GNB,FW,28,1995,12.8,4,0,0,19,22,14,10,6,9,0,0,0,37,35,49,41.7,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Brest,Marco Bizot,NED,GK,33,1991,32,32,2880,32.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,NED,GK,33,1991,32.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,NED,GK,33,1991,32.0,775,1121,69.1,24224,18621,90,91,98.9,377,380,99.2,306,645,47.4,0,0.0,0.0,0.0,0,8,0,0,1,passing,NED,GK,33,1991,32.0,1121,818,300,84,0,2,0,0,0,0,0,0,775,3,0,passing_types,NED,GK,33,1991,32.0,2,0.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,NED,GK,33,1991,32.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,33,0,defense,NED,GK,33,1991,32.0,1204,1035,1197,7,0,0,1204,0,0,0.0,0,0.0,658,3269,1538,0,0,0,2,0,587,0,possession,NED,GK,33,1991,32,2880,90,94.1,32.0,32,90,32,0,0,0,1.47,47,54,-7,-0.22,-0.22,42.2,55.3,-13.2,-0.41,-0.99,playing_time,NED,GK,33,1991,32.0,4,0,0,1,5,0,0,0,1,0,0,0,34,5,0,100.0,misc,NED,GK,33,1991,32,32,2880,32.0,54,1.69,128,74,64.1,14,5,13,10,31.3,10,8,1,1,11.1,keeper,NED,GK,33,1991,32.0,54,8,1,4,1,46.2,0.31,-6.8,-0.21,218,522,41.8,902,134,42.0,36.0,216,66.2,49.2,459,33,7.2,53,1.66,16.2,keeper_adv
FRA-Ligue 1,2024-25,Brest,Massadio Haïdara,MLI,DF,31,1992,22,20,1678,18.6,0,0,0,0,0,0,3,2,0.3,0.3,0.5,0.8,44,77,76,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,standard,MLI,DF,31,1992,18.6,0,10,1,10.0,0.54,0.05,0.0,0.0,20.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting,MLI,DF,31,1992,18.6,693,882,78.6,10603,4219,369,406,90.9,271,338,80.2,33,87,37.9,0,0.5,0.8,-0.5,8,53,11,4,77,passing,MLI,DF,31,1992,18.6,882,716,166,12,1,3,49,154,0,0,0,0,693,0,22,passing_types,MLI,DF,31,1992,18.6,31,1.66,18,1,2,1,7,2,1,0.05,1,0,0,0,0,0,goal_shot_creation,MLI,DF,31,1992,18.6,27,16,16,9,2,13,29,44.8,16,18,2,16,26,53,73,0,defense,MLI,DF,31,1992,18.6,1106,60,321,533,258,13,1106,28,15,53.6,7,25.0,486,2519,1537,44,32,5,26,7,635,76,possession,MLI,DF,31,1992,22,1678,76,54.8,18.6,20,83,14,2,8,1,1.64,30,27,3,0.16,0.81,25.6,27.2,-1.7,-0.09,0.58,playing_time,MLI,DF,31,1992,18.6,3,2,1,20,45,0,49,26,16,1,0,0,54,25,12,67.6,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Brest,Mathias Pereira Lage,POR,"FW,MF",27,1996,29,18,1571,17.5,2,7,9,2,0,0,4,0,3.3,3.3,3.5,6.8,32,41,100,0.11,0.4,0.52,0.11,0.52,0.19,0.2,0.39,0.19,0.39,standard,POR,"FW,MF",27,1996,17.5,2,36,15,41.7,2.06,0.86,0.06,0.13,17.2,3,0,0,3.3,3.3,0.09,-1.3,-1.3,shooting,POR,"FW,MF",27,1996,17.5,308,490,62.9,4867,1688,167,215,77.7,108,162,66.7,26,75,34.7,7,3.5,3.3,3.5,22,23,14,6,41,passing,POR,"FW,MF",27,1996,17.5,490,411,77,25,2,2,99,6,46,26,18,0,308,2,20,passing_types,POR,"FW,MF",27,1996,17.5,53,3.04,23,15,3,6,5,1,10,0.57,5,3,1,0,1,0,goal_shot_creation,POR,"FW,MF",27,1996,17.5,37,24,16,13,8,18,39,46.2,21,17,2,15,20,57,20,2,defense,POR,"FW,MF",27,1996,17.5,714,24,120,277,324,37,714,28,10,35.7,17,60.7,317,1874,824,32,17,9,38,18,387,100,possession,POR,"FW,MF",27,1996,29,1571,54,51.3,17.5,18,79,5,11,13,5,1.59,30,27,3,0.17,0.78,25.2,27.3,-2.1,-0.12,0.48,playing_time,POR,"FW,MF",27,1996,17.5,4,0,0,30,28,2,99,20,24,0,1,0,77,35,41,46.1,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Brest,Pierre Lees-Melou,FRA,MF,31,1993,20,17,1526,17.0,2,2,4,2,0,0,7,0,1.3,1.3,2.8,4.0,23,105,36,0.12,0.12,0.24,0.12,0.24,0.07,0.16,0.24,0.07,0.24,standard,FRA,MF,31,1993,17.0,2,22,8,36.4,1.3,0.47,0.09,0.25,22.8,0,0,0,1.3,1.3,0.06,0.7,0.7,shooting,FRA,MF,31,1993,17.0,902,1057,85.3,17471,5270,357,396,90.2,389,431,90.3,141,186,75.8,2,2.8,2.2,-0.8,19,110,13,4,105,passing,FRA,MF,31,1993,17.0,1057,1015,39,31,8,21,22,6,2,2,0,0,902,3,19,passing_types,FRA,MF,31,1993,17.0,52,3.07,44,1,0,4,3,0,4,0.24,3,0,0,1,0,0,goal_shot_creation,FRA,MF,31,1993,17.0,48,33,20,19,9,25,54,46.3,29,19,3,16,12,60,23,0,defense,FRA,MF,31,1993,17.0,1228,53,330,722,190,22,1228,21,12,57.1,7,33.3,697,3638,1586,23,19,5,25,8,855,36,possession,FRA,MF,31,1993,20,1526,76,49.9,17.0,17,83,13,3,36,1,1.3,24,28,-4,-0.24,-0.06,22.2,23.6,-1.4,-0.08,0.54,playing_time,FRA,MF,31,1993,17.0,7,0,0,32,30,0,22,12,33,0,0,0,125,4,7,36.4,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Brest,Romain Del Castillo,FRA,FW,28,1996,26,14,1259,14.0,6,4,10,3,3,4,0,0,4.7,1.5,3.4,4.9,29,61,106,0.43,0.29,0.71,0.21,0.5,0.33,0.24,0.58,0.11,0.35,standard,FRA,FW,28,1996,14.0,6,17,8,47.1,1.22,0.57,0.18,0.38,19.7,0,3,4,4.7,1.5,0.09,1.3,1.5,shooting,FRA,FW,28,1996,14.0,480,688,69.8,8019,2803,240,299,80.3,162,213,76.1,56,120,46.7,4,3.4,4.1,0.6,37,44,26,11,61,passing,FRA,FW,28,1996,14.0,688,592,92,34,3,7,103,17,39,17,19,0,480,4,27,passing_types,FRA,FW,28,1996,14.0,67,4.79,33,24,2,3,4,1,9,0.64,7,1,0,0,1,0,goal_shot_creation,FRA,FW,28,1996,14.0,31,22,9,13,9,19,32,59.4,13,16,0,16,6,37,5,0,defense,FRA,FW,28,1996,14.0,840,6,69,392,393,41,836,44,19,43.2,25,56.8,438,2190,951,29,26,7,36,17,565,106,possession,FRA,FW,28,1996,26,1259,48,41.1,14.0,14,73,2,12,20,0,1.35,19,29,-10,-0.71,-0.86,17.8,24.9,-7.1,-0.51,-0.26,playing_time,FRA,FW,28,1996,14.0,0,0,0,11,17,0,103,6,22,0,0,0,73,8,12,40.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Brest,Romain Faivre,FRA,"MF,FW",26,1998,20,10,899,10.0,3,2,5,2,1,1,2,0,2.6,1.8,1.9,3.7,24,44,49,0.3,0.2,0.5,0.2,0.4,0.26,0.19,0.45,0.18,0.37,standard,FRA,"MF,FW",26,1998,10.0,3,18,9,50.0,1.8,0.9,0.11,0.22,16.9,0,1,1,2.6,1.8,0.11,0.4,0.2,shooting,FRA,"MF,FW",26,1998,10.0,311,379,82.1,4587,1209,184,208,88.5,98,118,83.1,17,29,58.6,2,1.9,1.8,0.1,10,34,8,1,44,passing,FRA,"MF,FW",26,1998,10.0,379,349,29,7,4,0,26,4,17,11,4,0,311,1,8,passing_types,FRA,"MF,FW",26,1998,10.0,33,3.3,19,5,3,1,4,1,4,0.4,3,0,0,1,0,0,goal_shot_creation,FRA,"MF,FW",26,1998,10.0,13,10,4,5,4,5,10,50.0,5,8,0,8,4,17,3,1,defense,FRA,"MF,FW",26,1998,10.0,479,2,58,231,198,34,478,42,17,40.5,22,52.4,310,2050,928,24,23,9,13,7,355,49,possession,FRA,"MF,FW",26,1998,20,899,45,29.4,10.0,10,71,0,10,19,4,1.4,16,15,1,0.1,0.43,16.0,18.3,-2.3,-0.23,0.18,playing_time,FRA,"MF,FW",26,1998,10.0,2,0,0,6,23,1,26,4,10,0,0,0,42,7,10,41.2,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Brest,Soumaïla Coulibaly,FRA,DF,20,2003,7,5,438,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,16,0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,standard,FRA,DF,20,2003,4.9,0,4,0,0.0,0.82,0.0,0.0,0.0,12.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,FRA,DF,20,2003,4.9,281,317,88.6,5923,1657,83,89,93.3,159,168,94.6,36,56,64.3,0,0.1,0.2,-0.1,1,12,1,0,16,passing,FRA,DF,20,2003,4.9,317,302,15,9,0,16,0,0,0,0,0,0,281,0,1,passing_types,FRA,DF,20,2003,4.9,8,1.64,5,0,0,2,1,0,3,0.62,0,0,0,2,1,0,goal_shot_creation,FRA,DF,20,2003,4.9,4,2,2,2,0,1,1,100.0,0,7,2,5,5,9,26,0,defense,FRA,DF,20,2003,4.9,370,50,211,150,10,5,370,2,0,0.0,2,100.0,226,940,471,1,2,0,3,0,247,0,possession,FRA,DF,20,2003,7,438,63,14.3,4.9,5,77,3,2,26,6,1.86,6,5,1,0.21,0.48,6.7,5.9,0.8,0.17,0.62,playing_time,FRA,DF,20,2003,4.9,1,0,0,12,1,0,0,5,2,1,0,0,19,8,6,57.1,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Brest,Sérigné Diop,SEN,FW,19,2005,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SEN,FW,19,2005,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,SEN,FW,19,2005,0.0,2,2,100.0,20,0,2,2,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,SEN,FW,19,2005,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,passing_types,SEN,FW,19,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,SEN,FW,19,2005,0.0,1,0,0,1,0,0,0,0.0,0,1,0,1,0,1,0,0,defense,SEN,FW,19,2005,0.0,6,0,0,5,1,0,6,0,0,0.0,0,0.0,1,1,0,0,0,0,2,0,3,0,possession,SEN,FW,19,2005,2,4,2,0.1,0.0,0,0,0,2,2,5,1.0,0,0,0,0.0,0.21,0.0,0.1,-0.1,-1.97,-1.62,playing_time,SEN,FW,19,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Abdoulaye Touré,GUI,MF,30,1994,28,26,2324,25.8,10,1,11,2,8,9,5,0,9.4,2.2,0.4,2.6,17,109,28,0.39,0.04,0.43,0.08,0.12,0.37,0.02,0.38,0.08,0.1,standard,GUI,MF,30,1994,25.8,10,38,6,15.8,1.47,0.23,0.05,0.33,25.4,0,8,9,9.4,2.2,0.06,0.6,-0.2,shooting,GUI,MF,30,1994,25.8,868,1059,82.0,16170,4315,346,405,85.4,392,462,84.8,106,138,76.8,1,0.4,1.1,0.6,7,90,10,5,109,passing,GUI,MF,30,1994,25.8,1059,1040,13,12,3,12,11,0,0,0,0,0,868,6,8,passing_types,GUI,MF,30,1994,25.8,49,1.9,35,0,1,5,7,1,5,0.19,3,0,0,1,1,0,goal_shot_creation,GUI,MF,30,1994,25.8,61,34,31,21,9,33,59,55.9,26,36,19,17,34,95,42,5,defense,GUI,MF,30,1994,25.8,1354,78,378,784,206,28,1345,33,17,51.5,12,36.4,714,3506,1521,17,14,0,29,30,832,28,possession,GUI,MF,30,1994,28,2324,83,75.9,25.8,26,87,17,2,27,0,0.93,29,57,-28,-1.08,-0.72,30.9,50.7,-19.9,-0.77,-0.58,playing_time,GUI,MF,30,1994,25.8,5,0,0,30,45,1,11,34,34,1,0,0,160,30,19,61.2,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Alois Confais,FRA,MF,27,1996,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,27,1996,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,FRA,MF,27,1996,0.0,1,2,50.0,10,0,1,2,50.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,MF,27,1996,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,passing_types,FRA,MF,27,1996,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,FRA,MF,27,1996,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,defense,FRA,MF,27,1996,0.0,2,0,1,1,0,0,2,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0,1,0,possession,FRA,MF,27,1996,1,3,3,0.1,0.0,0,0,0,1,3,14,0.0,0,0,0,0.0,0.91,0.2,0.0,0.2,5.49,6.13,playing_time,FRA,MF,27,1996,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,André Ayew,GHA,FW,34,1989,27,15,1453,16.1,4,1,5,4,0,0,2,0,4.3,4.3,0.2,4.6,5,18,43,0.25,0.06,0.31,0.25,0.31,0.27,0.02,0.28,0.27,0.28,standard,GHA,FW,34,1989,16.1,4,22,9,40.9,1.36,0.56,0.18,0.44,12.0,2,0,0,4.3,4.3,0.21,-0.3,-0.3,shooting,GHA,FW,34,1989,16.1,181,238,76.1,2231,272,113,134,84.3,54,68,79.4,0,4,0.0,1,0.2,0.3,0.8,8,7,3,0,18,passing,GHA,FW,34,1989,16.1,238,196,42,1,0,0,7,3,0,0,0,0,181,0,10,passing_types,GHA,FW,34,1989,16.1,20,1.24,15,0,1,2,2,0,1,0.06,1,0,0,0,0,0,goal_shot_creation,GHA,FW,34,1989,16.1,18,10,3,7,8,7,13,53.8,6,9,2,7,3,21,21,1,defense,GHA,FW,34,1989,16.1,378,21,44,207,134,40,378,13,5,38.5,7,53.8,159,641,164,5,3,3,26,26,226,43,possession,GHA,FW,34,1989,27,1453,54,47.5,16.1,15,77,5,12,25,0,1.04,18,35,-17,-1.05,-0.27,17.6,32.0,-14.3,-0.89,-0.49,playing_time,GHA,FW,34,1989,16.1,2,0,0,19,30,6,7,3,10,0,0,0,26,37,63,37.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Le Havre,Antoine Joujou,FRA,"MF,FW",21,2003,26,9,943,10.5,0,2,2,0,0,0,1,0,0.6,0.6,3.0,3.7,44,18,85,0.0,0.19,0.19,0.0,0.19,0.06,0.29,0.35,0.06,0.35,standard,FRA,"MF,FW",21,2003,10.5,0,11,2,18.2,1.05,0.19,0.0,0.0,18.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,shooting,FRA,"MF,FW",21,2003,10.5,169,261,64.8,2486,687,93,128,72.7,53,84,63.1,12,23,52.2,2,3.0,2.9,-1.0,15,8,15,10,18,passing,FRA,"MF,FW",21,2003,10.5,261,258,3,0,1,1,37,2,1,1,0,0,169,0,14,passing_types,FRA,"MF,FW",21,2003,10.5,37,3.53,23,0,7,4,2,1,3,0.29,2,0,1,0,0,0,goal_shot_creation,FRA,"MF,FW",21,2003,10.5,16,11,10,4,2,9,15,60.0,6,15,3,12,9,25,19,0,defense,FRA,"MF,FW",21,2003,10.5,417,15,80,146,206,39,417,61,30,49.2,30,49.2,249,2086,1032,44,23,17,32,17,253,85,possession,FRA,"MF,FW",21,2003,26,943,36,30.8,10.5,9,72,2,17,17,2,0.85,14,21,-7,-0.67,0.35,15.8,18.5,-2.8,-0.27,0.53,playing_time,FRA,"MF,FW",21,2003,10.5,1,0,0,7,7,2,37,9,11,0,0,0,59,5,18,21.7,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
