league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_a,performance_g_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg_xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g_a,per_90_minutes_g_pk,per_90_minutes_g_a_pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg_xag,per_90_minutes_npxg,per_90_minutes_npxg_xag,stat_type,nation_possession,position_possession,age_possession,born_possession,90s,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take_ons_att,take-ons_succ,take_ons_succ_pct,take_ons_tkld,take_ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success__/_,team_success__/_90,team_success_on_off,team_success_xg_onxg,team_success_xg_onxga,team_success_xg_xg_/_,team_success_xg_xg_/_90,team_success_xg_on_off,stat_type_playing_time,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,stat_type_defense,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,ast,xag,expected_xa,expected_a_xag,kp,1/3,ppa,crspa,prgp,stat_type_passing,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg_/_,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_gk,passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv,nation_shooting,position_shooting,age_shooting,born_shooting,90s_shooting,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g_xg,expected_np:g_xg,stat_type_shooting,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc
FRA-Ligue 1,2024-25,Angers,Farid El Melali,ALG,FW,27.0,1997.0,32,22,1893,21.0,2,3,5,2,0,0,1,0,3.6,3.6,3.1,6.7,62,43,113,0.1,0.14,0.24,0.1,0.24,0.17,0.15,0.32,0.17,0.32,standard,ALG,FW,27.0,1997.0,21.0,842,11,142,287,441,70,842,119,52,43.7,63,52.9,472,3930,1752,62,39,31,64,40,517,113,possession,ALG,FW,27.0,1997.0,32,1893.0,59.0,61.9,21.0,22,73.0,3,10,29.0,0,1.13,20.0,34.0,-14.0,-0.67,-0.13,23.2,36.9,-13.7,-0.65,-0.03,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,FW,27.0,1997.0,21.0,28,16,15,6,7,13,35,37.1,22,19,1,18,16,44,12,1,defense,ALG,FW,27.0,1997.0,21.0,372,532,69.9,5612,1779,218,253,86.2,103,151,68.2,33,82,40.2,3,3.1,3.0,-0.1,25,18,14,2,43,passing,ALG,FW,27.0,1997.0,21.0,67,3.18,29,19,6,4,7,2,11,0.52,3,2,1,0,3,2,goal_shot_creation,ALG,FW,27.0,1997.0,21.0,532,453,79,17,0,0,87,6,55,28,18,1,372,0,21,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,FW,27.0,1997.0,21.0,2,46,14,30.4,2.19,0.67,0.04,0.14,21.9,7,0,0,3.6,3.6,0.08,-1.6,-1.6,shooting,ALG,FW,27.0,1997.0,21.0,1.0,0.0,0.0,21.0,46.0,8.0,87.0,16.0,16.0,3.0,0.0,0.0,100.0,6.0,21.0,22.2,misc
FRA-Ligue 1,2025-26,Angers,Florent Hanin,ALG,DF,35-208,1990.0,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard,ALG,DF,35-208,1990.0,1.0,33,8,19,11,3,0,33,0,0,0.0,0,0.0,15,75,40,2,1,0,0,0,18,2,possession,ALG,DF,35-208,1990.0,2,86.0,43.0,47.8,1.0,1,71.0,0,1,15.0,0,1.5,1.0,0.0,1.0,1.05,2.0,0.7,1.1,-0.4,-0.42,0.7,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,DF,35-208,1990.0,1.0,1,1,1,0,0,1,5,20.0,4,2,0,2,0,1,6,0,defense,ALG,DF,35-208,1990.0,1.0,16,25,64.0,293,118,9,10,90.0,5,10,50.0,1,4,25.0,0,0.0,0.0,0.0,1,2,1,0,4,passing,ALG,DF,35-208,1990.0,1.0,1,1.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ALG,DF,35-208,1990.0,1.0,25,22,3,1,0,0,0,2,0,0,0,0,16,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,DF,35-208,1990.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Angers,Florent Hanin,ALG,DF,34.0,1990.0,33,31,2672,29.7,1,2,3,1,0,0,2,0,0.9,0.9,1.9,2.8,48,99,108,0.03,0.07,0.1,0.03,0.1,0.03,0.06,0.1,0.03,0.1,standard,ALG,DF,34.0,1990.0,29.7,1965,115,697,837,448,18,1965,23,11,47.8,11,47.8,904,4170,2309,48,38,3,27,7,1113,108,possession,ALG,DF,34.0,1990.0,33,2672.0,81.0,87.3,29.7,31,85.0,21,2,21.0,1,1.09,30.0,46.0,-16.0,-0.54,0.62,33.8,52.4,-18.6,-0.63,0.11,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,DF,34.0,1990.0,29.7,69,48,45,17,7,39,71,54.9,32,31,10,21,47,116,99,2,defense,ALG,DF,34.0,1990.0,29.7,1282,1654,77.5,20970,8837,694,770,90.1,451,594,75.9,113,214,52.8,2,1.9,2.5,0.1,25,93,37,21,99,passing,ALG,DF,34.0,1990.0,29.7,60,2.02,48,6,0,1,3,2,9,0.3,9,0,0,0,0,0,goal_shot_creation,ALG,DF,34.0,1990.0,29.7,1654,1345,294,46,2,9,107,248,0,0,0,0,1282,15,28,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,DF,34.0,1990.0,29.7,1,11,1,9.1,0.37,0.03,0.09,1.0,21.2,0,0,0,0.9,0.9,0.09,0.1,0.1,shooting,ALG,DF,34.0,1990.0,29.7,2.0,0.0,0.0,16.0,35.0,1.0,107.0,47.0,48.0,0.0,0.0,0.0,132.0,15.0,28.0,34.9,misc
FRA-Ligue 1,2025-26,Angers,Haris Belkebla,ALG,MF,31-215,1994.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ALG,MF,31-215,1994.0,2.0,61,4,33,23,5,0,61,3,2,66.7,1,33.3,37,94,42,0,0,0,6,1,35,0,possession,ALG,MF,31-215,1994.0,2,180.0,90.0,100.0,2.0,2,90.0,2,0,0.0,0,1.5,1.0,1.0,0.0,0.0,0.0,1.2,2.8,-1.6,-0.78,0.0,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,MF,31-215,1994.0,2.0,4,2,3,1,0,2,4,50.0,2,0,0,0,3,7,3,1,defense,ALG,MF,31-215,1994.0,2.0,39,42,92.9,657,167,19,20,95.0,18,19,94.7,2,3,66.7,0,0.0,0.0,0.0,0,1,1,0,4,passing,ALG,MF,31-215,1994.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ALG,MF,31-215,1994.0,2.0,42,42,0,0,0,1,0,0,0,0,0,0,39,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,MF,31-215,1994.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Angers,Haris Belkebla,ALG,MF,30.0,1994.0,22,21,1792,19.9,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,8,69,15,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.05,0.0,0.05,standard,ALG,MF,30.0,1994.0,19.9,1064,67,332,630,115,6,1064,22,9,40.9,10,45.5,558,2613,1056,8,15,1,27,10,686,15,possession,ALG,MF,30.0,1994.0,22,1792.0,81.0,58.6,19.9,21,85.0,17,1,14.0,0,1.18,20.0,26.0,-6.0,-0.3,0.76,22.5,30.8,-8.4,-0.42,0.53,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,MF,30.0,1994.0,19.9,56,38,38,15,3,26,45,57.8,19,30,9,21,35,91,46,1,defense,ALG,MF,30.0,1994.0,19.9,727,830,87.6,11935,3432,353,383,92.2,310,344,90.1,47,62,75.8,1,0.9,0.3,0.1,5,68,3,0,69,passing,ALG,MF,30.0,1994.0,19.9,14,0.7,14,0,0,0,0,0,4,0.2,4,0,0,0,0,0,goal_shot_creation,ALG,MF,30.0,1994.0,19.9,830,804,24,22,0,3,3,2,0,0,0,0,727,2,14,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,MF,30.0,1994.0,19.9,0,3,0,0.0,0.15,0.0,0.0,0.0,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,ALG,MF,30.0,1994.0,19.9,1.0,0.0,0.0,18.0,32.0,1.0,3.0,35.0,38.0,0.0,0.0,0.0,90.0,8.0,21.0,27.6,misc
FRA-Ligue 1,2025-26,Angers,Hervé Koffi,BFA,GK,28-319,1996.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BFA,GK,28-319,1996.0,2.0,80,74,80,0,0,0,80,0,0,0.0,0,0.0,46,256,207,0,0,0,1,0,36,0,possession,BFA,GK,28-319,1996.0,2,180.0,90.0,100.0,2.0,2,90.0,2,0,0.0,0,1.5,1.0,1.0,0.0,0.0,0.0,1.2,2.8,-1.6,-0.78,0.0,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,BFA,GK,28-319,1996.0,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,defense,BFA,GK,28-319,1996.0,2.0,39,70,55.7,1374,1039,4,5,80.0,17,19,89.5,18,45,40.0,0,0.0,0.0,0.0,0,2,0,0,0,passing,BFA,GK,28-319,1996.0,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,BFA,GK,28-319,1996.0,2.0,70,50,19,8,0,1,0,0,0,0,0,0,39,1,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,BFA,GK,28-319,1996.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Angers,Himad Abdelli,ALG,"MF,FW",24.0,1999.0,32,32,2842,31.6,6,1,7,3,3,4,4,0,6.4,3.2,3.2,6.4,107,207,111,0.19,0.03,0.22,0.1,0.13,0.2,0.1,0.3,0.1,0.2,standard,ALG,"MF,FW",24.0,1999.0,31.6,1993,38,293,1149,597,49,1989,121,57,47.1,61,50.4,1183,7595,4388,107,90,17,55,51,1446,111,possession,ALG,"MF,FW",24.0,1999.0,32,2842.0,89.0,92.9,31.6,32,89.0,25,0,0.0,0,1.03,28.0,50.0,-22.0,-0.7,-1.11,30.8,54.2,-23.4,-0.74,-1.38,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,"MF,FW",24.0,1999.0,31.6,48,32,13,20,15,15,48,31.3,33,24,1,23,26,74,28,2,defense,ALG,"MF,FW",24.0,1999.0,31.6,1373,1672,82.1,21646,6031,710,807,88.0,531,612,86.8,82,151,54.3,1,3.2,3.7,-2.2,39,171,38,3,207,passing,ALG,"MF,FW",24.0,1999.0,31.6,94,2.98,80,2,5,1,3,3,5,0.16,3,0,2,0,0,0,goal_shot_creation,ALG,"MF,FW",24.0,1999.0,31.6,1672,1555,107,41,23,13,44,15,10,5,2,0,1373,10,31,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,"MF,FW",24.0,1999.0,31.6,6,35,8,22.9,1.11,0.25,0.09,0.38,22.6,0,3,4,6.4,3.2,0.09,-0.4,-0.2,shooting,ALG,"MF,FW",24.0,1999.0,31.6,4.0,0.0,0.0,48.0,32.0,3.0,44.0,26.0,32.0,0.0,0.0,0.0,193.0,13.0,20.0,39.4,misc
FRA-Ligue 1,2024-25,Angers,Ibrahima Niane,SEN,FW,25.0,1999.0,24,8,943,10.5,3,1,4,2,1,1,0,0,5.7,4.9,1.0,6.0,19,9,50,0.29,0.1,0.38,0.19,0.29,0.55,0.1,0.64,0.47,0.57,standard,SEN,FW,25.0,1999.0,10.5,312,8,27,146,145,50,311,19,6,31.6,11,57.9,182,934,424,19,15,8,35,17,230,50,possession,SEN,FW,25.0,1999.0,24,943.0,39.0,30.8,10.5,8,79.0,2,16,19.0,1,1.04,13.0,19.0,-6.0,-0.57,0.07,16.5,16.2,0.3,0.03,0.97,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SEN,FW,25.0,1999.0,10.5,7,3,3,2,2,3,3,100.0,0,6,1,5,2,9,6,2,defense,SEN,FW,25.0,1999.0,10.5,130,190,68.4,1720,295,82,108,75.9,29,44,65.9,7,12,58.3,1,1.0,0.4,0.0,9,13,2,0,9,passing,SEN,FW,25.0,1999.0,10.5,21,2.0,11,0,1,4,5,0,4,0.38,1,0,0,2,1,0,goal_shot_creation,SEN,FW,25.0,1999.0,10.5,190,170,18,2,1,2,2,0,0,0,0,0,130,2,4,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SEN,FW,25.0,1999.0,10.5,3,29,10,34.5,2.77,0.95,0.07,0.2,14.6,0,1,1,5.7,4.9,0.17,-2.7,-2.9,shooting,SEN,FW,25.0,1999.0,10.5,0.0,0.0,0.0,15.0,30.0,9.0,2.0,2.0,3.0,1.0,0.0,0.0,32.0,26.0,37.0,41.3,misc
FRA-Ligue 1,2025-26,Angers,Jacques Ekomie,GAB,DF,22-012,2003.0,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GAB,DF,22-012,2003.0,1.0,46,4,34,10,3,0,46,1,0,0.0,1,100.0,16,106,39,0,0,0,3,3,12,0,possession,GAB,DF,22-012,2003.0,2,94.0,47.0,52.2,1.0,1,75.0,0,1,19.0,0,1.5,0.0,1.0,-1.0,-0.96,-2.0,0.5,1.7,-1.2,-1.12,-0.7,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GAB,DF,22-012,2003.0,1.0,13,8,9,2,2,7,9,77.8,2,1,0,1,1,14,2,0,defense,GAB,DF,22-012,2003.0,1.0,16,21,76.2,193,141,12,14,85.7,3,4,75.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1,passing,GAB,DF,22-012,2003.0,1.0,2,1.91,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,goal_shot_creation,GAB,DF,22-012,2003.0,1.0,21,16,5,0,0,0,0,5,0,0,0,0,16,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GAB,DF,22-012,2003.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Angers,Jacques Ekomie,GAB,"DF,FW",20.0,2003.0,18,7,697,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,13,20,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GAB,"DF,FW",20.0,2003.0,7.7,358,18,99,128,134,7,358,21,4,19.0,13,61.9,135,751,375,13,14,0,9,12,161,24,possession,GAB,"DF,FW",20.0,2003.0,18,697.0,39.0,22.8,7.7,7,74.0,1,11,16.0,10,0.72,5.0,10.0,-5.0,-0.65,-0.04,4.2,12.5,-8.2,-1.07,-0.55,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GAB,"DF,FW",20.0,2003.0,7.7,22,14,9,10,3,8,12,66.7,4,16,5,11,4,26,14,0,defense,GAB,"DF,FW",20.0,2003.0,7.7,183,260,70.4,2542,1089,112,129,86.8,57,79,72.2,8,26,30.8,0,0.0,0.1,0.0,0,10,3,0,20,passing,GAB,"DF,FW",20.0,2003.0,7.7,4,0.52,3,0,0,0,0,1,1,0.13,1,0,0,0,0,0,goal_shot_creation,GAB,"DF,FW",20.0,2003.0,7.7,260,192,66,1,0,1,23,65,0,0,0,0,183,2,14,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GAB,"DF,FW",20.0,2003.0,7.7,0,1,0,0.0,0.13,0.0,0.0,0.0,15.3,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,GAB,"DF,FW",20.0,2003.0,7.7,1.0,0.0,0.0,11.0,21.0,1.0,23.0,4.0,14.0,0.0,0.0,0.0,33.0,11.0,13.0,45.8,misc
FRA-Ligue 1,2024-25,Angers,Jean-Eudes Aholou,CIV,MF,30.0,1994.0,26,26,1959,21.8,2,0,2,2,0,0,7,0,1.8,1.8,1.0,2.8,15,68,16,0.09,0.0,0.09,0.09,0.09,0.08,0.05,0.13,0.08,0.13,standard,CIV,MF,30.0,1994.0,21.8,1032,45,259,615,167,34,1032,28,12,42.9,12,42.9,495,2116,987,15,8,2,32,15,615,16,possession,CIV,MF,30.0,1994.0,26,1959.0,75.0,64.0,21.8,26,75.0,7,0,0.0,1,1.12,18.0,31.0,-13.0,-0.6,0.06,21.4,34.5,-13.1,-0.6,0.12,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CIV,MF,30.0,1994.0,21.8,56,36,26,20,10,22,48,45.8,26,34,14,20,33,89,32,0,defense,CIV,MF,30.0,1994.0,21.8,644,764,84.3,10183,2687,320,361,88.6,287,322,89.1,21,47,44.7,0,1.0,0.7,-1.0,10,46,7,0,68,passing,CIV,MF,30.0,1994.0,21.8,33,1.52,21,0,2,4,3,3,1,0.05,0,0,0,0,1,0,goal_shot_creation,CIV,MF,30.0,1994.0,21.8,764,753,9,9,2,2,2,0,0,0,0,0,644,2,9,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CIV,MF,30.0,1994.0,21.8,2,27,7,25.9,1.24,0.32,0.07,0.29,18.2,0,0,0,1.8,1.8,0.07,0.2,0.2,shooting,CIV,MF,30.0,1994.0,21.8,7.0,0.0,0.0,50.0,25.0,1.0,2.0,33.0,36.0,0.0,0.0,0.0,100.0,38.0,23.0,62.3,misc
FRA-Ligue 1,2025-26,Angers,Jim Allevinah,GAB,"DF,FW",30-185,1995.0,2,0,58,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,standard,GAB,"DF,FW",30-185,1995.0,0.6,17,1,5,7,6,2,17,3,0,0.0,3,100.0,12,68,21,1,0,1,1,1,9,0,possession,GAB,"DF,FW",30-185,1995.0,2,58.0,29.0,32.2,0.6,0,0.0,0,2,29.0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.4,1.0,-0.5,-0.8,-0.02,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GAB,"DF,FW",30-185,1995.0,0.6,1,0,1,0,0,1,1,100.0,0,1,1,0,0,1,0,0,defense,GAB,"DF,FW",30-185,1995.0,0.6,6,7,85.7,90,32,4,4,100.0,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,passing,GAB,"DF,FW",30-185,1995.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,GAB,"DF,FW",30-185,1995.0,0.6,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GAB,"DF,FW",30-185,1995.0,0.6,0,2,0,0.0,3.1,0.0,0.0,0.0,19.1,0,0,0,0.3,0.3,0.13,-0.3,-0.3,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
