league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_a,performance_g_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg_xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g_a,per_90_minutes_g_pk,per_90_minutes_g_a_pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg_xag,per_90_minutes_npxg,per_90_minutes_npxg_xag,stat_type,nation_possession,position_possession,age_possession,born_possession,90s,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take_ons_att,take-ons_succ,take_ons_succ_pct,take_ons_tkld,take_ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success__/_,team_success__/_90,team_success_on_off,team_success_xg_onxg,team_success_xg_onxga,team_success_xg_xg_/_,team_success_xg_xg_/_90,team_success_xg_on_off,stat_type_playing_time,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,stat_type_defense,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,ast,xag,expected_xa,expected_a_xag,kp,1/3,ppa,crspa,prgp,stat_type_passing,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg_/_,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_gk,passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv,nation_shooting,position_shooting,age_shooting,born_shooting,90s_shooting,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g_xg,expected_np:g_xg,stat_type_shooting,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc
FRA-Ligue 1,2025-26,Nantes,Kwon Hyeokkyu,KOR,MF,24-171,2001.0,3,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,KOR,MF,24-171,2001.0,1.5,55,10,36,19,0,0,55,0,0,0.0,0,0.0,28,166,33,0,0,0,1,1,37,0,possession,KOR,MF,24-171,2001.0,3,132.0,44.0,48.9,1.5,1,78.0,0,2,27.0,0,1.0,0.0,2.0,-2.0,-1.36,-2.02,0.2,2.6,-2.4,-1.64,-1.38,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,KOR,MF,24-171,2001.0,1.5,3,0,3,0,0,2,5,40.0,3,5,3,2,0,3,3,0,defense,KOR,MF,24-171,2001.0,1.5,38,43,88.4,749,105,10,10,100.0,24,26,92.3,4,6,66.7,0,0.0,0.0,0.0,0,1,0,0,0,passing,KOR,MF,24-171,2001.0,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,KOR,MF,24-171,2001.0,1.5,43,40,2,2,0,0,0,0,0,0,0,0,38,1,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,KOR,MF,24-171,2001.0,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2023-24,Nantes,Lamine Diack,SEN,MF,22.0,2000.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SEN,MF,22.0,2000.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,possession,SEN,MF,22.0,2000.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,8,3.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.46,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SEN,MF,22.0,2000.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,defense,SEN,MF,22.0,2000.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,SEN,MF,22.0,2000.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,SEN,MF,22.0,2000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SEN,MF,22.0,2000.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,SEN,MF,22.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,misc
FRA-Ligue 1,2025-26,Nantes,Louis Leroux,FRA,MF,19-220,2006.0,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,FRA,MF,19-220,2006.0,2.0,80,3,26,41,13,2,80,3,1,33.3,2,66.7,39,159,60,0,0,0,2,0,43,4,possession,FRA,MF,19-220,2006.0,3,181.0,60.0,67.0,2.0,2,78.0,0,1,26.0,0,1.0,0.0,1.0,-1.0,-0.5,-0.5,0.5,1.8,-1.2,-0.61,0.96,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,MF,19-220,2006.0,2.0,8,5,6,2,0,6,7,85.7,1,6,1,5,1,9,3,0,defense,FRA,MF,19-220,2006.0,2.0,42,56,75.0,666,224,18,21,85.7,22,27,81.5,1,4,25.0,0,0.0,0.1,0.0,1,4,1,1,7,passing,FRA,MF,19-220,2006.0,2.0,3,1.49,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,FRA,MF,19-220,2006.0,2.0,56,50,6,2,0,0,5,0,4,2,0,0,42,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,MF,19-220,2006.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2024-25,Nantes,Louis Leroux,FRA,"MF,DF",18.0,2006.0,16,8,816,9.1,2,1,3,2,0,0,1,0,1.5,1.5,1.3,2.8,11,31,14,0.22,0.11,0.33,0.22,0.33,0.16,0.15,0.31,0.16,0.31,standard,FRA,"MF,DF",18.0,2006.0,9.1,411,19,101,224,98,14,411,20,8,40.0,11,55.0,214,1066,490,11,14,3,12,6,224,14,possession,FRA,"MF,DF",18.0,2006.0,16,816.0,51.0,26.7,9.1,8,86.0,4,8,16.0,12,1.31,11.0,11.0,0.0,0.0,0.52,12.4,14.4,-2.0,-0.22,0.36,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"MF,DF",18.0,2006.0,9.1,25,18,10,12,3,16,22,72.7,6,22,2,20,8,33,19,1,defense,FRA,"MF,DF",18.0,2006.0,9.1,248,300,82.7,3997,1075,120,134,89.6,98,114,86.0,19,30,63.3,1,1.3,0.7,-0.3,12,13,8,0,31,passing,FRA,"MF,DF",18.0,2006.0,9.1,30,3.31,22,0,3,1,1,3,3,0.33,3,0,0,0,0,0,goal_shot_creation,FRA,"MF,DF",18.0,2006.0,9.1,300,282,18,3,0,1,6,13,0,0,0,0,248,0,8,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"MF,DF",18.0,2006.0,9.1,2,9,5,55.6,0.99,0.55,0.22,0.4,14.2,0,0,0,1.5,1.5,0.17,0.5,0.5,shooting,FRA,"MF,DF",18.0,2006.0,9.1,1.0,0.0,0.0,10.0,12.0,0.0,6.0,8.0,18.0,0.0,0.0,0.0,43.0,4.0,5.0,44.4,misc
FRA-Ligue 1,2023-24,Nantes,Marcus Coco,FRA,"DF,FW",27.0,1996.0,28,18,1481,16.5,1,0,1,1,0,0,2,0,0.8,0.8,1.0,1.8,28,55,65,0.06,0.0,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11,standard,FRA,"DF,FW",27.0,1996.0,16.5,831,49,208,401,231,14,831,31,12,38.7,12,38.7,539,3134,1306,28,31,1,26,11,483,65,possession,FRA,"DF,FW",27.0,1996.0,28,1481.0,53.0,48.4,16.5,18,72.0,2,10,19.0,4,1.04,17.0,25.0,-8.0,-0.49,0.48,18.4,24.5,-6.1,-0.37,0.16,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"DF,FW",27.0,1996.0,16.5,43,26,29,10,4,28,60,46.7,32,19,1,18,21,64,38,0,defense,FRA,"DF,FW",27.0,1996.0,16.5,473,641,73.8,7533,2758,224,265,84.5,199,249,79.9,27,86,31.4,0,1.0,1.1,-1.0,12,40,18,8,55,passing,FRA,"DF,FW",27.0,1996.0,16.5,30,1.82,26,0,1,1,2,0,2,0.12,1,0,0,1,0,0,goal_shot_creation,FRA,"DF,FW",27.0,1996.0,16.5,641,561,78,3,3,1,46,75,0,0,0,0,473,2,15,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"DF,FW",27.0,1996.0,16.5,1,9,2,22.2,0.55,0.12,0.11,0.5,20.0,0,0,0,0.8,0.8,0.09,0.2,0.2,shooting,FRA,"DF,FW",27.0,1996.0,16.5,2.0,0.0,0.0,23.0,27.0,0.0,46.0,21.0,26.0,0.0,0.0,0.0,77.0,23.0,21.0,52.3,misc
FRA-Ligue 1,2024-25,Nantes,Marcus Coco,FRA,DF,28.0,1996.0,20,10,951,10.6,0,1,1,0,0,0,3,2,0.1,0.1,1.2,1.3,12,34,40,0.0,0.09,0.09,0.0,0.09,0.01,0.12,0.12,0.01,0.12,standard,FRA,DF,28.0,1996.0,10.6,608,47,198,295,119,4,608,10,3,30.0,7,70.0,297,1329,583,12,9,1,11,6,345,40,possession,FRA,DF,28.0,1996.0,20,951.0,48.0,31.1,10.6,10,79.0,2,10,16.0,6,1.15,13.0,20.0,-7.0,-0.66,-0.41,13.8,18.0,-4.2,-0.4,0.12,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,28.0,1996.0,10.6,27,21,15,9,3,16,31,51.6,15,16,5,11,11,38,46,0,defense,FRA,DF,28.0,1996.0,10.6,384,483,79.5,6475,2447,188,206,91.3,156,193,80.8,32,61,52.5,1,1.2,1.1,-0.2,10,31,10,6,34,passing,FRA,DF,28.0,1996.0,10.6,20,1.89,17,3,0,0,0,0,1,0.09,1,0,0,0,0,0,goal_shot_creation,FRA,DF,28.0,1996.0,10.6,483,400,80,10,0,0,28,70,0,0,0,0,384,3,6,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,28.0,1996.0,10.6,0,2,0,0.0,0.19,0.0,0.0,0.0,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,FRA,DF,28.0,1996.0,10.6,3.0,2.0,0.0,30.0,17.0,0.0,28.0,11.0,21.0,0.0,0.0,0.0,42.0,17.0,13.0,56.7,misc
FRA-Ligue 1,2023-24,Nantes,Marquinhos,BRA,"FW,MF",20.0,2003.0,7,1,154,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,2,4,11,0.0,0.0,0.0,0.0,0.0,0.15,0.43,0.58,0.15,0.58,standard,BRA,"FW,MF",20.0,2003.0,1.7,99,3,17,42,40,8,99,7,4,57.1,3,42.9,66,308,115,2,2,1,2,6,60,11,possession,BRA,"FW,MF",20.0,2003.0,7,154.0,22.0,5.0,1.7,1,57.0,0,6,16.0,4,1.0,3.0,4.0,-1.0,-0.58,0.16,3.8,4.3,-0.6,-0.33,0.13,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,BRA,"FW,MF",20.0,2003.0,1.7,3,2,2,0,1,1,4,25.0,3,7,2,5,6,9,1,0,defense,BRA,"FW,MF",20.0,2003.0,1.7,50,67,74.6,768,223,30,37,81.1,18,21,85.7,2,6,33.3,0,0.7,0.7,-0.7,5,2,4,2,4,passing,BRA,"FW,MF",20.0,2003.0,1.7,9,5.26,8,0,0,0,1,0,1,0.58,0,0,0,0,1,0,goal_shot_creation,BRA,"FW,MF",20.0,2003.0,1.7,67,62,5,1,0,0,5,3,0,0,0,0,50,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,BRA,"FW,MF",20.0,2003.0,1.7,0,5,1,20.0,2.92,0.58,0.0,0.0,20.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting,BRA,"FW,MF",20.0,2003.0,1.7,0.0,0.0,0.0,7.0,6.0,1.0,5.0,6.0,2.0,1.0,0.0,0.0,14.0,2.0,5.0,28.6,misc
FRA-Ligue 1,2025-26,Nantes,Matthis Abline,FRA,"MF,FW",22-156,2003.0,3,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard,FRA,"MF,FW",22-156,2003.0,1.0,27,1,6,13,10,4,27,8,4,50.0,4,50.0,21,260,188,7,2,4,2,5,18,3,possession,FRA,"MF,FW",22-156,2003.0,3,86.0,29.0,31.9,1.0,0,0.0,0,3,29.0,0,1.0,0.0,2.0,-2.0,-2.09,-2.58,0.2,2.4,-2.2,-2.3,-2.01,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"MF,FW",22-156,2003.0,1.0,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,defense,FRA,"MF,FW",22-156,2003.0,1.0,8,15,53.3,148,41,2,3,66.7,4,7,57.1,1,1,100.0,0,0.0,0.0,0.0,1,1,1,1,0,passing,FRA,"MF,FW",22-156,2003.0,1.0,1,1.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,FRA,"MF,FW",22-156,2003.0,1.0,15,15,0,0,0,0,2,0,0,0,0,0,8,0,3,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"MF,FW",22-156,2003.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2023-24,Nantes,Matthis Abline,FRA,FW,20.0,2003.0,22,12,1044,11.6,5,0,5,5,0,0,1,0,3.8,3.8,2.0,5.8,28,20,87,0.43,0.0,0.43,0.43,0.43,0.33,0.17,0.5,0.33,0.5,standard,FRA,FW,20.0,2003.0,11.6,386,9,36,153,209,65,386,33,19,57.6,14,42.4,294,1979,906,28,24,14,50,14,287,87,possession,FRA,FW,20.0,2003.0,22,1044.0,47.0,34.1,11.6,12,72.0,1,10,18.0,5,0.95,11.0,17.0,-6.0,-0.52,0.33,14.9,15.5,-0.6,-0.05,0.61,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,FW,20.0,2003.0,11.6,9,4,4,3,2,3,8,37.5,5,3,0,3,3,12,5,0,defense,FRA,FW,20.0,2003.0,11.6,162,231,70.1,2410,448,91,128,71.1,52,68,76.5,9,11,81.8,0,2.0,0.9,-2.0,17,6,7,2,20,passing,FRA,FW,20.0,2003.0,11.6,38,3.28,30,0,5,2,1,0,2,0.17,0,0,1,0,1,0,goal_shot_creation,FRA,FW,20.0,2003.0,11.6,231,218,12,0,2,1,7,1,0,0,0,0,162,1,11,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,FW,20.0,2003.0,11.6,5,42,19,45.2,3.62,1.64,0.12,0.26,17.4,0,0,0,3.8,3.8,0.09,1.2,1.2,shooting,FRA,FW,20.0,2003.0,11.6,1.0,0.0,0.0,10.0,13.0,6.0,7.0,3.0,4.0,1.0,0.0,0.0,39.0,15.0,27.0,35.7,misc
FRA-Ligue 1,2024-25,Nantes,Matthis Abline,FRA,FW,21.0,2003.0,34,33,2768,30.8,9,2,11,8,1,1,3,0,8.5,7.7,3.8,11.5,75,48,169,0.29,0.07,0.36,0.26,0.33,0.28,0.12,0.4,0.25,0.37,standard,FRA,FW,21.0,2003.0,30.8,878,34,75,382,438,142,877,86,35,40.7,48,55.8,587,3670,1743,75,42,42,92,65,689,169,possession,FRA,FW,21.0,2003.0,34,2768.0,81.0,90.5,30.8,33,83.0,12,1,23.0,0,1.06,34.0,42.0,-8.0,-0.26,1.28,34.6,47.1,-12.6,-0.41,0.78,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,FW,21.0,2003.0,30.8,11,5,2,4,5,3,9,33.3,6,15,1,14,4,15,36,1,defense,FRA,FW,21.0,2003.0,30.8,351,538,65.2,5145,976,185,256,72.3,119,160,74.4,20,38,52.6,2,3.8,3.4,-1.8,27,23,15,4,48,passing,FRA,FW,21.0,2003.0,30.8,61,1.98,43,0,8,6,3,1,9,0.29,6,0,2,1,0,0,goal_shot_creation,FRA,FW,21.0,2003.0,30.8,538,510,26,1,3,4,30,1,0,0,0,0,351,2,27,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,FW,21.0,2003.0,30.8,9,73,26,35.6,2.37,0.85,0.11,0.31,15.0,0,1,1,8.5,7.7,0.11,0.5,0.3,shooting,FRA,FW,21.0,2003.0,30.8,3.0,0.0,0.0,34.0,53.0,5.0,30.0,4.0,5.0,0.0,0.0,0.0,83.0,64.0,76.0,45.7,misc
FRA-Ligue 1,2024-25,Nantes,Meschak Elia,COD,FW,26.0,1997.0,8,1,170,1.9,1,0,1,1,0,0,0,0,1.1,1.1,0.2,1.3,9,5,22,0.53,0.0,0.53,0.53,0.53,0.59,0.1,0.69,0.59,0.69,standard,COD,FW,26.0,1997.0,1.9,99,1,18,36,47,8,99,11,2,18.2,9,81.8,61,409,180,9,3,2,7,2,61,22,possession,COD,FW,26.0,1997.0,8,170.0,21.0,5.6,1.9,1,73.0,0,7,14.0,4,0.88,3.0,6.0,-3.0,-1.59,-1.28,2.7,5.0,-2.4,-1.26,-0.82,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,COD,FW,26.0,1997.0,1.9,7,5,3,2,2,1,1,100.0,0,3,0,3,0,7,2,0,defense,COD,FW,26.0,1997.0,1.9,35,62,56.5,500,203,22,29,75.9,10,20,50.0,2,6,33.3,0,0.2,0.2,-0.2,3,3,0,0,5,passing,COD,FW,26.0,1997.0,1.9,6,3.18,3,2,0,1,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,COD,FW,26.0,1997.0,1.9,62,58,4,1,0,0,14,2,1,0,1,0,35,0,3,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,COD,FW,26.0,1997.0,1.9,1,5,1,20.0,2.65,0.53,0.2,1.0,16.0,0,0,0,1.1,1.1,0.22,-0.1,-0.1,shooting,COD,FW,26.0,1997.0,1.9,0.0,0.0,0.0,7.0,2.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,14.0,2.0,3.0,40.0,misc
FRA-Ligue 1,2023-24,Nantes,Moses Simon,NGA,"FW,MF",28.0,1995.0,22,21,1788,19.9,3,5,8,2,1,1,0,0,4.1,3.3,3.7,7.0,146,36,214,0.15,0.25,0.4,0.1,0.35,0.21,0.18,0.39,0.17,0.35,standard,NGA,"FW,MF",28.0,1995.0,19.9,706,6,50,233,441,117,705,89,47,52.8,38,42.7,571,5417,2905,146,53,55,60,37,561,214,possession,NGA,"FW,MF",28.0,1995.0,22,1788.0,81.0,58.4,19.9,21,84.0,15,1,17.0,0,0.95,21.0,31.0,-10.0,-0.5,0.56,22.5,30.7,-8.2,-0.41,0.1,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NGA,"FW,MF",28.0,1995.0,19.9,7,5,2,5,0,2,8,25.0,6,9,1,8,3,10,5,1,defense,NGA,"FW,MF",28.0,1995.0,19.9,318,508,62.6,5209,1351,164,212,77.4,114,174,65.5,25,56,44.6,5,3.7,5.6,1.3,29,27,21,14,36,passing,NGA,"FW,MF",28.0,1995.0,19.9,65,3.27,45,1,12,2,5,0,7,0.35,6,0,0,0,1,0,goal_shot_creation,NGA,"FW,MF",28.0,1995.0,19.9,508,472,30,4,4,4,114,6,13,3,5,0,318,6,41,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NGA,"FW,MF",28.0,1995.0,19.9,3,33,12,36.4,1.66,0.6,0.06,0.17,16.5,0,1,1,4.1,3.3,0.1,-1.1,-1.3,shooting,NGA,"FW,MF",28.0,1995.0,19.9,0.0,0.0,0.0,14.0,29.0,4.0,114.0,3.0,5.0,1.0,0.0,0.0,51.0,15.0,24.0,38.5,misc
