league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
ITA-Serie A,2025-26,Como,Martin Baturina,CRO,MF,22-196,2003,0.1,4,0,2,0,2,1,4,0,0,,0,,1,2,2,0,0,0,0,0,1,0
ITA-Serie A,2025-26,Como,Maxence Caqueret,FRA,MF,25-197,2000,0.1,9,0,0,5,4,0,9,1,1,100.0,0,0.0,6,52,28,1,0,1,0,1,8,4
ITA-Serie A,2025-26,Como,Máximo Perrone,ARG,MF,22-236,2003,1.4,94,3,21,62,11,3,94,0,0,,0,,47,149,54,0,0,0,0,0,70,2
ITA-Serie A,2025-26,Como,Mërgim Vojvoda,KVX,FW,30-211,1995,1.6,86,1,9,42,35,10,86,4,3,75.0,1,25.0,50,242,118,6,3,5,3,0,59,12
ITA-Serie A,2025-26,Como,Nicolas-Gerrit Kühn,GER,FW,25-242,2000,0.4,9,0,0,6,3,0,9,0,0,,0,,6,49,26,2,0,0,0,1,9,4
ITA-Serie A,2025-26,Como,Nicolás Paz,ARG,MF,20-357,2004,1.9,104,1,12,54,38,6,104,8,5,62.5,3,37.5,65,361,121,2,1,2,3,6,83,7
ITA-Serie A,2025-26,Como,Sergi Roberto,ESP,MF,33-205,1992,0.6,51,0,18,25,8,1,51,1,1,100.0,0,0.0,27,92,37,0,0,0,1,0,40,0
ITA-Serie A,2025-26,Como,Álex Valle,ESP,DF,21-128,2004,2.0,138,10,45,64,29,3,138,3,1,33.3,2,66.7,54,362,122,3,1,0,3,0,69,4
ITA-Serie A,2025-26,Como,Álvaro Morata,ESP,FW,32-312,1992,0.6,26,1,3,7,16,1,26,0,0,,0,,13,47,10,0,0,0,3,0,18,3
ITA-Serie A,2025-26,Cremonese,Alberto Grassi,ITA,MF,30-177,1995,0.9,45,4,11,31,3,0,45,1,1,100.0,0,0.0,21,104,57,0,0,0,1,0,26,0
ITA-Serie A,2025-26,Cremonese,Alessio Zerbin,ITA,DF,26-181,1999,1.9,107,5,31,47,31,4,107,5,2,40.0,3,60.0,52,299,209,10,4,3,7,1,56,8
ITA-Serie A,2025-26,Cremonese,Antonio Sanabria,PAR,FW,29-180,1996,1.2,22,1,3,10,10,2,22,1,1,100.0,0,0.0,16,69,38,2,2,0,3,0,19,5
ITA-Serie A,2025-26,Cremonese,David Okereke,NGA,FW,28-002,1997,0.9,21,3,3,9,9,1,21,2,0,0.0,1,50.0,9,52,23,1,1,0,3,1,12,3
ITA-Serie A,2025-26,Cremonese,Emil Audero,IDN,GK,28-225,1997,2.0,87,78,87,0,0,0,87,0,0,,0,,50,253,132,0,0,0,0,0,41,0
ITA-Serie A,2025-26,Cremonese,Federico Baschirotto,ITA,DF,28-345,1996,2.0,103,15,61,38,5,1,103,0,0,,0,,56,232,110,1,0,0,0,0,62,0
ITA-Serie A,2025-26,Cremonese,Federico Bonazzoli,ITA,FW,28-102,1997,0.9,43,0,8,25,11,2,43,0,0,,0,,31,123,56,1,2,0,3,1,27,4
ITA-Serie A,2025-26,Cremonese,Federico Ceccherini,ITA,DF,33-112,1992,0.1,5,2,4,2,0,0,5,0,0,,0,,1,6,6,0,0,0,0,0,0,0
ITA-Serie A,2025-26,Cremonese,Filippo Terracciano,ITA,DF,22-204,2003,2.0,136,17,52,62,23,1,136,1,1,100.0,0,0.0,70,236,66,0,0,0,3,0,74,1
ITA-Serie A,2025-26,Cremonese,Franco Vázquez,ARG,FW,36-190,1989,0.8,38,0,3,20,15,2,38,1,0,0.0,1,100.0,21,54,28,0,0,0,2,1,29,2
ITA-Serie A,2025-26,Cremonese,Giuseppe Pezzella,ITA,DF,27-275,1997,2.0,67,5,18,26,23,1,67,2,0,0.0,2,100.0,36,130,70,1,4,0,2,0,39,2
ITA-Serie A,2025-26,Cremonese,Jari Vandeputte,BEL,MF,29-198,1996,1.4,58,3,16,24,20,0,58,2,2,100.0,0,0.0,30,164,95,3,1,0,2,3,32,10
ITA-Serie A,2025-26,Cremonese,Manuel De Luca,ITA,FW,27-045,1998,0.2,10,0,1,2,7,2,9,0,0,,0,,4,21,18,1,0,1,1,0,5,1
ITA-Serie A,2025-26,Cremonese,Martín Payero,ARG,MF,26-354,1998,0.6,19,3,6,9,5,0,19,1,0,0.0,0,0.0,7,17,10,0,1,0,0,1,8,1
ITA-Serie A,2025-26,Cremonese,Matteo Bianchetti,ITA,DF,32-167,1993,1.9,104,15,67,37,1,0,104,0,0,,0,,65,250,98,0,0,0,0,0,69,0
ITA-Serie A,2025-26,Cremonese,Michele Collocolo,ITA,MF,25-296,1999,2.0,77,4,17,42,18,3,77,2,1,50.0,0,0.0,48,243,68,3,3,1,7,3,53,8
ITA-Serie A,2025-26,Cremonese,Romano Floriani,ITA,DF,22-216,2003,0.1,5,0,0,1,4,1,5,0,0,,0,,2,4,3,0,0,0,2,0,3,0
ITA-Serie A,2025-26,Cremonese,Warren Bondo,FRA,MF,21-350,2003,1.1,55,1,13,40,4,0,55,5,3,60.0,0,0.0,38,204,127,1,0,0,3,1,36,0
ITA-Serie A,2025-26,Fiorentina,Albert Guðmundsson,ISL,"MF,FW",28-077,1997,0.8,22,0,0,17,5,0,22,0,0,,0,,13,85,17,0,1,0,2,1,19,2
ITA-Serie A,2025-26,Fiorentina,Cher Ndour,ITA,MF,21-035,2004,0.5,32,2,6,17,9,2,32,2,0,0.0,1,50.0,15,58,25,1,0,0,2,1,27,5
ITA-Serie A,2025-26,Fiorentina,David de Gea,ESP,GK,34-297,1990,1.0,40,36,40,0,0,0,40,0,0,,0,,24,101,86,0,0,0,0,0,25,0
ITA-Serie A,2025-26,Fiorentina,Dodô,BRA,DF,26-287,1998,1.0,40,3,10,18,13,1,40,4,2,50.0,2,50.0,18,206,160,5,1,0,0,0,22,3
ITA-Serie A,2025-26,Fiorentina,Fabiano Parisi,ITA,DF,24-295,2000,0.2,11,1,2,7,2,0,11,1,1,100.0,0,0.0,6,27,3,0,0,0,1,1,6,0
ITA-Serie A,2025-26,Fiorentina,Jacopo Fazzini,ITA,FW,22-168,2003,0.2,10,0,1,2,7,0,10,1,0,0.0,0,0.0,4,16,9,0,0,0,1,0,4,0
ITA-Serie A,2025-26,Fiorentina,Luca Ranieri,ITA,DF,26-130,1999,0.5,45,6,18,24,3,0,45,2,1,50.0,1,50.0,23,165,137,2,0,0,0,0,29,0
ITA-Serie A,2025-26,Fiorentina,Marin Pongračić,CRO,DF,27-354,1997,1.0,76,8,43,33,2,1,76,1,1,100.0,0,0.0,40,346,208,2,1,0,0,0,53,1
ITA-Serie A,2025-26,Fiorentina,Mattia Viti,ITA,DF,23-219,2002,0.5,34,0,12,21,1,0,34,0,0,,0,,19,90,36,0,0,0,2,0,25,0
ITA-Serie A,2025-26,Fiorentina,Moise Kean,ITA,FW,25-184,2000,1.0,6,0,0,3,4,1,6,2,1,50.0,1,50.0,4,18,2,0,0,0,1,0,4,2
ITA-Serie A,2025-26,Fiorentina,Nicolò Fagioli,ITA,MF,24-200,2001,1.0,82,0,19,51,13,0,82,1,1,100.0,0,0.0,44,238,118,2,4,0,2,1,53,0
ITA-Serie A,2025-26,Fiorentina,Pablo Marí,ESP,DF,32-000,1993,0.3,14,2,8,5,1,0,14,0,0,,0,,4,14,11,0,0,0,0,0,5,0
ITA-Serie A,2025-26,Fiorentina,Pietro Comuzzo,ITA,DF,20-192,2005,0.7,32,1,19,11,2,0,32,0,0,,0,,8,35,12,0,0,0,0,0,17,0
ITA-Serie A,2025-26,Fiorentina,Robin Gosens,GER,DF,31-057,1994,0.8,38,2,9,21,8,2,38,0,0,,0,,13,33,20,0,0,0,0,0,27,5
ITA-Serie A,2025-26,Fiorentina,Rolando Mandragora,ITA,MF,28-063,1997,0.5,26,1,4,12,10,1,26,1,0,0.0,1,100.0,11,44,13,0,0,0,1,1,21,4
ITA-Serie A,2025-26,Fiorentina,Simon Sohm,SUI,MF,24-142,2001,1.0,47,1,8,34,5,2,47,0,0,,0,,25,82,50,2,0,0,2,1,37,3
ITA-Serie A,2025-26,Genoa,Aarón Martín,ESP,DF,28-131,1997,1.0,62,0,24,29,9,1,62,1,1,100.0,0,0.0,41,195,55,0,1,0,2,0,41,3
ITA-Serie A,2025-26,Genoa,Albert Grønbaek,DEN,FW,24-100,2001,0.7,25,0,2,11,12,0,25,4,2,50.0,1,25.0,17,112,52,1,1,0,5,1,21,4
ITA-Serie A,2025-26,Genoa,Alessandro Marcandalli,ITA,DF,22-340,2002,1.0,49,6,38,11,0,0,49,0,0,,0,,37,172,31,0,0,0,1,0,33,0
ITA-Serie A,2025-26,Genoa,Brooke Norton-Cuffy,ENG,DF,21-231,2004,1.0,61,6,32,24,5,0,61,0,0,,0,,27,78,22,0,0,0,2,0,27,0
ITA-Serie A,2025-26,Genoa,Jeff Ekhator,ITA,FW,18-293,2006,0.2,7,0,2,3,2,0,7,0,0,,0,,4,13,3,0,0,0,0,0,5,2
ITA-Serie A,2025-26,Genoa,Johan Vásquez,MEX,DF,26-313,1998,1.0,87,22,56,31,2,1,87,1,1,100.0,0,0.0,58,332,145,2,0,0,0,0,58,0
ITA-Serie A,2025-26,Genoa,Junior Messias,BRA,FW,34-110,1991,0.3,16,0,4,5,7,0,16,3,2,66.7,1,33.3,9,52,0,0,0,0,3,1,9,1
ITA-Serie A,2025-26,Genoa,Lorenzo Colombo,ITA,FW,23-176,2002,0.8,20,2,3,11,6,0,20,1,0,0.0,1,100.0,7,31,0,0,0,0,1,1,11,0
ITA-Serie A,2025-26,Genoa,Mikael Ellertsson,ISL,"FW,MF",23-173,2002,0.2,6,0,3,2,1,0,6,0,0,,0,,0,0,0,0,0,0,0,0,1,0
ITA-Serie A,2025-26,Genoa,Morten Frendrup,DEN,MF,24-146,2001,1.0,51,5,18,27,7,1,51,1,0,0.0,1,100.0,30,119,79,3,2,0,1,1,30,3
ITA-Serie A,2025-26,Genoa,Morten Thorsby,NOR,MF,29-118,1996,0.0,3,0,1,1,1,0,3,0,0,,0,,1,0,0,0,0,0,0,0,1,0
ITA-Serie A,2025-26,Genoa,Nicola Leali,ITA,GK,32-195,1993,1.0,39,32,39,0,0,0,39,0,0,,0,,27,92,45,0,0,0,0,0,22,0
ITA-Serie A,2025-26,Genoa,Nicolae Stanciu,ROU,MF,32-116,1993,1.0,60,2,9,29,22,2,60,1,0,0.0,1,100.0,37,206,95,2,2,0,1,0,38,5
ITA-Serie A,2025-26,Genoa,Patrizio Masini,ITA,MF,24-216,2001,1.0,64,5,22,34,8,0,64,1,0,0.0,0,0.0,34,148,31,0,0,0,1,2,30,0
ITA-Serie A,2025-26,Genoa,Valentin Carboni,ARG,FW,20-179,2005,0.8,28,1,3,17,8,1,28,3,2,66.7,0,0.0,16,81,52,1,0,0,2,1,15,2
ITA-Serie A,2025-26,Genoa,Vitinha,POR,FW,25-169,2000,0.0,5,0,1,1,3,0,5,3,1,33.3,2,66.7,5,30,17,0,0,0,0,1,4,2
ITA-Serie A,2025-26,Hellas Verona,Abdou Harroui,NED,MF,27-230,1998,0.3,12,0,2,9,2,0,12,2,1,50.0,0,0.0,7,39,22,1,1,0,0,0,6,0
ITA-Serie A,2025-26,Hellas Verona,Amin Sarr,SWE,FW,24-173,2001,0.7,22,0,4,11,7,1,22,3,0,0.0,3,100.0,11,69,20,1,0,1,1,1,11,4
ITA-Serie A,2025-26,Hellas Verona,Antoine Bernede,FRA,MF,26-097,1999,1.0,55,2,27,24,5,0,55,1,0,0.0,1,100.0,20,103,53,1,0,0,1,0,25,0
ITA-Serie A,2025-26,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,25-224,2000,0.7,19,1,8,9,3,0,19,1,0,0.0,0,0.0,11,21,10,0,0,0,0,0,12,0
ITA-Serie A,2025-26,Hellas Verona,Daniel Mosquera,COL,FW,25-315,1999,0.3,8,1,1,4,3,1,8,0,0,,0,,5,5,1,0,0,0,3,2,9,3
ITA-Serie A,2025-26,Hellas Verona,Daniel Oyegoke,ENG,DF,22-240,2003,0.1,8,0,2,3,3,0,8,1,1,100.0,0,0.0,2,1,0,0,0,0,1,0,2,0
ITA-Serie A,2025-26,Hellas Verona,Domagoj Bradarić,CRO,DF,25-264,1999,0.8,34,0,7,11,16,0,34,0,0,,0,,16,85,26,0,1,0,2,0,15,1
ITA-Serie A,2025-26,Hellas Verona,Enzo Ebosse,CMR,DF,26-173,1999,0.1,9,0,3,6,0,0,9,0,0,,0,,6,20,6,0,0,0,0,0,6,0
ITA-Serie A,2025-26,Hellas Verona,Fallou Cham,,DF,,,0.9,33,4,13,10,10,0,33,2,1,50.0,1,50.0,13,34,17,0,0,0,0,0,12,5
ITA-Serie A,2025-26,Hellas Verona,Giovane,BRA,FW,21-280,2003,1.0,23,1,2,6,16,2,23,3,2,66.7,1,33.3,14,115,57,1,2,0,4,2,17,3
ITA-Serie A,2025-26,Hellas Verona,Lorenzo Montipò,ITA,GK,29-192,1996,1.0,36,32,36,0,0,0,36,0,0,,0,,23,162,114,0,0,0,0,0,15,0
ITA-Serie A,2025-26,Hellas Verona,Martin Frese,DEN,DF,27-239,1998,1.0,51,7,24,21,6,0,51,0,0,,0,,25,81,50,0,0,0,0,0,29,0
ITA-Serie A,2025-26,Hellas Verona,Rafik Belghali,ALG,"MF,DF",23-085,2002,0.2,4,0,3,2,0,0,4,1,1,100.0,0,0.0,2,19,16,0,0,0,0,0,0,0
ITA-Serie A,2025-26,Hellas Verona,Suat Serdar,GER,MF,28-142,1997,0.9,34,1,9,16,9,1,34,1,1,100.0,0,0.0,16,60,18,0,0,0,2,2,16,1
ITA-Serie A,2025-26,Hellas Verona,Unai Núñez,ESP,DF,28-213,1997,1.0,48,4,22,25,3,0,48,2,2,100.0,0,0.0,28,91,10,1,1,0,0,0,25,1
ITA-Serie A,2025-26,Hellas Verona,Victor Nelsson,DEN,DF,26-321,1998,1.0,40,4,27,13,0,0,40,0,0,,0,,27,110,47,0,0,0,0,0,29,0
ITA-Serie A,2025-26,Inter,Alessandro Bastoni,ITA,DF,26-140,1999,0.9,86,8,31,45,10,2,86,1,0,0.0,1,100.0,47,182,119,0,0,0,1,0,66,1
ITA-Serie A,2025-26,Inter,Andy Diouf,FRA,MF,22-106,2003,0.1,7,0,2,4,1,0,7,1,0,0.0,1,100.0,4,13,3,0,0,0,0,1,6,0
ITA-Serie A,2025-26,Inter,Ange-Yoan Bonny,FRA,FW,21-310,2003,0.3,12,0,2,8,3,1,12,1,0,0.0,1,100.0,8,42,22,1,1,0,2,1,10,3
ITA-Serie A,2025-26,Inter,Benjamin Pavard,FRA,DF,29-156,1996,1.0,96,6,43,47,6,2,96,0,0,,0,,38,179,66,1,0,0,0,0,72,0
ITA-Serie A,2025-26,Inter,Carlos Augusto,BRA,DF,26-236,1999,0.3,17,2,11,4,2,0,17,0,0,,0,,7,30,11,0,0,0,0,0,11,0
ITA-Serie A,2025-26,Inter,Denzel Dumfries,NED,DF,29-135,1996,1.0,36,1,3,17,16,2,36,2,2,100.0,0,0.0,19,119,79,3,1,1,0,0,27,13
ITA-Serie A,2025-26,Inter,Federico Dimarco,ITA,DF,27-294,1997,0.7,39,4,8,17,15,1,39,0,0,,0,,18,58,40,3,0,1,1,1,26,7
ITA-Serie A,2025-26,Inter,Francesco Acerbi,ITA,DF,37-202,1988,1.0,77,10,37,35,5,3,77,0,0,,0,,27,120,76,1,1,0,0,0,62,0
ITA-Serie A,2025-26,Inter,Henrikh Mkhitaryan,ARM,MF,36-222,1989,0.9,49,0,8,28,14,5,49,0,0,,0,,18,77,31,1,2,1,1,1,37,6
ITA-Serie A,2025-26,Inter,Lautaro Martínez,ARG,FW,28-009,1997,0.9,35,0,0,16,19,10,35,4,1,25.0,2,50.0,21,60,26,1,0,0,3,0,21,5
ITA-Serie A,2025-26,Inter,Luis Henrique,BRA,DF,23-260,2001,0.1,2,0,0,2,0,0,2,0,0,,0,,1,40,26,1,0,0,0,0,2,0
ITA-Serie A,2025-26,Inter,Marcus Thuram,FRA,FW,28-025,1997,0.7,25,0,0,10,16,6,25,2,2,100.0,0,0.0,15,98,33,3,1,2,3,1,21,5
ITA-Serie A,2025-26,Inter,Nicolò Barella,ITA,MF,28-205,1997,1.0,120,3,31,76,13,0,120,0,0,,0,,61,275,164,1,1,0,0,0,102,1
ITA-Serie A,2025-26,Inter,Petar Sucic,CRO,MF,21-310,2003,1.0,68,1,13,36,19,2,68,0,0,,0,,35,207,103,2,1,0,1,0,57,5
ITA-Serie A,2025-26,Inter,Piotr Zieliński,POL,MF,31-103,1994,0.1,6,0,1,4,1,1,6,0,0,,0,,4,9,0,0,0,0,1,0,5,1
ITA-Serie A,2025-26,Inter,Yann Sommer,SUI,GK,36-257,1988,1.0,38,32,38,0,0,0,38,0,0,,0,,19,92,80,0,0,0,0,0,23,0
ITA-Serie A,2025-26,Juventus,Andrea Cambiaso,ITA,DF,25-192,2000,0.9,82,4,14,29,41,4,82,4,2,50.0,2,50.0,48,345,241,6,6,0,2,1,52,6
ITA-Serie A,2025-26,Juventus,Dušan Vlahović,SRB,FW,25-215,2000,0.1,4,0,0,1,3,2,4,0,0,,0,,3,9,0,0,0,0,1,1,4,1
ITA-Serie A,2025-26,Juventus,Federico Gatti,ITA,DF,27-068,1998,0.6,36,0,6,17,13,1,36,0,0,,0,,27,187,120,2,2,0,0,0,29,1
ITA-Serie A,2025-26,Juventus,Francisco Conceição,POR,MF,22-260,2002,0.9,60,0,8,15,37,7,60,5,3,60.0,2,40.0,40,301,137,4,3,2,4,1,42,8
ITA-Serie A,2025-26,Juventus,Gleison Bremer,BRA,DF,28-166,1997,1.0,68,6,33,28,7,1,68,0,0,,0,,43,231,73,0,1,0,0,0,45,0
ITA-Serie A,2025-26,Juventus,Jonathan David,CAN,FW,25-229,2000,0.9,32,0,1,7,24,8,32,1,1,100.0,0,0.0,22,51,7,0,0,0,8,0,26,5
ITA-Serie A,2025-26,Juventus,João Mário Lopes,POR,DF,25-240,2000,0.4,18,3,11,4,4,0,18,1,0,0.0,0,0.0,13,75,56,0,0,0,1,0,9,1
ITA-Serie A,2025-26,Juventus,Kenan Yıldız,TUR,MF,20-119,2005,1.0,51,1,7,12,32,6,51,5,2,40.0,3,60.0,32,200,126,5,0,3,2,0,37,11
ITA-Serie A,2025-26,Juventus,Khéphren Thuram,FRA,MF,24-158,2001,1.0,82,2,9,41,33,4,82,1,0,0.0,1,100.0,60,307,176,3,6,0,0,0,65,0
ITA-Serie A,2025-26,Juventus,Lloyd Kelly,ENG,DF,26-329,1998,1.0,58,4,11,34,13,1,58,2,2,100.0,0,0.0,33,174,102,2,1,0,1,0,33,3
ITA-Serie A,2025-26,Juventus,Manuel Locatelli,ITA,MF,27-235,1998,0.6,64,3,10,33,21,0,64,1,1,100.0,0,0.0,44,223,132,1,4,0,1,0,53,0
ITA-Serie A,2025-26,Juventus,Michele Di Gregorio,ITA,GK,28-035,1997,1.0,24,19,24,0,0,0,24,0,0,,0,,17,103,67,0,0,0,0,0,14,0
ITA-Serie A,2025-26,Juventus,Nicolás González,ARG,"MF,DF",27-147,1998,0.1,5,0,2,1,2,1,5,0,0,,0,,0,0,0,0,0,0,0,0,1,0
ITA-Serie A,2025-26,Juventus,Pierre Kalulu,FRA,DF,25-087,2000,1.0,70,2,20,31,20,0,70,1,0,0.0,1,100.0,45,227,120,3,4,0,1,0,49,3
ITA-Serie A,2025-26,Juventus,Teun Koopmeiners,NED,MF,27-184,1998,0.4,27,0,9,14,4,0,27,0,0,,0,,17,54,32,0,1,0,0,0,20,1
ITA-Serie A,2025-26,Juventus,Weston McKennie,USA,MF,27-003,1998,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2025-26,Lazio,Adam Marušić,MNE,DF,32-318,1992,0.3,17,1,7,8,2,0,17,0,0,,0,,5,9,7,0,0,0,0,0,9,1
ITA-Serie A,2025-26,Lazio,Boulaye Dia,SEN,MF,28-288,1996,0.2,4,0,1,2,1,0,4,0,0,,0,,2,4,0,0,0,0,0,0,3,0
ITA-Serie A,2025-26,Lazio,Danilo Cataldi,ITA,MF,31-025,1994,0.7,28,3,17,12,0,0,28,4,2,50.0,2,50.0,11,55,12,0,0,0,1,1,16,0
ITA-Serie A,2025-26,Lazio,Fisayo Dele-Bashiru,NGA,MF,24-206,2001,0.8,25,1,6,13,6,0,25,1,0,0.0,1,100.0,6,51,28,1,0,0,4,0,13,1
ITA-Serie A,2025-26,Lazio,Ivan Provedel,ITA,GK,31-167,1994,1.0,39,33,39,0,0,0,39,0,0,,0,,18,79,36,0,0,0,0,0,18,0
ITA-Serie A,2025-26,Lazio,Luca Pellegrini,ITA,DF,26-177,1999,0.3,21,1,7,13,1,0,21,0,0,,0,,8,14,2,0,0,0,2,0,9,0
ITA-Serie A,2025-26,Lazio,Manuel Lazzari,ITA,DF,31-275,1993,0.7,31,3,16,12,4,0,31,0,0,,0,,7,72,47,1,0,0,1,0,9,0
ITA-Serie A,2025-26,Lazio,Mario Gila,ESP,DF,25-002,2000,1.0,49,11,34,14,1,1,49,0,0,,0,,27,137,89,0,0,0,0,1,37,0
ITA-Serie A,2025-26,Lazio,Matteo Cancellieri,ITA,FW,23-200,2002,0.7,23,1,5,11,7,4,23,1,0,0.0,1,100.0,9,60,19,1,0,1,2,1,13,2
ITA-Serie A,2025-26,Lazio,Mattia Zaccagni,ITA,FW,30-076,1995,1.0,22,1,3,6,13,0,22,3,0,0.0,2,66.7,17,78,32,0,0,0,0,4,24,3
ITA-Serie A,2025-26,Lazio,Mattéo Guendouzi,FRA,MF,26-139,1999,1.0,29,0,8,16,5,1,29,1,0,0.0,1,100.0,14,64,14,0,0,0,0,2,23,0
ITA-Serie A,2025-26,Lazio,Nicolò Rovella,ITA,MF,23-270,2001,0.3,18,0,3,15,0,0,18,1,1,100.0,0,0.0,10,57,24,1,0,0,0,0,14,0
ITA-Serie A,2025-26,Lazio,Nuno Tavares,POR,DF,25-217,2000,0.7,54,2,23,17,16,2,54,4,2,50.0,2,50.0,22,118,60,2,0,2,5,0,29,4
ITA-Serie A,2025-26,Lazio,Oliver Nielsen,DEN,DF,22-088,2003,1.0,63,10,42,21,0,0,63,0,0,,0,,39,160,113,1,0,0,0,1,49,0
ITA-Serie A,2025-26,Lazio,Pedro,ESP,FW,38-034,1987,0.3,11,0,1,7,3,0,11,0,0,,0,,3,7,0,0,0,0,0,1,9,0
ITA-Serie A,2025-26,Lazio,Valentín Castellanos,ARG,FW,26-332,1998,1.0,16,4,5,6,5,2,16,1,0,0.0,1,100.0,9,62,25,1,1,2,1,4,12,2
ITA-Serie A,2025-26,Lecce,Antonino Gallo,ITA,DF,25-238,2000,2.0,117,2,20,54,45,1,117,2,0,0.0,1,50.0,48,189,125,1,0,0,2,1,63,5
ITA-Serie A,2025-26,Lecce,Balthazar Pierret,FRA,MF,25-108,2000,0.1,2,0,0,0,2,1,2,0,0,,0,,2,5,1,0,0,0,0,0,2,0
ITA-Serie A,2025-26,Lecce,Christ-Owen Kouassi,FRA,DF,22-138,2003,0.3,12,0,1,5,6,0,12,0,0,,0,,4,12,1,0,0,0,0,0,5,0
ITA-Serie A,2025-26,Lecce,Danilo Veiga,POR,DF,22-340,2002,1.7,89,3,18,56,16,1,89,2,0,0.0,2,100.0,32,111,57,2,0,0,2,1,47,9
ITA-Serie A,2025-26,Lecce,Francesco Camarda,ITA,FW,17-174,2008,1.4,23,0,3,10,11,2,23,2,1,50.0,1,50.0,16,62,27,1,0,0,3,0,19,3
ITA-Serie A,2025-26,Lecce,Kialonda,ANG,DF,27-338,1997,2.0,116,13,36,77,3,2,116,0,0,,0,,62,164,83,0,0,0,0,0,76,0
ITA-Serie A,2025-26,Lecce,Konan N'dri,CIV,FW,24-308,2000,0.2,14,0,2,2,10,0,14,5,0,0.0,4,80.0,11,79,18,0,2,0,1,1,13,2
ITA-Serie A,2025-26,Lecce,Lameck Banda,ZAM,FW,24-214,2001,0.6,25,1,2,10,13,2,25,4,1,25.0,3,75.0,14,77,48,1,1,0,2,1,15,4
ITA-Serie A,2025-26,Lecce,Lassana Coulibaly,MLI,MF,29-143,1996,1.9,52,2,9,25,18,4,52,1,0,0.0,0,0.0,33,129,77,2,4,0,1,1,40,7
ITA-Serie A,2025-26,Lecce,Medon Berisha,ALB,MF,21-314,2003,1.0,57,1,13,24,20,1,57,0,0,,0,,29,88,35,0,0,0,2,4,31,3
ITA-Serie A,2025-26,Lecce,Mohamed Kaba,FRA,MF,23-308,2001,1.0,33,1,2,13,19,6,33,1,1,100.0,0,0.0,20,95,59,1,2,1,3,4,29,8
ITA-Serie A,2025-26,Lecce,Nikola Štulić,SRB,FW,23-357,2001,0.5,14,0,0,4,10,5,14,0,0,,0,,5,3,2,0,0,0,3,0,9,6
ITA-Serie A,2025-26,Lecce,Riccardo Sottil,ITA,FW,26-089,1999,0.7,31,0,0,8,23,0,31,6,1,16.7,3,50.0,22,103,39,1,2,0,3,2,25,7
ITA-Serie A,2025-26,Lecce,Santiago Pierotti,ARG,FW,24-150,2001,0.7,27,1,8,12,8,4,27,3,0,0.0,3,100.0,9,16,4,0,0,1,2,1,13,3
ITA-Serie A,2025-26,Lecce,Tete Morente,ESP,FW,28-270,1996,1.9,79,1,6,34,40,4,79,4,0,0.0,3,75.0,40,179,66,2,2,0,4,3,54,10
ITA-Serie A,2025-26,Lecce,Tiago Gabriel,POR,DF,20-248,2004,2.0,133,19,59,71,3,0,133,0,0,,0,,65,304,149,2,0,0,0,0,75,0
ITA-Serie A,2025-26,Lecce,Wladimiro Falcone,ITA,GK,30-141,1995,2.0,56,41,55,1,0,0,56,0,0,,0,,24,142,99,0,0,0,0,0,20,0
ITA-Serie A,2025-26,Lecce,Ylber Ramadani,ALB,MF,29-141,1996,1.9,82,2,15,54,13,0,82,3,1,33.3,2,66.7,30,116,36,0,0,0,3,0,39,0
ITA-Serie A,2025-26,Lecce,Þórir Jóhann Helgason,ISL,MF,24-337,2000,0.1,6,0,0,4,2,0,6,0,0,,0,,4,12,1,0,0,0,0,0,5,0
ITA-Serie A,2025-26,Milan,Alejandro Jiménez,ESP,DF,20-115,2005,0.5,31,0,5,15,12,2,31,8,4,50.0,3,37.5,21,201,135,2,1,1,0,0,20,0
ITA-Serie A,2025-26,Milan,Alexis Saelemaekers,BEL,"DF,MF",26-065,1999,1.8,150,0,18,62,72,13,150,14,5,35.7,6,42.9,97,560,302,9,6,4,4,0,103,13
ITA-Serie A,2025-26,Milan,Ardon Jashari,SUI,MF,23-032,2002,0.2,23,0,4,17,2,0,23,0,0,,0,,16,74,26,0,0,0,0,0,15,1
ITA-Serie A,2025-26,Milan,Cheveyo Muy,,FW,,,0.0,2,0,0,1,1,1,2,0,0,,0,,2,34,28,1,1,1,0,1,2,1
ITA-Serie A,2025-26,Milan,Christian Pulisic,USA,"FW,MF",26-347,1998,1.2,68,0,5,22,42,8,68,7,2,28.6,3,42.9,50,325,147,3,3,1,4,0,51,12
ITA-Serie A,2025-26,Milan,Fikayo Tomori,ENG,DF,27-255,1997,1.7,173,5,52,104,17,1,173,0,0,,0,,121,503,251,2,0,0,1,0,130,4
ITA-Serie A,2025-26,Milan,Luka Modrić,CRO,MF,39-356,1985,1.8,165,4,27,91,48,2,165,2,0,0.0,2,100.0,116,521,268,2,4,0,1,1,124,5
