league,season,team,player,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
FRA-Ligue 1,2024-25,Nice,Marcin Bułka,POL,GK,24,1999,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Nice,Melvin Bard,FRA,"DF,MF",23,2000,21.5,2,23,8,34.8,1.07,0.37,0.09,0.25,17.9,0,0,0,2.2,2.2,0.1,-0.2,-0.2
FRA-Ligue 1,2024-25,Nice,Mohamed Abdelmoneim,EGY,DF,25,1999,9.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Nice,Mohamed Ali Cho,FRA,"FW,MF",20,2004,18.0,3,36,15,41.7,2.0,0.83,0.08,0.2,17.7,0,0,0,4.0,4.0,0.11,-1.0,-1.0
FRA-Ligue 1,2024-25,Nice,Morgan Sanson,FRA,MF,29,1994,2.6,3,9,4,44.4,3.45,1.53,0.33,0.75,16.6,0,0,0,1.5,1.5,0.17,1.5,1.5
FRA-Ligue 1,2024-25,Nice,Moïse Bombito,CAN,DF,24,2000,24.4,0,8,1,12.5,0.33,0.04,0.0,0.0,18.2,0,0,0,0.7,0.7,0.09,-0.7,-0.7
FRA-Ligue 1,2024-25,Nice,Pablo Rosario,DOM,"MF,DF",27,1997,19.7,3,16,7,43.8,0.81,0.35,0.13,0.29,16.1,0,1,1,3.8,3.0,0.19,-0.8,-1.0
FRA-Ligue 1,2024-25,Nice,Rareş Ilie,ROU,MF,21,2003,0.1,0,1,0,0.0,6.92,0.0,0.0,,16.3,0,0,0,0.0,0.0,0.04,0.0,0.0
FRA-Ligue 1,2024-25,Nice,Sofiane Diop,FRA,"MF,FW",24,2000,11.8,6,22,11,50.0,1.86,0.93,0.27,0.55,16.4,3,0,0,6.0,6.0,0.27,0.0,0.0
FRA-Ligue 1,2024-25,Nice,Tanguy Ndombele,FRA,MF,27,1996,12.6,1,11,2,18.2,0.88,0.16,0.09,0.5,13.8,0,0,0,2.4,2.4,0.21,-1.4,-1.4
FRA-Ligue 1,2024-25,Nice,Terem Moffi,NGA,FW,25,1999,0.6,1,6,4,66.7,9.31,6.21,0.17,0.25,9.2,0,0,0,2.3,2.3,0.46,-1.3,-1.3
FRA-Ligue 1,2024-25,Nice,Tom Louchet,FRA,"DF,MF",21,2003,8.6,1,12,4,33.3,1.39,0.46,0.08,0.25,20.0,1,0,0,0.8,0.8,0.07,0.2,0.2
FRA-Ligue 1,2024-25,Nice,Victor Orakpo,NGA,FW,18,2006,0.4,0,2,0,0.0,5.0,0.0,0.0,,10.4,0,0,0,0.3,0.3,0.16,-0.3,-0.3
FRA-Ligue 1,2024-25,Nice,Yael Nandjou,FRA,DF,19,2005,1.7,0,1,0,0.0,0.58,0.0,0.0,,7.5,0,0,0,0.2,0.2,0.22,-0.2,-0.2
FRA-Ligue 1,2024-25,Nice,Youssouf Ndayishimiye,BDI,DF,25,1998,21.5,3,11,4,36.4,0.51,0.19,0.27,0.75,15.0,0,0,0,0.9,0.9,0.08,2.1,2.1
FRA-Ligue 1,2024-25,Nice,Youssoufa Moukoko,GER,"FW,MF",19,2004,2.3,2,6,2,33.3,2.65,0.88,0.33,1.0,11.6,0,0,0,2.2,2.2,0.37,-0.2,-0.2
FRA-Ligue 1,2024-25,Paris S-G,Achraf Hakimi,MAR,DF,25,1998,23.0,4,32,12,37.5,1.39,0.52,0.13,0.33,19.2,5,0,0,2.9,2.9,0.09,1.1,1.1
FRA-Ligue 1,2024-25,Paris S-G,Arnau Tenas,ESP,GK,23,2001,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Axel Tapé,FRA,"DF,MF",16,2007,2.0,0,1,0,0.0,0.5,0.0,0.0,,28.0,0,0,0,0.0,0.0,0.05,0.0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Bradley Barcola,FRA,FW,21,2002,24.2,14,74,38,51.4,3.05,1.57,0.19,0.37,13.2,0,0,0,13.4,13.4,0.18,0.6,0.6
FRA-Ligue 1,2024-25,Paris S-G,Désiré Doué,FRA,"FW,MF",19,2005,19.2,6,55,20,36.4,2.86,1.04,0.11,0.3,17.9,0,0,0,5.1,5.1,0.09,0.9,0.9
FRA-Ligue 1,2024-25,Paris S-G,Fabián Ruiz Peña,ESP,MF,28,1996,21.4,4,43,12,27.9,2.01,0.56,0.09,0.33,18.7,0,0,0,4.3,4.3,0.1,-0.3,-0.3
FRA-Ligue 1,2024-25,Paris S-G,Gianluigi Donnarumma,ITA,GK,25,1999,23.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Gonçalo Ramos,POR,FW,23,2001,11.8,10,52,29,55.8,4.39,2.45,0.15,0.28,11.3,0,2,3,13.6,11.3,0.22,-3.6,-3.3
FRA-Ligue 1,2024-25,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",16,2008,3.8,1,12,7,58.3,3.18,1.85,0.08,0.14,14.4,0,0,0,1.8,1.8,0.15,-0.8,-0.8
FRA-Ligue 1,2024-25,Paris S-G,João Neves,POR,"MF,DF",19,2004,20.5,3,28,11,39.3,1.37,0.54,0.11,0.27,13.7,0,0,0,3.0,3.0,0.11,0.0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,23,2001,10.2,4,34,15,44.1,3.34,1.47,0.12,0.27,19.0,2,0,0,3.3,3.3,0.1,0.7,0.7
FRA-Ligue 1,2024-25,Paris S-G,Lee Kang-in,KOR,"FW,MF",23,2001,18.5,6,41,14,34.1,2.22,0.76,0.15,0.43,19.0,1,0,0,3.5,3.5,0.09,2.5,2.5
FRA-Ligue 1,2024-25,Paris S-G,Lucas Beraldo,BRA,DF,20,2003,22.3,1,12,4,33.3,0.54,0.18,0.08,0.25,14.2,0,0,0,0.9,0.9,0.07,0.1,0.1
FRA-Ligue 1,2024-25,Paris S-G,Lucas Hernández,FRA,DF,28,1996,9.7,0,3,0,0.0,0.31,0.0,0.0,,24.4,0,0,0,0.0,0.0,0.01,0.0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Marco Asensio,ESP,"FW,MF",28,1996,6.9,2,26,14,53.8,3.79,2.04,0.08,0.14,14.5,2,0,0,5.6,5.6,0.22,-3.6,-3.6
FRA-Ligue 1,2024-25,Paris S-G,Marquinhos,BRA,DF,30,1994,19.2,2,8,3,37.5,0.42,0.16,0.25,0.67,9.7,0,0,0,1.1,1.1,0.14,0.9,0.9
FRA-Ligue 1,2024-25,Paris S-G,Matvei Safonov,RUS,GK,25,1999,9.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Milan Škriniar,SVK,DF,29,1995,4.2,0,3,0,0.0,0.71,0.0,0.0,,10.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
FRA-Ligue 1,2024-25,Paris S-G,Noham Kamara,FRA,DF,17,2007,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Nuno Mendes,POR,DF,22,2002,18.6,1,21,9,42.9,1.13,0.48,0.05,0.11,20.2,1,0,0,2.2,2.2,0.1,-1.2,-1.2
FRA-Ligue 1,2024-25,Paris S-G,Ousmane Dembélé,FRA,FW,27,1997,19.2,21,96,49,51.0,4.99,2.55,0.21,0.41,16.0,0,1,1,16.6,15.8,0.16,4.4,4.2
FRA-Ligue 1,2024-25,Paris S-G,Presnel Kimpembe,FRA,DF,28,1995,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Randal Kolo Muani,FRA,FW,25,1998,4.0,2,15,6,40.0,3.77,1.51,0.07,0.17,11.8,0,1,1,4.7,3.9,0.26,-2.7,-2.9
FRA-Ligue 1,2024-25,Paris S-G,Senny Mayulu,FRA,MF,18,2006,9.0,2,25,8,32.0,2.78,0.89,0.08,0.25,15.9,0,0,0,2.9,2.9,0.12,-0.9,-0.9
FRA-Ligue 1,2024-25,Paris S-G,Vitinha,POR,MF,24,2000,22.7,5,25,12,48.0,1.1,0.53,0.12,0.25,24.2,2,2,2,3.4,1.8,0.07,1.6,1.2
FRA-Ligue 1,2024-25,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",18,2006,22.8,1,17,7,41.2,0.75,0.31,0.06,0.14,20.5,0,0,0,1.7,1.7,0.1,-0.7,-0.7
FRA-Ligue 1,2024-25,Paris S-G,Willian Pacho,ECU,DF,22,2001,23.7,0,4,1,25.0,0.17,0.04,0.0,0.0,8.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
FRA-Ligue 1,2024-25,Paris S-G,Yoram Zague,FRA,"DF,FW",18,2006,2.0,0,1,1,100.0,0.49,0.49,0.0,0.0,10.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,2024-25,Reims,Abdoul Koné,FRA,DF,19,2005,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Amadou Koné,MLI,MF,19,2005,14.4,0,14,4,28.6,0.97,0.28,0.0,0.0,26.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5
FRA-Ligue 1,2024-25,Reims,Amine Salama,FRA,FW,24,2000,4.1,0,9,3,33.3,2.17,0.72,0.0,0.0,16.3,1,0,0,0.7,0.7,0.08,-0.7,-0.7
FRA-Ligue 1,2024-25,Reims,Ange Martial Tia,MLI,"MF,DF",17,2006,1.9,0,4,2,50.0,2.11,1.05,0.0,0.0,13.4,0,0,0,1.3,1.3,0.32,-1.3,-1.3
FRA-Ligue 1,2024-25,Reims,Aurélio Buta,POR,DF,27,1997,21.9,0,8,1,12.5,0.37,0.05,0.0,0.0,21.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3
FRA-Ligue 1,2024-25,Reims,Cédric Kipré,CIV,DF,27,1996,24.3,0,9,1,11.1,0.37,0.04,0.0,0.0,16.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6
FRA-Ligue 1,2024-25,Reims,Eloge Zabi,CIV,"DF,MF",17,2006,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Emmanuel Agbadou,CIV,DF,27,1997,14.0,0,15,3,20.0,1.07,0.21,0.0,0.0,28.8,1,0,0,0.5,0.5,0.04,-0.5,-0.5
FRA-Ligue 1,2024-25,Reims,Gabriel Moscardo,BRA,"MF,DF",18,2005,0.9,0,2,0,0.0,2.14,0.0,0.0,,20.6,0,0,0,0.2,0.2,0.1,-0.2,-0.2
FRA-Ligue 1,2024-25,Reims,Hafiz Ibrahim,NGA,FW,18,2005,4.3,0,7,0,0.0,1.61,0.0,0.0,,13.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
FRA-Ligue 1,2024-25,Reims,Hiroki Sekine,JPN,DF,21,2002,9.9,0,5,0,0.0,0.51,0.0,0.0,,17.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2024-25,Reims,Ike Orazi,IRL,MF,17,2007,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Reims,John Joe,IRL,MF,20,2003,6.1,0,8,1,12.5,1.32,0.17,0.0,0.0,24.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2
FRA-Ligue 1,2024-25,Reims,Jordan Pefok,USA,FW,28,1996,4.2,1,11,2,18.2,2.61,0.47,0.09,0.5,9.6,0,0,0,0.9,0.9,0.08,0.1,0.1
FRA-Ligue 1,2024-25,Reims,Joseph Okumu,KEN,DF,27,1997,18.8,1,12,2,16.7,0.64,0.11,0.08,0.5,16.5,0,0,0,1.0,1.0,0.08,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Junya Ito,JPN,"FW,MF",31,1993,29.9,4,31,11,35.5,1.04,0.37,0.13,0.36,13.7,0,0,0,4.6,4.6,0.15,-0.6,-0.6
FRA-Ligue 1,2024-25,Reims,Keito Nakamura,JPN,"FW,MF",24,2000,29.4,11,84,32,38.1,2.85,1.09,0.13,0.34,16.8,1,0,0,9.1,9.1,0.11,1.9,1.9
FRA-Ligue 1,2024-25,Reims,Malcolm Jeng,SWE,DF,19,2005,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Mamadou Diakhon,FRA,"FW,MF",18,2005,9.5,2,18,8,44.4,1.89,0.84,0.11,0.25,19.2,2,0,0,1.0,1.0,0.06,1.0,1.0
FRA-Ligue 1,2024-25,Reims,Marshall Munetsi,ZIM,MF,28,1996,18.8,4,32,10,31.3,1.7,0.53,0.13,0.4,13.2,0,0,0,4.0,4.0,0.12,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Martin Adeline,FRA,MF,20,2003,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Mohamed Bamba,CIV,MF,19,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Mohamed Daramy,DEN,FW,22,2002,0.2,0,1,0,0.0,5.63,0.0,0.0,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Mory Gbane,CIV,"DF,MF",23,2000,12.5,0,4,2,50.0,0.32,0.16,0.0,0.0,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2024-25,Reims,Nhoa Sangui,FRA,"DF,MF",18,2006,12.9,0,3,0,0.0,0.23,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2024-25,Reims,Niama Sissoko,MLI,"FW,MF",18,2005,0.5,0,3,0,0.0,5.74,0.0,0.0,,12.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3
FRA-Ligue 1,2024-25,Reims,Oumar Diakité,CIV,FW,20,2003,18.1,4,26,9,34.6,1.44,0.5,0.15,0.44,12.1,0,0,1,5.5,4.7,0.18,-1.5,-0.7
FRA-Ligue 1,2024-25,Reims,Reda Khadra,GER,"MF,FW",23,2001,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Reims,Sergio Akieme,ESP,DF,26,1997,28.0,2,26,7,26.9,0.93,0.25,0.08,0.29,20.1,1,0,0,1.5,1.5,0.06,0.5,0.5
FRA-Ligue 1,2024-25,Reims,Teddy Teuma,MLT,MF,30,1993,8.3,1,13,2,15.4,1.56,0.24,0.0,0.0,23.9,2,1,1,1.4,0.6,0.05,-0.4,-0.6
FRA-Ligue 1,2024-25,Reims,Thibault De Smet,BEL,DF,26,1998,2.1,0,1,0,0.0,0.47,0.0,0.0,,12.3,0,0,0,0.1,0.1,0.14,-0.1,-0.1
FRA-Ligue 1,2024-25,Reims,Valentin Atangana Edoa,FRA,MF,18,2005,31.7,1,33,6,18.2,1.04,0.19,0.03,0.17,18.4,0,0,0,2.5,2.5,0.08,-1.5,-1.5
FRA-Ligue 1,2024-25,Reims,Yaya Kader Fofana,MLI,"MF,FW",20,2004,7.0,1,13,4,30.8,1.85,0.57,0.08,0.25,20.1,0,0,0,0.6,0.6,0.05,0.4,0.4
FRA-Ligue 1,2024-25,Reims,Yehvann Diouf,SEN,GK,24,1999,34.0,0,1,1,100.0,0.03,0.03,0.0,0.0,11.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
FRA-Ligue 1,2024-25,Rennes,Adrien Truffert,FRA,"DF,MF",22,2001,30.6,2,23,10,43.5,0.75,0.33,0.09,0.2,19.7,0,0,0,2.4,2.3,0.1,-0.4,-0.3
FRA-Ligue 1,2024-25,Rennes,Albert Grønbaek,DEN,"MF,FW",23,2001,9.0,2,22,9,40.9,2.44,1.0,0.09,0.22,18.6,2,0,0,1.5,1.5,0.07,0.5,0.5
FRA-Ligue 1,2024-25,Rennes,Alidu Seidu,GHA,DF,24,2000,8.9,0,3,0,0.0,0.34,0.0,0.0,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,2024-25,Rennes,Amine Gouiri,ALG,"MF,FW",24,2000,11.5,3,31,16,51.6,2.69,1.39,0.1,0.19,16.4,0,0,0,3.5,3.5,0.11,-0.5,-0.5
FRA-Ligue 1,2024-25,Rennes,Anthony Rouault,FRA,DF,23,2001,10.8,0,7,3,42.9,0.65,0.28,0.0,0.0,11.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5
FRA-Ligue 1,2024-25,Rennes,Arnaud Kalimuendo,FRA,"FW,MF",22,2002,28.6,17,68,29,42.6,2.37,1.01,0.18,0.41,16.7,1,5,8,14.9,8.9,0.13,2.1,3.1
FRA-Ligue 1,2024-25,Rennes,Ayanda Sishuba,BEL,FW,19,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Rennes,Azor Matusiwa,NED,MF,26,1998,23.1,1,11,2,18.2,0.48,0.09,0.09,0.5,20.0,0,0,0,1.2,1.2,0.11,-0.2,-0.2
FRA-Ligue 1,2024-25,Rennes,Baptiste Santamaria,FRA,MF,29,1995,5.4,0,4,1,25.0,0.75,0.19,0.0,0.0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2024-25,Rennes,Benjamin Bourigeaud,FRA,MF,30,1994,0.9,1,2,1,50.0,2.25,1.13,0.5,1.0,16.1,1,0,0,0.2,0.2,0.08,0.8,0.8
FRA-Ligue 1,2024-25,Rennes,Brice Samba,FRA,GK,30,1994,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Rennes,Carlos Gómez,COL,"MF,DF",21,2002,4.2,3,9,5,55.6,2.13,1.18,0.33,0.6,16.0,0,0,0,1.3,1.3,0.15,1.7,1.7
FRA-Ligue 1,2024-25,Rennes,Christopher Wooh,CMR,DF,22,2001,16.2,0,10,4,40.0,0.62,0.25,0.0,0.0,9.2,0,0,0,1.3,1.3,0.13,-1.3,-1.3
FRA-Ligue 1,2024-25,Rennes,Djaoui Cissé,FRA,MF,20,2004,12.5,1,15,7,46.7,1.2,0.56,0.07,0.14,28.3,0,0,0,0.4,0.4,0.03,0.6,0.6
FRA-Ligue 1,2024-25,Rennes,Gauthier Gallon,FRA,GK,31,1993,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Rennes,Glen Kamara,FIN,MF,28,1995,7.4,0,1,0,0.0,0.14,0.0,0.0,,16.2,0,0,0,0.2,0.2,0.17,-0.2,-0.2
FRA-Ligue 1,2024-25,Rennes,Hans Hateboer,NED,DF,30,1994,18.7,0,8,0,0.0,0.43,0.0,0.0,,16.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
FRA-Ligue 1,2024-25,Rennes,Henrik Meister,DEN,FW,20,2003,0.7,1,2,1,50.0,2.86,1.43,0.5,1.0,17.4,0,0,0,0.1,0.1,0.03,0.9,0.9
FRA-Ligue 1,2024-25,Rennes,Ismaël Koné,CAN,MF,22,2002,5.2,2,6,3,50.0,1.15,0.58,0.33,0.67,25.1,0,0,0,0.2,0.2,0.03,1.8,1.8
FRA-Ligue 1,2024-25,Rennes,Jordan James,WAL,MF,20,2004,13.1,0,17,3,17.6,1.3,0.23,0.0,0.0,21.7,0,0,0,0.9,0.9,0.05,-0.9,-0.9
FRA-Ligue 1,2024-25,Rennes,Jota,POR,"FW,MF",25,1999,3.7,1,4,2,50.0,1.08,0.54,0.25,0.5,9.7,0,0,0,1.3,1.3,0.33,-0.3,-0.3
FRA-Ligue 1,2024-25,Rennes,Jérémy Jacquet,FRA,DF,19,2005,10.3,0,8,3,37.5,0.78,0.29,0.0,0.0,9.2,0,0,0,0.8,0.8,0.1,-0.8,-0.8
FRA-Ligue 1,2024-25,Rennes,Kazeem Olaigbe,BEL,"MF,FW",21,2003,3.3,0,6,2,33.3,1.81,0.6,0.0,0.0,21.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
FRA-Ligue 1,2024-25,Rennes,Kyogo Furuhashi,JPN,FW,29,1995,1.4,0,1,0,0.0,0.73,0.0,0.0,,22.7,0,0,0,0.1,0.1,0.13,-0.1,-0.1
FRA-Ligue 1,2024-25,Rennes,Leo Skiri Østigård,NOR,DF,24,1999,13.6,1,6,2,33.3,0.44,0.15,0.17,0.5,8.8,0,0,0,0.7,0.7,0.11,0.3,0.3
FRA-Ligue 1,2024-25,Rennes,Lilian Brassier,FRA,DF,24,1999,13.7,1,14,1,7.1,1.02,0.07,0.07,1.0,12.6,0,0,0,1.5,1.5,0.11,-0.5,-0.5
FRA-Ligue 1,2024-25,Rennes,Lorenz Assignon,TOG,"DF,MF",24,2000,26.2,3,22,5,22.7,0.84,0.19,0.14,0.6,17.5,0,0,0,2.2,2.2,0.1,0.8,0.8
FRA-Ligue 1,2024-25,Rennes,Ludovic Blas,FRA,"MF,FW",26,1997,25.5,6,57,26,45.6,2.24,1.02,0.11,0.23,17.7,2,0,0,5.0,5.0,0.09,1.0,1.0
FRA-Ligue 1,2024-25,Rennes,Mahamadou Nagida,CMR,DF,19,2005,4.8,2,6,3,50.0,1.26,0.63,0.33,0.67,16.6,1,0,0,1.5,1.5,0.25,0.5,0.5
FRA-Ligue 1,2024-25,Rennes,Mikayil Ngor Faye,SEN,DF,20,2004,7.6,0,6,3,50.0,0.78,0.39,0.0,0.0,16.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
FRA-Ligue 1,2024-25,Rennes,Mohamed Meité,FRA,FW,16,2007,6.0,2,15,5,33.3,2.48,0.83,0.13,0.4,10.8,0,0,0,2.5,2.5,0.16,-0.5,-0.5
FRA-Ligue 1,2024-25,Rennes,Musa Al-Taamari,JOR,"FW,MF",27,1997,6.3,1,14,3,21.4,2.22,0.48,0.07,0.33,14.4,1,0,0,2.4,2.4,0.17,-1.4,-1.4
FRA-Ligue 1,2024-25,Rennes,Naouirou Ahamada,FRA,"MF,FW",22,2002,0.6,0,1,0,0.0,1.55,0.0,0.0,,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2024-25,Rennes,Seko Fofana,CIV,MF,29,1995,9.4,1,24,6,25.0,2.56,0.64,0.04,0.17,21.2,0,0,0,1.8,1.8,0.07,-0.8,-0.8
FRA-Ligue 1,2024-25,Rennes,Steve Mandanda,FRA,GK,39,1985,16.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Saint-Étienne,Aimen Moueffek,FRA,MF,23,2001,11.5,0,10,2,20.0,0.87,0.17,0.0,0.0,15.6,0,0,0,1.1,1.1,0.11,-1.1,-1.1
FRA-Ligue 1,2024-25,Saint-Étienne,Anthony Briançon,FRA,DF,29,1994,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Saint-Étienne,Augustine Boakye,GHA,"FW,MF",23,2000,8.1,3,24,9,37.5,2.95,1.11,0.13,0.33,20.8,1,0,0,1.8,1.8,0.08,1.2,1.2
FRA-Ligue 1,2024-25,Saint-Étienne,Ayman Aiki,FRA,"FW,MF",19,2005,1.4,0,3,1,33.3,2.13,0.71,0.0,0.0,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,2024-25,Saint-Étienne,Ben Old,NZL,"FW,MF",21,2002,5.9,0,11,2,18.2,1.87,0.34,0.0,0.0,18.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0
FRA-Ligue 1,2024-25,Saint-Étienne,Benjamin Bouchouari,MAR,MF,22,2001,19.7,1,16,3,18.8,0.81,0.15,0.06,0.33,23.6,0,0,0,0.6,0.6,0.04,0.4,0.4
FRA-Ligue 1,2024-25,Saint-Étienne,Beres Owusu,FRA,DF,20,2003,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Saint-Étienne,Dennis Appiah,FRA,DF,32,1992,23.6,0,5,2,40.0,0.21,0.08,0.0,0.0,20.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,2024-25,Saint-Étienne,Djylian N'Guessan,FRA,FW,15,2008,2.0,0,3,0,0.0,1.49,0.0,0.0,,11.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4
FRA-Ligue 1,2024-25,Saint-Étienne,Dylan Batubinsika,COD,DF,28,1996,22.4,1,7,2,28.6,0.31,0.09,0.14,0.5,10.5,0,0,0,0.8,0.8,0.12,0.2,0.2
FRA-Ligue 1,2024-25,Saint-Étienne,Florian Tardieu,FRA,MF,32,1992,13.9,2,16,3,18.8,1.15,0.22,0.13,0.67,22.2,0,0,0,0.6,0.6,0.04,1.4,1.4
FRA-Ligue 1,2024-25,Saint-Étienne,Gautier Larsonneur,FRA,GK,27,1997,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Saint-Étienne,Ibrahim Sissoko,MLI,FW,28,1995,9.1,3,21,4,19.0,2.31,0.44,0.1,0.5,14.6,0,1,1,4.3,3.5,0.17,-1.3,-1.5
FRA-Ligue 1,2024-25,Saint-Étienne,Ibrahima Wadji,SEN,"FW,MF",29,1995,3.9,0,12,1,8.3,3.11,0.26,0.0,0.0,15.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8
FRA-Ligue 1,2024-25,Saint-Étienne,Igor Miladinović,SRB,"FW,MF",21,2003,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Saint-Étienne,Irvin Cardona,FRA,FW,26,1997,11.8,5,23,10,43.5,1.95,0.85,0.22,0.5,14.7,0,0,1,4.5,3.7,0.18,0.5,1.3
FRA-Ligue 1,2024-25,Saint-Étienne,Jibril Othman,TUN,FW,20,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Saint-Étienne,Kévin Pedro,FRA,DF,18,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,2024-25,Saint-Étienne,Lamine Fomba,FRA,MF,26,1998,2.4,0,1,0,0.0,0.41,0.0,0.0,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0
FRA-Ligue 1,2024-25,Saint-Étienne,Louis Mouton,FRA,MF,22,2002,11.6,0,19,3,15.8,1.64,0.26,0.0,0.0,22.5,0,0,0,1.3,1.3,0.07,-1.3,-1.3
FRA-Ligue 1,2024-25,Saint-Étienne,Lucas Stassin,BEL,FW,19,2004,21.0,12,44,23,52.3,2.1,1.1,0.27,0.52,14.1,0,0,0,7.0,7.0,0.18,3.0,3.0
FRA-Ligue 1,2024-25,Saint-Étienne,Léo Pétrot,FRA,DF,27,1997,29.3,0,7,3,42.9,0.24,0.1,0.0,0.0,12.1,0,0,0,0.6,0.6,0.1,-0.6,-0.6
