league,season,team,player,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
FRA-Ligue 1,2023-24,Monaco,Ismail Jakobs,SEN,DF,23,1999,16.3,874,718,152,14,1,0,76,120,18,5,7,0,626,4,23
FRA-Ligue 1,2023-24,Monaco,Kassoum Ouattara,FRA,"DF,FW",18,2004,7.1,329,266,61,2,0,0,35,59,0,0,0,0,213,2,11
FRA-Ligue 1,2023-24,Monaco,Krépin Diatta,SEN,"DF,FW",24,1999,13.4,787,629,152,16,0,5,39,126,10,4,4,0,602,6,13
FRA-Ligue 1,2023-24,Monaco,Lucas Michal,FRA,FW,18,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2023-24,Monaco,Maghnes Akliouche,FRA,"MF,FW",21,2002,17.9,833,773,54,12,8,2,54,3,37,14,8,0,645,6,24
FRA-Ligue 1,2023-24,Monaco,Mamadou Coulibaly,FRA,MF,19,2004,1.3,70,69,1,0,0,0,1,1,0,0,0,0,56,0,1
FRA-Ligue 1,2023-24,Monaco,Mohamed Camara,MLI,MF,23,2000,11.5,769,749,18,17,1,3,1,0,1,0,0,0,707,2,13
FRA-Ligue 1,2023-24,Monaco,Mohammed Salisu,GHA,DF,24,1999,11.5,778,751,27,19,0,0,1,7,0,0,0,0,657,0,9
FRA-Ligue 1,2023-24,Monaco,Myron Boadu,NED,FW,22,2001,0.9,15,15,0,0,0,0,0,0,0,0,0,0,10,0,0
FRA-Ligue 1,2023-24,Monaco,Philipp Köhn,SUI,GK,25,1998,22.0,667,484,182,52,0,0,0,0,0,0,0,0,479,1,0
FRA-Ligue 1,2023-24,Monaco,Radosław Majecki,POL,GK,23,1999,12.0,376,271,105,25,0,0,0,0,0,0,0,0,277,0,0
FRA-Ligue 1,2023-24,Monaco,Saïmon Bouabré,FRA,MF,17,2006,0.5,17,17,0,0,0,0,0,0,0,0,0,0,15,0,1
FRA-Ligue 1,2023-24,Monaco,Soungoutou Magassa,FRA,"DF,MF",19,2003,15.0,998,977,21,18,1,21,3,3,0,0,0,0,871,0,14
FRA-Ligue 1,2023-24,Monaco,Takumi Minamino,JPN,MF,28,1995,23.5,885,846,32,7,12,2,32,13,9,1,2,0,646,7,37
FRA-Ligue 1,2023-24,Monaco,Thilo Kehrer,GER,DF,26,1996,14.7,966,900,66,32,1,2,4,19,0,0,0,0,859,0,11
FRA-Ligue 1,2023-24,Monaco,Vanderson,BRA,DF,22,2001,18.2,992,841,149,15,2,7,48,132,2,0,1,0,734,2,25
FRA-Ligue 1,2023-24,Monaco,Wilfried Singo,CIV,DF,22,2000,24.3,1490,1411,76,42,2,4,21,34,0,0,0,0,1282,3,11
FRA-Ligue 1,2023-24,Monaco,Wissam Ben Yedder,FRA,FW,32,1990,25.7,752,698,51,3,12,2,9,3,0,0,0,0,555,3,25
FRA-Ligue 1,2023-24,Monaco,Youssouf Fofana,FRA,MF,24,1999,30.0,1789,1693,83,77,13,4,14,6,0,0,0,0,1453,13,30
FRA-Ligue 1,2023-24,Montpellier,Akor Adams,NGA,FW,23,2000,25.0,385,375,10,0,2,1,12,1,0,0,0,0,250,0,20
FRA-Ligue 1,2023-24,Montpellier,Arnaud Nordin,FRA,"FW,MF",25,1998,13.8,390,376,11,1,2,0,35,3,1,0,1,0,304,3,17
FRA-Ligue 1,2023-24,Montpellier,Axel Gueguin,FRA,"DF,FW",18,2005,1.5,43,38,5,0,0,0,2,5,0,0,0,0,28,0,3
FRA-Ligue 1,2023-24,Montpellier,Becir Omeragic,SUI,"DF,MF",21,2002,25.7,1060,1003,57,34,0,10,3,4,0,0,0,0,904,0,12
FRA-Ligue 1,2023-24,Montpellier,Benjamin Lecomte,FRA,GK,32,1991,30.0,1006,669,333,112,0,2,0,0,0,0,0,0,670,4,1
FRA-Ligue 1,2023-24,Montpellier,Boubakar Kouyaté,MLI,DF,26,1997,21.4,873,836,34,25,1,5,1,2,0,0,0,0,719,3,8
FRA-Ligue 1,2023-24,Montpellier,Christopher Jullien,FRA,DF,30,1993,13.7,512,477,34,18,0,0,1,1,0,0,0,0,441,1,2
FRA-Ligue 1,2023-24,Montpellier,Dimitry Bertaud,COD,GK,25,1998,4.0,142,103,38,15,0,0,0,0,0,0,0,0,91,1,0
FRA-Ligue 1,2023-24,Montpellier,Elye Wahi,FRA,FW,20,2003,0.2,6,5,1,0,0,0,0,0,0,0,0,0,6,0,0
FRA-Ligue 1,2023-24,Montpellier,Enzo Tchato,CMR,DF,20,2002,12.5,639,526,111,9,0,1,49,102,0,0,0,0,478,2,17
FRA-Ligue 1,2023-24,Montpellier,Falaye Sacko,MLI,DF,28,1995,15.4,784,636,148,10,0,2,27,138,0,0,0,0,605,0,20
FRA-Ligue 1,2023-24,Montpellier,Issiaga Sylla,GUI,"DF,FW",29,1994,16.2,719,564,150,10,0,2,43,140,0,0,0,0,528,5,24
FRA-Ligue 1,2023-24,Montpellier,Jordan Ferri,FRA,MF,31,1992,22.6,1331,1299,32,19,5,8,38,11,2,0,0,0,1101,0,20
FRA-Ligue 1,2023-24,Montpellier,Joris Chotard,FRA,MF,21,2001,28.7,1179,1113,62,55,6,19,33,3,3,0,3,0,961,4,27
FRA-Ligue 1,2023-24,Montpellier,Kelvin Yeboah,ITA,FW,23,2000,3.1,79,77,1,0,0,1,3,0,0,0,0,0,58,1,1
FRA-Ligue 1,2023-24,Montpellier,Khalil Fayad,FRA,"FW,MF",19,2004,11.4,345,333,10,4,1,4,13,4,0,0,0,0,276,2,6
FRA-Ligue 1,2023-24,Montpellier,Lucas Mincarelli,FRA,"DF,MF",19,2004,10.9,438,346,92,2,1,0,26,90,0,0,0,0,326,0,17
FRA-Ligue 1,2023-24,Montpellier,Léo Leroy,FRA,MF,23,2000,5.5,184,183,0,0,1,3,1,0,0,0,0,0,132,1,6
FRA-Ligue 1,2023-24,Montpellier,Mamadou Sakho,FRA,DF,33,1990,0.1,16,15,1,1,0,0,0,0,0,0,0,0,15,0,0
FRA-Ligue 1,2023-24,Montpellier,Maxime Estève,FRA,DF,21,2002,11.1,369,340,29,11,1,2,2,14,0,0,0,0,289,0,5
FRA-Ligue 1,2023-24,Montpellier,Modibo Sagnan,MLI,DF,24,1999,11.7,517,500,15,10,0,5,1,2,0,0,0,0,442,2,6
FRA-Ligue 1,2023-24,Montpellier,Musa Al-Taamari,JOR,FW,26,1997,21.4,553,515,35,7,4,3,22,19,3,1,0,0,402,3,34
FRA-Ligue 1,2023-24,Montpellier,Othmane Maamma,MAR,FW,17,2005,1.0,32,32,0,0,0,0,4,0,0,0,0,0,25,0,1
FRA-Ligue 1,2023-24,Montpellier,Sacha Delaye,FRA,"MF,FW",21,2002,1.4,48,48,0,0,0,0,3,0,0,0,0,0,38,0,3
FRA-Ligue 1,2023-24,Montpellier,Silvan Hefti,SUI,"DF,FW",25,1997,7.9,328,268,59,2,0,1,19,57,0,0,0,0,238,1,15
FRA-Ligue 1,2023-24,Montpellier,Tanguy Coulibaly,FRA,"FW,MF",22,2001,6.9,172,165,6,0,0,0,8,5,0,0,0,0,137,1,3
FRA-Ligue 1,2023-24,Montpellier,Théo Sainte-Luce,FRA,DF,24,1998,3.8,172,134,36,4,0,0,7,32,0,0,0,0,136,2,4
FRA-Ligue 1,2023-24,Montpellier,Téji Savanier,FRA,MF,31,1991,30.7,1888,1549,322,137,10,47,231,13,125,32,83,0,1306,17,31
FRA-Ligue 1,2023-24,Montpellier,Wahbi Khazri,TUN,FW,32,1991,12.6,318,298,18,3,3,14,11,7,4,2,1,0,227,2,11
FRA-Ligue 1,2023-24,Montpellier,Yanis Issoufou,FRA,MF,16,2006,0.1,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0
FRA-Ligue 1,2023-24,Montpellier,Yann Karamoh,FRA,"FW,MF",25,1998,3.2,88,85,3,0,0,0,5,0,0,0,0,0,63,0,3
FRA-Ligue 1,2023-24,Nantes,Abdoul Kader Bamba,FRA,"FW,MF",29,1994,6.8,336,307,26,11,3,1,26,6,9,4,3,0,267,3,1
FRA-Ligue 1,2023-24,Nantes,Adel Mahamoud,COM,FW,20,2003,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
FRA-Ligue 1,2023-24,Nantes,Adson,BRA,"MF,FW",22,2000,2.6,130,128,2,0,0,0,2,2,0,0,0,0,115,0,2
FRA-Ligue 1,2023-24,Nantes,Alban Lafont,FRA,GK,24,1999,27.7,1006,770,235,69,0,3,0,0,0,0,0,0,720,1,0
FRA-Ligue 1,2023-24,Nantes,Bastien Meupiyou,FRA,DF,17,2006,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
FRA-Ligue 1,2023-24,Nantes,Bénie Traoré,CIV,"FW,MF",20,2002,5.6,148,129,18,3,4,0,20,2,6,2,3,0,99,1,11
FRA-Ligue 1,2023-24,Nantes,Denis Petrić,SRB,GK,35,1988,0.3,8,5,2,2,0,0,0,0,0,0,0,0,6,1,0
FRA-Ligue 1,2023-24,Nantes,Douglas,BRA,MF,26,1997,19.7,1040,991,47,34,4,8,20,2,11,8,2,0,904,2,11
FRA-Ligue 1,2023-24,Nantes,Enzo Mongo,FRA,DF,18,2005,0.1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Nantes,Eray Cömert,SUI,DF,25,1998,22.2,1064,1007,57,37,1,19,3,3,0,0,0,0,941,0,10
FRA-Ligue 1,2023-24,Nantes,Fabien Centonze,FRA,DF,27,1996,1.0,51,45,6,0,0,0,7,6,0,0,0,0,37,0,0
FRA-Ligue 1,2023-24,Nantes,Florent Mollet,FRA,"MF,FW",31,1991,23.1,1063,902,160,36,1,2,142,15,95,41,42,0,826,1,23
FRA-Ligue 1,2023-24,Nantes,Hugo Boutsingkham,FRA,"MF,FW",20,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2023-24,Nantes,Ignatius Ganago,CMR,"FW,MF",24,1999,2.0,53,52,0,0,1,0,6,0,0,0,0,0,31,1,3
FRA-Ligue 1,2023-24,Nantes,Jaouen Hadjam,ALG,DF,20,2003,1.2,103,96,7,1,0,0,12,6,0,0,0,0,80,0,1
FRA-Ligue 1,2023-24,Nantes,Jean-Charles Castelletto,CMR,DF,28,1995,27.4,1340,1267,71,24,1,2,20,47,0,0,0,0,1147,2,10
FRA-Ligue 1,2023-24,Nantes,Jean-Kevin Duverne,HAI,DF,26,1997,15.0,743,653,86,15,0,2,13,71,0,0,0,0,597,4,11
FRA-Ligue 1,2023-24,Nantes,Kelvin Amian,FRA,DF,25,1998,8.9,350,266,84,8,1,0,14,76,0,0,0,0,268,0,15
FRA-Ligue 1,2023-24,Nantes,Lamine Diack,SEN,MF,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Nantes,Marcus Coco,FRA,"DF,FW",27,1996,16.5,641,561,78,3,3,1,46,75,0,0,0,0,473,2,15
FRA-Ligue 1,2023-24,Nantes,Marquinhos,BRA,"FW,MF",20,2003,1.7,67,62,5,1,0,0,5,3,0,0,0,0,50,0,2
FRA-Ligue 1,2023-24,Nantes,Matthis Abline,FRA,FW,20,2003,11.6,231,218,12,0,2,1,7,1,0,0,0,0,162,1,11
FRA-Ligue 1,2023-24,Nantes,Moses Simon,NGA,"FW,MF",28,1995,19.9,508,472,30,4,4,4,114,6,13,3,5,0,318,6,41
FRA-Ligue 1,2023-24,Nantes,Mostafa Mohamed,EGY,FW,25,1997,22.2,369,341,26,0,5,2,14,2,0,0,0,0,238,2,13
FRA-Ligue 1,2023-24,Nantes,Moussa Sissoko,FRA,MF,33,1989,20.2,681,655,24,11,3,3,18,11,1,0,0,0,547,2,19
FRA-Ligue 1,2023-24,Nantes,Nathan Zeze,FRA,DF,18,2005,11.4,481,471,10,8,0,2,1,2,0,0,0,0,407,0,4
FRA-Ligue 1,2023-24,Nantes,Nicolas Cozza,FRA,DF,24,1999,9.9,366,282,83,3,0,0,13,80,0,0,0,0,270,1,8
FRA-Ligue 1,2023-24,Nantes,Nicolas Pallois,FRA,DF,35,1987,17.7,774,729,42,21,0,2,13,16,0,0,0,0,620,3,7
FRA-Ligue 1,2023-24,Nantes,Pedro Chirivella,ESP,MF,26,1997,28.8,1743,1628,105,67,7,10,29,4,13,8,2,0,1494,10,13
FRA-Ligue 1,2023-24,Nantes,Quentin Merlin,FRA,DF,21,2002,14.3,841,689,148,11,8,6,63,121,16,6,5,0,615,4,17
FRA-Ligue 1,2023-24,Nantes,Ronaël Pierre-Gabriel,FRA,DF,25,1998,6.6,289,238,50,5,0,0,9,45,0,0,0,0,227,1,11
FRA-Ligue 1,2023-24,Nantes,Rémy Descamps,FRA,GK,27,1996,6.0,212,123,89,18,0,0,0,0,0,0,0,0,128,0,1
FRA-Ligue 1,2023-24,Nantes,Samuel Moutoussamy,COD,MF,26,1996,12.3,498,491,6,5,1,0,2,1,0,0,0,0,417,1,7
FRA-Ligue 1,2023-24,Nantes,Stredair Appuah,FRA,"FW,MF",19,2004,0.9,23,23,0,0,0,0,2,0,0,0,0,0,14,0,2
FRA-Ligue 1,2023-24,Nantes,Tino Kadewere,ZIM,"FW,MF",27,1996,8.7,213,203,8,0,1,1,6,4,1,0,0,0,154,2,7
FRA-Ligue 1,2023-24,Nice,Alexis Claude-Maurice,FRA,MF,25,1998,5.6,253,235,18,6,0,0,26,2,10,4,6,0,202,0,9
FRA-Ligue 1,2023-24,Nice,Aliou Badara Baldé,GUI,"FW,DF",20,2002,0.8,30,29,1,0,1,0,4,0,1,0,0,0,15,0,2
FRA-Ligue 1,2023-24,Nice,Antoine Mendy,SEN,DF,19,2004,4.6,244,223,21,4,0,2,4,17,0,0,0,0,211,0,2
FRA-Ligue 1,2023-24,Nice,Badredine Bouanani,ALG,FW,18,2004,1.8,70,70,0,0,0,1,8,0,0,0,0,0,54,0,3
FRA-Ligue 1,2023-24,Nice,Bilal Brahimi,ALG,FW,23,2000,0.1,13,11,2,1,0,0,2,0,1,0,0,0,10,0,0
FRA-Ligue 1,2023-24,Nice,Dante,BRA,DF,39,1983,31.6,2803,2665,133,69,4,11,10,8,0,0,0,0,2540,5,11
FRA-Ligue 1,2023-24,Nice,Daouda Traoré,FRA,MF,17,2006,0.2,9,8,1,0,0,0,0,1,0,0,0,0,9,0,0
FRA-Ligue 1,2023-24,Nice,Evann Guessand,CIV,FW,22,2001,17.3,294,263,31,0,3,1,11,1,0,0,0,0,218,0,12
FRA-Ligue 1,2023-24,Nice,Gaëtan Laborde,FRA,"FW,MF",29,1994,21.2,558,540,16,3,0,2,62,4,6,5,1,0,366,2,21
FRA-Ligue 1,2023-24,Nice,Hicham Boudaoui,ALG,MF,23,1999,17.9,717,703,11,8,3,0,23,1,1,0,0,0,601,3,18
FRA-Ligue 1,2023-24,Nice,Jean-Clair Todibo,FRA,DF,23,1999,29.5,2487,2417,69,52,3,7,12,12,0,0,0,0,2228,1,14
FRA-Ligue 1,2023-24,Nice,Jeremie Boga,CIV,FW,26,1997,22.2,753,676,73,7,3,1,88,5,61,30,24,1,583,4,18
FRA-Ligue 1,2023-24,Nice,Jordan Lotomba,SUI,DF,24,1998,20.0,994,799,193,36,0,2,20,156,1,0,0,0,834,2,22
FRA-Ligue 1,2023-24,Nice,Khéphren Thuram,FRA,MF,22,2001,23.4,1134,1113,17,15,8,0,20,2,0,0,0,0,978,4,14
FRA-Ligue 1,2023-24,Nice,Marcin Bułka,POL,GK,23,1999,34.0,1235,1039,194,47,0,2,0,0,0,0,0,0,1060,2,5
FRA-Ligue 1,2023-24,Nice,Melvin Bard,FRA,DF,22,2000,29.5,1784,1509,266,32,0,2,70,233,1,1,0,0,1457,9,41
FRA-Ligue 1,2023-24,Nice,Mohamed Ali Cho,FRA,FW,19,2004,9.6,268,245,22,6,1,0,44,0,16,8,7,0,193,1,8
FRA-Ligue 1,2023-24,Nice,Morgan Sanson,FRA,MF,28,1994,21.8,836,735,94,27,4,4,114,3,64,20,35,0,630,7,24
FRA-Ligue 1,2023-24,Nice,Pablo Rosario,DOM,"MF,DF",26,1997,22.3,1187,1103,81,32,5,0,6,49,0,0,0,0,1056,3,15
FRA-Ligue 1,2023-24,Nice,Reda Belahyane,MAR,MF,19,2004,0.3,15,15,0,0,0,0,0,0,0,0,0,0,13,0,1
FRA-Ligue 1,2023-24,Nice,Romain Perraud,FRA,"DF,FW",25,1997,4.1,243,191,52,6,0,0,21,39,7,0,4,0,176,0,8
FRA-Ligue 1,2023-24,Nice,Sofiane Diop,FRA,FW,23,2000,5.5,176,171,5,2,0,1,13,1,2,2,0,0,143,0,2
FRA-Ligue 1,2023-24,Nice,Terem Moffi,NGA,FW,24,1999,21.7,387,349,32,1,1,0,7,2,0,0,0,0,274,6,18
FRA-Ligue 1,2023-24,Nice,Tom Louchet,FRA,"MF,DF",20,2003,4.5,257,211,46,12,0,0,33,21,13,6,7,0,195,0,5
FRA-Ligue 1,2023-24,Nice,Valentin Rosier,FRA,"DF,MF",26,1996,0.6,33,27,6,1,0,0,0,5,0,0,0,0,28,0,0
FRA-Ligue 1,2023-24,Nice,Youcef Atal,ALG,DF,27,1996,4.0,238,215,22,6,2,0,6,16,0,0,0,0,214,1,1
FRA-Ligue 1,2023-24,Nice,Youssouf Ndayishimiye,BDI,"MF,DF",24,1998,19.0,1361,1313,46,41,3,7,1,5,0,0,0,0,1223,2,9
FRA-Ligue 1,2023-24,Paris S-G,Achraf Hakimi,MAR,DF,24,1998,21.5,1979,1773,203,29,4,6,79,160,14,1,7,0,1712,3,42
FRA-Ligue 1,2023-24,Paris S-G,Arnau Tenas,ESP,GK,22,2001,5.9,211,169,42,5,1,0,0,0,0,0,0,0,173,0,0
FRA-Ligue 1,2023-24,Paris S-G,Bradley Barcola,FRA,"FW,MF",20,2002,15.2,562,553,5,2,4,1,18,3,0,0,0,0,436,4,16
FRA-Ligue 1,2023-24,Paris S-G,Carlos Soler,ESP,"MF,DF",26,1997,12.1,782,736,44,17,4,2,23,19,6,1,1,0,670,2,18
FRA-Ligue 1,2023-24,Paris S-G,Cher Ndour,ITA,MF,19,2004,0.3,25,25,0,0,0,0,0,0,0,0,0,0,23,0,0
FRA-Ligue 1,2023-24,Paris S-G,Danilo Pereira,POR,DF,31,1991,22.2,2223,2181,39,33,1,4,1,5,0,0,0,0,2089,3,2
FRA-Ligue 1,2023-24,Paris S-G,Ethan Mbappé,FRA,"MF,DF",16,2006,0.5,46,44,2,0,0,0,1,2,0,0,0,0,42,0,0
FRA-Ligue 1,2023-24,Paris S-G,Fabián Ruiz Peña,ESP,MF,27,1996,13.3,872,843,29,21,0,4,11,1,2,2,0,0,778,0,12
FRA-Ligue 1,2023-24,Paris S-G,Gianluigi Donnarumma,ITA,GK,24,1999,24.1,773,609,163,31,0,0,0,1,0,0,0,0,686,1,0
FRA-Ligue 1,2023-24,Paris S-G,Gonçalo Ramos,POR,FW,22,2001,15.8,397,389,7,1,4,0,3,1,0,0,0,0,304,1,14
FRA-Ligue 1,2023-24,Paris S-G,Hugo Ekitike,FRA,FW,21,2002,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,1
FRA-Ligue 1,2023-24,Paris S-G,Keylor Navas,CRC,GK,36,1986,4.0,98,78,20,2,0,0,0,0,0,0,0,0,91,0,0
FRA-Ligue 1,2023-24,Paris S-G,Kylian Mbappé,FRA,FW,24,1998,24.0,965,936,24,5,12,10,23,6,7,0,0,0,801,5,19
FRA-Ligue 1,2023-24,Paris S-G,Layvin Kurzawa,FRA,DF,30,1992,0.1,13,11,2,1,0,0,0,1,0,0,0,0,13,0,0
FRA-Ligue 1,2023-24,Paris S-G,Lee Kang-in,KOR,"FW,MF",22,2001,16.3,1011,903,104,24,3,5,97,7,68,27,21,0,835,4,18
FRA-Ligue 1,2023-24,Paris S-G,Lucas Beraldo,BRA,DF,19,2003,11.2,968,912,56,22,1,3,2,33,0,0,0,0,867,0,10
FRA-Ligue 1,2023-24,Paris S-G,Lucas Hernández,FRA,DF,27,1996,21.2,1859,1686,169,41,1,16,19,128,0,0,0,0,1670,4,20
FRA-Ligue 1,2023-24,Paris S-G,Manuel Ugarte Ribeiro,URU,MF,22,2001,21.5,1331,1314,17,15,3,5,4,2,0,0,0,0,1214,0,13
FRA-Ligue 1,2023-24,Paris S-G,Marco Asensio,ESP,"MF,FW",27,1996,12.4,656,598,55,10,6,6,52,8,31,11,10,0,545,3,13
FRA-Ligue 1,2023-24,Paris S-G,Marquinhos,BRA,DF,29,1994,17.1,1807,1757,47,22,4,3,0,21,0,0,0,0,1706,3,6
FRA-Ligue 1,2023-24,Paris S-G,Milan Škriniar,SVK,DF,28,1995,18.1,1820,1773,45,30,0,4,1,5,0,0,0,0,1735,2,3
FRA-Ligue 1,2023-24,Paris S-G,Nordi Mukiele,FRA,DF,25,1997,8.8,578,521,57,13,1,4,3,44,0,0,0,0,486,0,16
FRA-Ligue 1,2023-24,Paris S-G,Nuno Mendes,POR,DF,21,2002,3.0,222,197,24,0,0,2,7,24,0,0,0,0,183,1,9
FRA-Ligue 1,2023-24,Paris S-G,Ousmane Dembélé,FRA,"MF,FW",26,1997,16.7,1044,974,65,13,11,4,99,3,49,7,18,0,792,5,24
FRA-Ligue 1,2023-24,Paris S-G,Randal Kolo Muani,FRA,"FW,MF",24,1998,14.1,359,354,4,0,1,0,9,0,0,0,0,0,259,1,17
FRA-Ligue 1,2023-24,Paris S-G,Senny Mayulu,FRA,"FW,MF",17,2006,3.6,175,172,3,0,2,0,13,1,2,0,0,0,145,0,5
FRA-Ligue 1,2023-24,Paris S-G,Vitinha,POR,MF,23,2000,23.6,1850,1752,93,42,8,11,38,8,19,9,3,0,1659,5,25
FRA-Ligue 1,2023-24,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",17,2006,21.8,1428,1367,56,14,2,8,8,33,0,0,0,0,1311,5,24
FRA-Ligue 1,2023-24,Paris S-G,Yoram Zague,FRA,DF,17,2006,4.1,334,307,26,2,0,0,2,24,0,0,0,0,304,1,4
FRA-Ligue 1,2023-24,Reims,Abdoul Koné,FRA,DF,18,2005,2.1,85,65,20,3,0,1,1,17,0,0,0,0,53,0,3
FRA-Ligue 1,2023-24,Reims,Adama Bojang,GAM,FW,19,2004,0.9,27,23,4,0,0,0,1,0,0,0,0,0,17,0,3
FRA-Ligue 1,2023-24,Reims,Amadou Koné,MLI,MF,18,2005,5.3,256,251,3,3,0,2,1,0,0,0,0,0,204,2,5
FRA-Ligue 1,2023-24,Reims,Amine Salama,FRA,FW,23,2000,3.5,73,70,3,0,0,0,5,1,0,0,0,0,48,0,4
FRA-Ligue 1,2023-24,Reims,Amir Richardson,MAR,MF,21,2002,15.0,651,635,14,8,3,3,13,5,0,0,0,0,534,2,11
FRA-Ligue 1,2023-24,Reims,Azor Matusiwa,NED,MF,25,1998,15.4,750,740,9,8,0,5,0,1,0,0,0,0,650,1,8
FRA-Ligue 1,2023-24,Reims,Benjamin Stambouli,FRA,MF,32,1990,3.2,130,129,1,1,0,0,2,0,0,0,0,0,95,0,3
FRA-Ligue 1,2023-24,Reims,Christ Mbondi,FRA,FW,18,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
FRA-Ligue 1,2023-24,Reims,Emmanuel Agbadou,CIV,DF,26,1997,28.8,1838,1728,106,50,5,11,6,48,0,0,0,0,1599,4,11
FRA-Ligue 1,2023-24,Reims,Ibrahim Diakité,GUI,DF,19,2003,1.2,85,67,18,2,0,1,9,16,0,0,0,0,57,0,3
FRA-Ligue 1,2023-24,Reims,Joseph Okumu,KEN,DF,26,1997,19.4,1293,1256,29,24,0,17,3,2,0,0,0,0,1062,8,12
FRA-Ligue 1,2023-24,Reims,Josh Wilson-Esbrand,ENG,"DF,MF",20,2002,5.1,252,205,43,2,1,0,12,41,0,0,0,0,186,4,6
FRA-Ligue 1,2023-24,Reims,Junya Ito,JPN,"FW,MF",30,1993,30.2,1131,993,130,23,10,12,201,23,84,23,47,0,741,8,42
FRA-Ligue 1,2023-24,Reims,Keito Nakamura,JPN,"FW,MF",23,2000,15.3,400,391,5,1,2,5,23,2,1,1,0,0,292,4,13
FRA-Ligue 1,2023-24,Reims,Mamadou Diakhon,FRA,"FW,MF",17,2005,2.3,48,46,2,0,1,1,4,2,0,0,0,0,38,0,0
FRA-Ligue 1,2023-24,Reims,Marshall Munetsi,ZIM,MF,27,1996,24.1,542,527,13,3,0,2,18,1,0,0,0,0,380,2,22
FRA-Ligue 1,2023-24,Reims,Maxime Busi,BEL,"FW,DF",23,1999,1.8,95,73,22,0,0,1,4,22,0,0,0,0,71,0,3
FRA-Ligue 1,2023-24,Reims,Mohamed Daramy,DEN,"FW,MF",21,2002,18.3,527,499,26,0,7,4,15,12,1,0,0,0,401,2,23
FRA-Ligue 1,2023-24,Reims,Oumar Diakité,CIV,FW,19,2003,17.6,305,279,26,1,4,0,3,1,0,0,0,0,239,0,6
FRA-Ligue 1,2023-24,Reims,Reda Khadra,GER,"FW,MF",22,2001,15.2,389,347,40,7,4,2,46,19,9,4,2,0,289,2,15
FRA-Ligue 1,2023-24,Reims,Sergio Akieme,ESP,DF,25,1997,9.1,350,287,61,3,0,0,21,57,0,0,0,0,277,2,8
FRA-Ligue 1,2023-24,Reims,Teddy Teuma,MLT,MF,29,1993,23.5,1512,1307,197,85,6,17,139,16,77,35,36,0,1181,8,36
FRA-Ligue 1,2023-24,Reims,Therence Koudou,FRA,DF,18,2004,3.5,173,137,36,2,0,0,14,34,0,0,0,0,142,0,3
FRA-Ligue 1,2023-24,Reims,Thibault De Smet,BEL,DF,25,1998,20.3,1046,878,163,12,0,2,31,149,2,2,0,0,837,5,29
FRA-Ligue 1,2023-24,Reims,Thomas Foket,BEL,DF,28,1994,20.4,1069,865,192,8,0,0,37,184,0,0,0,0,862,12,27
FRA-Ligue 1,2023-24,Reims,Valentin Atangana Edoa,FRA,MF,17,2005,6.2,179,171,7,1,0,0,5,6,0,0,0,0,155,1,3
FRA-Ligue 1,2023-24,Reims,Yaya Kader Fofana,MLI,"MF,DF",19,2004,0.4,21,20,1,0,0,1,1,0,0,0,0,0,12,0,0
FRA-Ligue 1,2023-24,Reims,Yehvann Diouf,SEN,GK,23,1999,34.0,1301,1065,227,70,0,3,0,0,0,0,0,0,1020,9,1
FRA-Ligue 1,2023-24,Reims,Yunis Abdelhamid,MAR,DF,35,1987,30.9,1836,1650,178,75,2,13,3,29,0,0,0,0,1552,8,20
FRA-Ligue 1,2023-24,Rennes,Adrien Truffert,FRA,DF,21,2001,23.8,1333,1081,247,21,0,1,72,225,1,1,0,0,1047,5,29
FRA-Ligue 1,2023-24,Rennes,Alidu Seidu,GHA,DF,23,2000,6.6,362,318,43,6,0,1,6,37,0,0,0,0,309,1,3
FRA-Ligue 1,2023-24,Rennes,Amine Gouiri,ALG,"FW,MF",23,2000,23.0,764,741,22,3,2,0,7,3,7,0,0,0,625,1,25
FRA-Ligue 1,2023-24,Rennes,Arnaud Kalimuendo,FRA,FW,21,2002,23.8,502,451,47,2,2,2,11,1,0,0,0,0,405,4,18
FRA-Ligue 1,2023-24,Rennes,Arthur Theate,BEL,DF,23,2000,25.5,1640,1565,72,47,0,14,11,22,0,0,0,0,1444,3,7
FRA-Ligue 1,2023-24,Rennes,Azor Matusiwa,NED,MF,25,1998,8.8,454,442,12,11,1,1,1,1,0,0,0,0,398,0,5
