league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
ENG-Premier League,2024-25,Tottenham,Son Heung-min,KOR,FW,32,1992,23.4,117,4.99,87,8,10,7,5,0,15,0.64,13,0,0,1,1,0
ENG-Premier League,2024-25,Tottenham,Timo Werner,GER,"FW,MF",28,1996,5.7,18,3.13,14,0,2,1,1,0,3,0.52,3,0,0,0,0,0
ENG-Premier League,2024-25,Tottenham,Will Lankshear,ENG,"FW,MF",19,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Tottenham,Wilson Odobert,FRA,"FW,MF",19,2004,9.4,16,1.7,14,0,0,2,0,0,1,0.11,1,0,0,0,0,0
ENG-Premier League,2024-25,Tottenham,Yves Bissouma,MLI,MF,27,1996,15.6,16,1.02,15,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Aaron Cresswell,ENG,DF,34,1989,9.2,15,1.64,7,8,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Aaron Wan-Bissaka,ENG,DF,26,1997,35.0,93,2.65,75,4,7,3,2,2,10,0.29,9,0,0,1,0,0
ENG-Premier League,2024-25,West Ham,Alphonse Areola,FRA,GK,31,1993,25.1,3,0.12,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Andy Irving,SCO,MF,24,2000,1.8,5,2.68,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Carlos Soler,ESP,"MF,FW",27,1997,15.7,51,3.26,31,9,2,5,3,1,2,0.13,2,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Crysencio Summerville,NED,"FW,MF",22,2001,8.7,35,4.01,21,3,5,0,5,1,1,0.11,1,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Danny Ings,ENG,"FW,MF",32,1992,3.2,12,3.8,7,0,1,3,1,0,2,0.63,0,0,0,1,1,0
ENG-Premier League,2024-25,West Ham,Edson Álvarez,MEX,MF,26,1997,19.7,28,1.42,24,0,2,1,1,0,2,0.1,2,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Emerson Palmieri,ITA,DF,29,1994,23.5,41,1.75,25,11,0,2,2,1,2,0.09,1,1,0,0,0,0
ENG-Premier League,2024-25,West Ham,Evan Ferguson,IRL,FW,19,2004,1.7,4,2.31,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Guido Rodríguez,ARG,MF,30,1994,12.8,12,0.94,10,0,0,2,0,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,James Ward-Prowse,ENG,MF,29,1994,11.5,34,2.95,19,11,0,3,0,1,1,0.09,0,1,0,0,0,0
ENG-Premier League,2024-25,West Ham,Jarrod Bowen,ENG,"FW,MF",27,1996,33.0,113,3.42,70,13,6,13,9,2,15,0.45,11,2,1,1,0,0
ENG-Premier League,2024-25,West Ham,Jean-Clair Todibo,FRA,DF,24,1999,20.3,5,0.25,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Kaelan Casey,ENG,DF,19,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Konstantinos Mavropanos,GRE,DF,26,1997,22.7,16,0.7,12,0,1,2,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Lewis Orford,ENG,MF,18,2006,0.5,2,3.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Lucas Paquetá,BRA,"MF,FW",26,1997,26.4,82,3.1,68,2,2,4,5,1,6,0.23,3,0,0,2,1,0
ENG-Premier League,2024-25,West Ham,Luis Guilherme,BRA,"MF,FW",18,2006,1.7,10,6.0,6,1,1,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Max Kilman,ENG,DF,27,1997,37.2,32,0.86,28,0,2,0,0,2,5,0.13,3,0,1,0,0,1
ENG-Premier League,2024-25,West Ham,Michail Antonio,JAM,FW,34,1990,9.3,22,2.37,14,0,1,5,1,1,4,0.43,0,0,0,4,0,0
ENG-Premier League,2024-25,West Ham,Mohammed Kudus,GHA,"FW,MF",23,2000,28.8,107,3.72,74,1,16,12,2,2,10,0.35,6,0,1,3,0,0
ENG-Premier League,2024-25,West Ham,Niclas Füllkrug,GER,FW,31,1993,8.8,22,2.5,20,0,0,2,0,0,2,0.23,1,0,0,1,0,0
ENG-Premier League,2024-25,West Ham,Oliver Scarles,ENG,"DF,FW",18,2005,7.4,6,0.81,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,West Ham,Tomáš Souček,CZE,MF,29,1995,28.5,44,1.54,35,0,0,6,2,1,3,0.11,2,0,0,0,1,0
ENG-Premier League,2024-25,West Ham,Vladimír Coufal,CZE,DF,31,1992,11.9,18,1.52,14,4,0,0,0,0,1,0.08,0,1,0,0,0,0
ENG-Premier League,2024-25,West Ham,Łukasz Fabiański,POL,GK,39,1985,12.9,3,0.23,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Alfie Pond,ENG,DF,20,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,André,BRA,MF,23,2001,27.5,49,1.78,41,3,1,0,0,4,3,0.11,2,1,0,0,0,0
ENG-Premier League,2024-25,Wolves,Boubacar Traoré,MLI,MF,22,2001,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Carlos Forbs,POR,"MF,FW",20,2004,2.7,5,1.89,3,0,2,0,0,0,1,0.38,1,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Chiquinho,POR,MF,24,2000,0.1,2,25.71,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Craig Dawson,ENG,DF,34,1990,10.8,7,0.65,6,0,0,1,0,0,2,0.19,1,0,0,1,0,0
ENG-Premier League,2024-25,Wolves,Daniel Bentley,ENG,GK,31,1993,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Daniel Podence,POR,"MF,FW",28,1995,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Emmanuel Agbadou,CIV,DF,27,1997,15.7,17,1.09,15,2,0,0,0,0,3,0.19,2,1,0,0,0,0
ENG-Premier League,2024-25,Wolves,Gonçalo Guedes,POR,"MF,FW",27,1996,11.1,30,2.71,27,0,2,0,1,0,8,0.72,7,0,1,0,0,0
ENG-Premier League,2024-25,Wolves,Hwang Hee-chan,KOR,"MF,FW",28,1996,7.3,9,1.22,8,0,0,1,0,0,1,0.14,1,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26,1998,18.6,57,3.06,35,5,4,4,7,2,11,0.59,8,1,0,0,1,1
ENG-Premier League,2024-25,Wolves,José Sá,POR,GK,31,1993,29.0,5,0.17,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,João Gomes,BRA,MF,23,2001,33.0,67,2.03,53,1,5,2,2,4,4,0.12,4,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Jørgen Strand Larsen,NOR,FW,24,2000,28.7,42,1.46,33,1,1,3,2,2,6,0.21,6,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Mario Lemina,GAB,"MF,DF",30,1993,15.2,26,1.71,21,0,2,2,0,1,5,0.33,5,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Marshall Munetsi,ZIM,"MF,FW",28,1996,12.0,21,1.75,16,0,0,2,2,1,1,0.08,1,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Mateus Mane,,MF,,,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Matheus Cunha,BRA,"MF,FW",25,1999,28.9,132,4.57,75,14,19,9,12,3,16,0.55,10,0,4,0,1,1
ENG-Premier League,2024-25,Wolves,Matt Doherty,IRL,DF,32,1992,23.4,25,1.07,19,3,1,1,1,0,3,0.13,3,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Nasser Djiga,BFA,DF,21,2002,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Nélson Semedo,POR,DF,30,1993,32.1,60,1.87,44,1,8,1,3,3,6,0.19,6,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Pablo Sarabia,ESP,"MF,FW",32,1992,9.0,28,3.1,20,6,2,0,0,0,5,0.55,4,0,1,0,0,0
ENG-Premier League,2024-25,Wolves,Pedro Lima,BRA,DF,18,2006,0.8,4,5.14,2,0,0,0,0,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Rayan Aït-Nouri,ALG,DF,23,2001,34.5,91,2.63,56,15,8,7,4,1,12,0.35,10,1,0,0,0,1
ENG-Premier League,2024-25,Wolves,Rodrigo Gomes,POR,"DF,FW",21,2003,9.0,22,2.45,18,1,2,1,0,0,1,0.11,0,1,0,0,0,0
ENG-Premier League,2024-25,Wolves,Sam Johnstone,ENG,GK,31,1993,7.0,2,0.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Santiago Bueno,URU,DF,25,1998,18.7,12,0.64,10,1,0,0,0,1,4,0.21,3,0,0,0,0,1
ENG-Premier League,2024-25,Wolves,Tom King,WAL,GK,29,1995,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Tommy Doyle,ENG,MF,22,2001,5.4,17,3.13,11,4,1,1,0,0,3,0.55,2,0,1,0,0,0
ENG-Premier League,2024-25,Wolves,Toti Gomes,POR,DF,25,1999,29.0,21,0.72,20,0,0,1,0,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,2024-25,Wolves,Yerson Mosquera,COL,DF,23,2001,4.9,5,1.02,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Abdel Abqar,MAR,DF,25,1999,27.4,25,0.91,20,0,0,2,1,2,3,0.11,2,0,0,0,1,0
ESP-La Liga,2024-25,Alavés,Abderrahman Rebbach,ALG,"FW,MF",25,1998,4.3,10,2.34,7,0,1,2,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Adrian Rodriguez,ESP,GK,23,2000,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Aleksandar Sedlar,SRB,DF,32,1991,6.6,2,0.3,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Ander Guevara,ESP,MF,27,1997,21.6,41,1.89,39,1,1,0,0,0,5,0.23,5,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Antonio Blanco,ESP,MF,24,2000,30.3,45,1.49,38,3,0,1,1,2,1,0.03,1,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Antonio Sivera,ESP,GK,27,1996,31.2,11,0.35,6,5,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Asier Villalibre,ESP,FW,26,1997,3.7,7,1.89,4,0,0,1,2,0,1,0.27,1,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Carles Aleñá,ESP,"MF,FW",26,1998,12.1,44,3.64,27,7,3,3,4,0,4,0.33,2,1,0,0,1,0
ESP-La Liga,2024-25,Alavés,Carlos Benavídez,URU,MF,26,1998,5.4,11,2.04,9,0,1,0,0,1,3,0.56,3,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Carlos Martín,ESP,"FW,MF",22,2002,14.8,29,1.96,20,0,3,4,2,0,3,0.2,1,0,0,2,0,0
ESP-La Liga,2024-25,Alavés,Carlos Vicente,ESP,"FW,MF",25,1999,34.4,107,3.11,53,38,3,6,5,2,9,0.26,6,1,1,1,0,0
ESP-La Liga,2024-25,Alavés,Facundo Garcés,MAS,DF,24,1999,7.5,3,0.4,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Hugo Novoa,ESP,"DF,MF",21,2003,2.6,6,2.28,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Jesús Owono,EQG,GK,23,2001,5.4,1,0.18,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Joan Jordán,ESP,MF,30,1994,15.7,55,3.5,32,20,0,1,2,0,3,0.19,2,1,0,0,0,0
ESP-La Liga,2024-25,Alavés,Jon Guridi,ESP,"MF,FW",29,1995,23.1,48,2.08,35,3,3,4,1,2,8,0.35,5,0,2,1,0,0
ESP-La Liga,2024-25,Alavés,Kiké,ESP,FW,34,1989,28.2,38,1.35,30,0,0,2,6,0,4,0.14,3,0,0,0,1,0
ESP-La Liga,2024-25,Alavés,Luis Rioja,ESP,FW,30,1993,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Luka Romero,ARG,"FW,MF",19,2004,2.2,8,3.62,4,1,1,0,1,1,1,0.45,1,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Manu Sánchez,ESP,DF,23,2000,29.3,40,1.37,28,5,0,5,2,0,3,0.1,2,0,0,1,0,0
ESP-La Liga,2024-25,Alavés,Moussa Diarra,MLI,DF,23,2000,20.7,18,0.87,14,0,0,0,4,0,4,0.19,2,0,0,0,2,0
ESP-La Liga,2024-25,Alavés,Nahuel Tenaglia,ARG,DF,28,1996,32.5,51,1.57,28,10,2,2,8,1,4,0.12,1,0,0,0,3,0
ESP-La Liga,2024-25,Alavés,Pau Cabanes,ESP,"MF,FW",19,2005,2.1,6,2.87,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Pica,ESP,DF,22,2002,5.5,3,0.54,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Santiago Mouriño,URU,DF,22,2002,20.5,11,0.54,8,1,0,0,2,0,2,0.1,1,0,0,0,1,0
ESP-La Liga,2024-25,Alavés,Stoichkov,ESP,"MF,FW",30,1993,7.8,28,3.6,17,0,2,3,4,2,2,0.26,1,0,0,1,0,0
ESP-La Liga,2024-25,Alavés,Tomás Conechny,ARG,"FW,MF",26,1998,9.4,14,1.48,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Alavés,Toni Martínez,ESP,FW,27,1997,11.2,27,2.4,16,0,5,2,2,2,1,0.09,0,0,0,1,0,0
ESP-La Liga,2024-25,Athletic Club,Adama Boiro,ESP,"DF,FW",22,2002,12.2,16,1.31,12,1,1,1,1,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Adu Ares,ESP,FW,22,2001,0.2,1,4.74,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Aingeru Olabarrieta,ESP,FW,18,2005,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Aitor Paredes,ESP,DF,24,2000,20.1,8,0.4,8,0,0,0,0,0,1,0.05,1,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Alex Padilla,ESP,GK,20,2003,3.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Ander Herrera,ESP,MF,34,1989,3.0,11,3.64,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Andoni Gorosabel,ESP,DF,27,1996,16.5,32,1.94,29,2,1,0,0,0,2,0.12,2,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Beñat Prados,ESP,MF,23,2001,19.1,21,1.1,20,0,0,1,0,0,3,0.16,3,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Daniel Vivian,ESP,DF,25,1999,29.0,34,1.17,32,0,1,0,0,1,1,0.03,1,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Endika Buján,ESP,FW,21,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Gorka Guruzeta,ESP,FW,27,1996,20.4,29,1.42,23,1,0,4,0,1,1,0.05,1,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Iñaki Williams,GHA,FW,30,1994,29.5,80,2.72,61,1,6,7,3,2,14,0.48,10,0,3,1,0,0
ESP-La Liga,2024-25,Athletic Club,Iñigo Lekue,ESP,DF,31,1993,8.6,16,1.86,11,3,0,1,0,1,1,0.12,0,0,0,1,0,0
ESP-La Liga,2024-25,Athletic Club,Iñigo Ruiz de Galarreta,ESP,MF,30,1993,16.4,50,3.04,43,4,2,1,0,0,6,0.37,4,2,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Javi Martón,ESP,"FW,MF",25,1999,0.6,1,1.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Julen Agirrezabala,ESP,GK,23,2000,13.4,3,0.22,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Maroan Sannadi,MAR,FW,23,2001,8.4,16,1.91,8,0,4,2,2,0,2,0.24,1,0,0,0,1,0
ESP-La Liga,2024-25,Athletic Club,Mikel Jauregizar,ESP,MF,20,2003,24.9,73,2.93,55,6,1,4,3,4,9,0.36,7,0,0,0,2,0
ESP-La Liga,2024-25,Athletic Club,Mikel Vesga,ESP,MF,31,1993,11.0,21,1.91,19,0,0,2,0,0,1,0.09,0,0,0,1,0,0
ESP-La Liga,2024-25,Athletic Club,Nico Williams,ESP,FW,22,2002,22.2,112,5.05,67,13,21,3,5,3,13,0.59,9,2,1,0,1,0
ESP-La Liga,2024-25,Athletic Club,Nicolás Serrano,ESP,FW,21,2003,1.2,2,1.61,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Oihan Sancet,ESP,MF,24,2000,18.0,50,2.77,38,0,4,5,3,0,8,0.44,4,0,1,3,0,0
ESP-La Liga,2024-25,Athletic Club,Peio Canales,ESP,"MF,FW",19,2005,2.9,10,3.47,5,4,0,0,0,1,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Unai Gómez,ESP,"MF,FW",21,2003,14.3,23,1.61,15,4,1,2,1,0,3,0.21,2,0,0,1,0,0
ESP-La Liga,2024-25,Athletic Club,Unai Núñez,ESP,DF,27,1997,7.2,2,0.28,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Unai Simón,ESP,GK,27,1997,21.0,6,0.29,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Yeray Álvarez,ESP,DF,29,1995,19.8,18,0.91,15,0,0,0,0,3,2,0.1,2,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Yuri Berchiche,ESP,DF,34,1990,22.7,40,1.76,33,3,0,1,1,2,2,0.09,2,0,0,0,0,0
ESP-La Liga,2024-25,Athletic Club,Álex Berenguer,ESP,"FW,MF",29,1995,26.0,98,3.77,64,19,9,2,2,2,14,0.54,6,4,2,1,1,0
ESP-La Liga,2024-25,Athletic Club,Álvaro djaló,ESP,FW,24,1999,7.3,12,1.64,5,0,1,1,5,0,1,0.14,0,0,0,0,1,0
ESP-La Liga,2024-25,Athletic Club,Óscar de Marcos,ESP,DF,35,1989,17.4,47,2.7,43,3,0,0,1,0,8,0.46,8,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Adrian Niño,ESP,FW,20,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Alexander Sørloth,NOR,FW,28,1995,17.4,30,1.73,19,0,4,5,2,0,5,0.29,2,0,2,1,0,0
ESP-La Liga,2024-25,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",33,1991,27.4,93,3.39,69,15,0,6,2,1,13,0.47,12,0,0,1,0,0
ESP-La Liga,2024-25,Atlético Madrid,Axel Witsel,BEL,DF,35,1989,9.5,4,0.42,2,0,1,0,1,0,2,0.21,1,0,1,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Clément Lenglet,FRA,DF,29,1995,21.9,17,0.78,16,0,1,0,0,0,2,0.09,2,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Conor Gallagher,ENG,MF,24,2000,18.1,32,1.76,24,0,4,0,3,1,8,0.44,5,0,1,0,1,1
ESP-La Liga,2024-25,Atlético Madrid,César Azpilicueta,ESP,DF,34,1989,9.7,8,0.82,5,2,0,0,0,1,1,0.1,1,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Giuliano Simeone,ARG,MF,21,2002,21.4,50,2.34,40,0,5,2,3,0,9,0.42,7,0,1,0,1,0
ESP-La Liga,2024-25,Atlético Madrid,Jan Oblak,SVN,GK,31,1993,36.0,6,0.17,4,2,0,0,0,0,1,0.03,1,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Javi Galán,ESP,DF,29,1994,19.8,33,1.66,30,1,1,0,1,0,6,0.3,6,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,José María Giménez,URU,DF,29,1995,22.2,7,0.32,7,0,0,0,0,0,1,0.05,1,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Juan Musso,ARG,GK,30,1994,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Julián Álvarez,ARG,FW,24,2000,27.9,108,3.87,76,9,9,9,2,3,15,0.54,10,1,0,3,0,1
ESP-La Liga,2024-25,Atlético Madrid,Koke,ESP,MF,32,1992,21.4,51,2.38,48,2,0,0,0,1,5,0.23,5,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Marcos Llorente,ESP,"DF,MF",29,1995,27.9,56,2.01,50,2,1,2,1,0,12,0.43,11,0,0,0,1,0
ESP-La Liga,2024-25,Atlético Madrid,Nahuel Molina,ARG,DF,26,1998,17.7,44,2.49,32,6,3,1,0,2,5,0.28,5,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Pablo Barrios,ESP,MF,21,2003,25.9,66,2.55,58,1,1,3,1,2,11,0.43,11,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Reinildo Mandava,MOZ,DF,30,1994,10.5,7,0.67,6,0,0,0,0,1,1,0.1,0,0,0,0,0,1
ESP-La Liga,2024-25,Atlético Madrid,Robin Le Normand,ESP,DF,27,1996,23.9,7,0.29,4,0,0,3,0,0,1,0.04,0,0,0,1,0,0
ESP-La Liga,2024-25,Atlético Madrid,Rodrigo De Paul,ARG,MF,30,1994,23.4,90,3.84,77,6,1,3,2,1,13,0.56,12,0,0,0,1,0
ESP-La Liga,2024-25,Atlético Madrid,Rodrigo Riquelme,ESP,"MF,DF",24,2000,5.7,29,5.05,27,1,1,0,0,0,1,0.17,1,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Samuel Lino,BRA,"MF,DF",24,1999,17.2,49,2.84,39,0,3,4,3,0,6,0.35,4,0,0,1,1,0
ESP-La Liga,2024-25,Atlético Madrid,Thomas Lemar,FRA,MF,28,1995,0.9,4,4.24,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Atlético Madrid,Ángel Correa,ARG,"FW,MF",29,1995,8.9,35,3.92,21,1,4,4,3,2,5,0.56,3,0,2,0,0,0
ESP-La Liga,2024-25,Barcelona,Alejandro Balde,ESP,DF,20,2003,25.4,76,2.99,60,3,3,3,7,0,12,0.47,10,0,0,0,2,0
ESP-La Liga,2024-25,Barcelona,Andreas Christensen,DEN,DF,28,1996,2.8,1,0.35,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Ansu Fati,ESP,FW,21,2002,2.6,11,4.25,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Dani Olmo,ESP,"MF,FW",26,1998,13.5,66,4.9,46,2,7,5,5,1,12,0.89,3,1,3,1,4,0
ESP-La Liga,2024-25,Barcelona,Daniel Rodriguez,ESP,FW,18,2005,0.4,2,4.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Eric García,ESP,"DF,MF",23,2001,17.4,32,1.84,29,0,0,3,0,0,7,0.4,6,0,0,1,0,0
ESP-La Liga,2024-25,Barcelona,Fermin López,ESP,"MF,FW",21,2003,13.9,57,4.1,39,5,6,4,1,2,7,0.5,7,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Ferrán Torres,ESP,"FW,MF",24,2000,12.3,38,3.09,26,2,4,2,3,1,7,0.57,6,0,1,0,0,0
ESP-La Liga,2024-25,Barcelona,Frenkie de Jong,NED,MF,27,1997,12.7,43,3.39,39,0,2,1,0,1,11,0.87,9,0,2,0,0,0
ESP-La Liga,2024-25,Barcelona,Gavi,ESP,"MF,FW",19,2004,12.1,39,3.24,37,0,1,1,0,0,4,0.33,4,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Gerard Martín,ESP,DF,22,2002,11.5,27,2.34,26,0,0,0,1,0,3,0.26,3,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Héctor Fort,ESP,DF,17,2006,6.5,16,2.46,15,1,0,0,0,0,1,0.15,1,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Iñaki Peña,ESP,GK,25,1999,15.5,2,0.13,2,0,0,0,0,0,2,0.13,2,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Iñigo Martínez,ESP,DF,33,1991,27.7,45,1.63,38,1,1,3,2,0,9,0.33,6,1,1,0,1,0
ESP-La Liga,2024-25,Barcelona,Jules Koundé,FRA,DF,25,1998,28.9,59,2.04,55,0,2,2,0,0,7,0.24,6,0,0,1,0,0
ESP-La Liga,2024-25,Barcelona,Lamine Yamal,ESP,FW,17,2007,31.7,188,5.92,112,3,38,20,11,4,29,0.91,20,0,5,2,2,0
ESP-La Liga,2024-25,Barcelona,Marc Bernal,ESP,MF,17,2007,2.7,1,0.37,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Marc Casado,ESP,MF,20,2003,17.9,45,2.51,40,0,0,1,2,2,6,0.34,6,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Marc-André ter Stegen,GER,GK,32,1992,7.5,1,0.13,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Pablo Torre,ESP,"MF,FW",21,2003,3.4,18,5.24,14,2,0,0,1,1,3,0.87,3,0,0,0,0,0
ESP-La Liga,2024-25,Barcelona,Pau Cubarsí,ESP,DF,17,2007,29.1,35,1.2,34,0,0,1,0,0,6,0.21,5,0,0,1,0,0
