league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
ITA-Serie A,2023-24,Atalanta,Berat Djimsiti,ALB,DF,30,1993,31.5,42,24,29,12,1,19,31,61.3,12,53,33,20,57,99,100,0
ITA-Serie A,2023-24,Atalanta,Charles De Ketelaere,BEL,"FW,MF",22,2001,22.5,33,21,3,12,18,10,20,50.0,10,30,2,28,7,40,6,0
ITA-Serie A,2023-24,Atalanta,Davide Zappacosta,ITA,DF,31,1992,20.7,30,20,15,10,5,16,34,47.1,18,29,4,25,5,35,19,0
ITA-Serie A,2023-24,Atalanta,Duván Zapata,COL,FW,32,1991,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ITA-Serie A,2023-24,Atalanta,El Bilal Touré,MLI,FW,21,2001,4.4,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,2,0
ITA-Serie A,2023-24,Atalanta,Emil Holm,SWE,DF,23,2000,10.5,28,19,17,9,2,16,36,44.4,20,25,3,22,7,35,25,0
ITA-Serie A,2023-24,Atalanta,Francesco Rossi,ITA,GK,32,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Gianluca Scamacca,ITA,FW,24,1999,16.1,15,9,4,5,6,7,14,50.0,7,7,1,6,4,19,9,0
ITA-Serie A,2023-24,Atalanta,Giorgio Scalvini,ITA,DF,19,2003,28.3,53,33,29,19,5,19,40,47.5,21,44,17,27,59,112,71,0
ITA-Serie A,2023-24,Atalanta,Giovanni Bonfanti,ITA,DF,20,2003,1.0,4,2,2,2,0,2,3,66.7,1,1,1,0,1,5,1,0
ITA-Serie A,2023-24,Atalanta,Hans Hateboer,NED,DF,29,1994,12.4,12,5,8,2,2,5,15,33.3,10,21,7,14,4,16,21,0
ITA-Serie A,2023-24,Atalanta,Isak Hien,SWE,DF,24,1999,10.4,18,12,8,10,0,7,15,46.7,8,12,5,7,14,32,33,0
ITA-Serie A,2023-24,Atalanta,José Luis Palomino,ARG,DF,33,1990,0.3,2,1,1,1,0,1,1,100.0,0,2,1,1,1,3,6,0
ITA-Serie A,2023-24,Atalanta,Juan Musso,ARG,GK,29,1994,11.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,6,0
ITA-Serie A,2023-24,Atalanta,Leonardo Mendicino,ITA,MF,17,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Luis Muriel,COL,"FW,MF",32,1991,4.5,3,2,0,2,1,1,1,100.0,0,4,0,4,1,4,0,0
ITA-Serie A,2023-24,Atalanta,Marco Carnesecchi,ITA,GK,23,2000,26.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,22,3
ITA-Serie A,2023-24,Atalanta,Mario Pašalić,CRO,MF,28,1995,22.8,28,17,9,18,1,14,31,45.2,17,29,6,23,16,44,34,0
ITA-Serie A,2023-24,Atalanta,Marten de Roon,NED,"MF,DF",32,1991,28.9,80,43,36,32,12,35,82,42.7,47,36,10,26,40,120,54,0
ITA-Serie A,2023-24,Atalanta,Matteo Ruggeri,ITA,DF,21,2002,27.2,29,15,14,7,8,16,30,53.3,14,46,4,42,23,52,44,0
ITA-Serie A,2023-24,Atalanta,Michel Ndary Adopo,FRA,MF,23,2000,1.2,4,3,0,3,1,1,1,100.0,0,0,0,0,0,4,2,1
ITA-Serie A,2023-24,Atalanta,Mitchel Bakker,NED,DF,23,2000,4.2,7,3,6,1,0,2,12,16.7,10,5,0,5,3,10,6,0
ITA-Serie A,2023-24,Atalanta,Nadir Zortea,ITA,DF,24,1999,1.7,5,4,3,1,1,1,4,25.0,3,2,0,2,1,6,3,0
ITA-Serie A,2023-24,Atalanta,Rafael Tolói,ITA,DF,32,1990,10.7,20,9,7,8,5,14,27,51.9,13,9,4,5,13,33,29,0
ITA-Serie A,2023-24,Atalanta,Sead Kolašinac,BIH,DF,30,1993,24.2,44,32,23,19,2,30,49,61.2,19,22,9,13,21,65,47,0
ITA-Serie A,2023-24,Atalanta,Teun Koopmeiners,NED,MF,25,1998,29.2,39,24,12,22,5,17,50,34.0,33,33,3,30,10,49,35,0
ITA-Serie A,2023-24,Atalanta,Éderson,BRA,MF,24,1999,31.9,83,49,38,38,7,44,63,69.8,19,48,8,40,41,124,33,1
ITA-Serie A,2023-24,Bologna,Alexis Saelemaekers,BEL,"FW,MF",24,1999,21.0,32,22,13,14,5,12,27,44.4,15,13,1,12,13,45,10,1
ITA-Serie A,2023-24,Bologna,Charalampos Lykogiannis,GRE,DF,29,1993,10.0,10,6,5,4,1,5,10,50.0,5,15,5,10,5,15,30,0
ITA-Serie A,2023-24,Bologna,Dan Ndoye,SUI,"FW,MF",22,2000,19.7,30,15,17,11,2,17,39,43.6,22,20,1,19,10,40,14,0
ITA-Serie A,2023-24,Bologna,Federico Ravaglia,ITA,GK,23,1999,5.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ITA-Serie A,2023-24,Bologna,Giovanni Fabbian,ITA,"MF,FW",20,2003,11.7,17,10,9,7,1,7,12,58.3,5,5,2,3,7,24,11,0
ITA-Serie A,2023-24,Bologna,Jens Odgaard,DEN,"FW,MF",24,1999,4.8,4,4,1,1,2,1,3,33.3,2,9,0,9,1,5,3,0
ITA-Serie A,2023-24,Bologna,Jesper Karlsson,SWE,FW,25,1998,3.8,3,3,2,1,0,2,8,25.0,6,4,0,4,4,7,1,0
ITA-Serie A,2023-24,Bologna,Jhon Lucumí,COL,DF,25,1998,24.6,48,29,31,17,0,27,36,75.0,9,32,17,15,16,64,68,2
ITA-Serie A,2023-24,Bologna,Joshua Zirkzee,NED,FW,22,2001,30.7,32,20,8,15,9,13,24,54.2,11,25,2,23,3,35,36,0
ITA-Serie A,2023-24,Bologna,Kacper Urbanski,POL,"MF,FW",18,2004,10.3,16,10,5,10,1,6,13,46.2,7,15,1,14,4,20,14,0
ITA-Serie A,2023-24,Bologna,Kevin Bonifazi,ITA,DF,27,1996,1.0,4,0,0,4,0,1,2,50.0,1,0,0,0,0,4,7,1
ITA-Serie A,2023-24,Bologna,Lewis Ferguson,SCO,MF,23,1999,30.1,37,21,16,17,4,16,37,43.2,21,25,8,17,17,54,27,1
ITA-Serie A,2023-24,Bologna,Lorenzo De Silvestri,ITA,DF,35,1988,7.5,10,8,5,2,3,4,7,57.1,3,9,4,5,6,16,27,0
ITA-Serie A,2023-24,Bologna,Michel Aebischer,SUI,MF,26,1997,24.8,35,20,9,20,6,15,34,44.1,19,28,6,22,12,47,22,0
ITA-Serie A,2023-24,Bologna,Nicola Bagnolini,ITA,GK,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Bologna,Nicolás Domínguez,ARG,MF,25,1998,1.1,1,0,1,0,0,0,2,0.0,2,3,0,3,0,1,2,0
ITA-Serie A,2023-24,Bologna,Nikola Moro,CRO,MF,25,1998,9.3,21,16,8,12,1,8,15,53.3,7,14,1,13,7,28,10,0
ITA-Serie A,2023-24,Bologna,Oussama El Azzouzi,MAR,MF,22,2001,6.1,12,7,4,5,3,7,14,50.0,7,8,2,6,6,18,12,0
ITA-Serie A,2023-24,Bologna,Remo Freuler,SUI,MF,31,1992,29.2,78,50,41,32,5,38,69,55.1,31,37,9,28,36,114,53,2
ITA-Serie A,2023-24,Bologna,Riccardo Calafiori,ITA,DF,21,2002,26.1,47,32,28,16,3,22,32,68.8,10,38,13,25,50,97,74,3
ITA-Serie A,2023-24,Bologna,Riccardo Orsolini,ITA,"FW,MF",26,1997,19.9,23,14,13,4,6,9,30,30.0,21,25,3,22,8,31,19,1
ITA-Serie A,2023-24,Bologna,Sam Beukema,NED,DF,24,1998,28.3,27,11,14,11,2,16,25,64.0,9,35,21,14,15,42,99,2
ITA-Serie A,2023-24,Bologna,Santiago Castro,ARG,FW,18,2004,2.7,2,1,0,1,1,1,3,33.3,2,1,0,1,1,3,1,0
ITA-Serie A,2023-24,Bologna,Stefan Posch,AUT,DF,26,1997,26.8,77,46,35,38,4,49,88,55.7,39,27,8,19,18,95,72,0
ITA-Serie A,2023-24,Bologna,Sydney van Hooijdonk,NED,FW,23,2000,2.4,3,0,0,2,1,1,2,50.0,1,1,1,0,1,4,4,0
ITA-Serie A,2023-24,Bologna,Tommaso Corazza,ITA,DF,19,2004,2.2,10,4,9,1,0,4,9,44.4,5,2,0,2,5,15,3,0
ITA-Serie A,2023-24,Bologna,Victor Bernth Kristiansen,DEN,DF,20,2002,25.6,52,34,23,22,7,20,35,57.1,15,35,8,27,12,64,45,1
ITA-Serie A,2023-24,Bologna,Łukasz Skorupski,POL,GK,32,1991,32.0,2,2,2,0,0,2,3,66.7,1,0,0,0,1,3,11,3
ITA-Serie A,2023-24,Cagliari,Adam Obert,SVK,DF,20,2002,10.5,17,9,8,8,1,8,17,47.1,9,13,7,6,21,38,41,1
ITA-Serie A,2023-24,Cagliari,Alberto Dossena,ITA,DF,24,1998,33.1,55,35,43,12,0,32,48,66.7,16,50,27,23,45,100,172,2
ITA-Serie A,2023-24,Cagliari,Alessandro Deiola,ITA,MF,27,1995,17.9,33,19,13,16,4,18,47,38.3,29,16,6,10,9,42,37,0
ITA-Serie A,2023-24,Cagliari,Alessandro Di Pardo,ITA,"DF,MF",24,1999,4.0,4,1,3,0,1,0,3,0.0,3,9,2,7,5,9,7,0
ITA-Serie A,2023-24,Cagliari,Andrea Petagna,ITA,FW,28,1995,11.1,4,2,1,0,3,1,2,50.0,1,6,3,3,1,5,4,0
ITA-Serie A,2023-24,Cagliari,Antoine Makoumbou,CGO,MF,25,1998,30.0,41,24,21,15,5,15,30,50.0,15,23,4,19,16,57,27,2
ITA-Serie A,2023-24,Cagliari,Boris Radunović,SRB,GK,27,1996,7.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,2
ITA-Serie A,2023-24,Cagliari,Edoardo Goldaniga,ITA,DF,29,1993,11.2,12,7,9,3,0,4,10,40.0,6,11,7,4,15,27,37,1
ITA-Serie A,2023-24,Cagliari,Eldor Shomurodov,UZB,"FW,MF",28,1995,10.4,11,4,2,6,3,6,10,60.0,4,5,0,5,4,15,4,0
ITA-Serie A,2023-24,Cagliari,Gabriele Zappa,ITA,DF,23,1999,28.5,54,31,29,16,9,29,41,70.7,12,29,5,24,20,74,75,2
ITA-Serie A,2023-24,Cagliari,Gaetano Oristanio,ITA,"FW,MF",20,2002,12.3,20,10,5,14,1,5,17,29.4,12,11,0,11,9,29,8,0
ITA-Serie A,2023-24,Cagliari,Gianluca Gaetano,ITA,"FW,MF",23,2000,8.3,7,4,0,4,3,2,7,28.6,5,4,0,4,3,10,4,0
ITA-Serie A,2023-24,Cagliari,Gianluca Lapadula,PER,FW,33,1990,13.4,1,1,0,0,1,1,10,10.0,9,2,1,1,2,3,5,0
ITA-Serie A,2023-24,Cagliari,Ibrahim Sulemana,GHA,MF,20,2003,14.9,36,14,15,15,6,17,27,63.0,10,24,5,19,7,43,23,0
ITA-Serie A,2023-24,Cagliari,Jakub Jankto,CZE,"MF,FW",27,1996,9.7,12,9,9,1,2,8,20,40.0,12,5,1,4,5,17,20,0
ITA-Serie A,2023-24,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",20,2003,0.4,1,0,1,0,0,1,4,25.0,3,1,0,1,0,1,2,0
ITA-Serie A,2023-24,Cagliari,Leonardo Pavoletti,ITA,FW,34,1988,7.0,1,1,0,0,1,0,1,0.0,1,2,1,1,0,1,7,0
ITA-Serie A,2023-24,Cagliari,Marco Mancosu,ITA,"MF,FW",34,1988,1.7,3,0,0,2,1,1,2,50.0,1,0,0,0,0,3,0,0
ITA-Serie A,2023-24,Cagliari,Mateusz Wieteska,POL,DF,26,1997,10.7,14,11,9,3,2,3,10,30.0,7,10,5,5,14,28,48,0
ITA-Serie A,2023-24,Cagliari,Matteo Prati,ITA,MF,19,2003,21.9,45,25,15,27,3,26,42,61.9,16,29,6,23,15,60,26,1
ITA-Serie A,2023-24,Cagliari,Nahitan Nández,URU,"MF,DF",27,1995,26.0,59,40,27,23,9,27,64,42.2,37,25,2,23,19,78,32,0
ITA-Serie A,2023-24,Cagliari,Nicolas Viola,ITA,"MF,FW",33,1989,13.4,13,9,2,8,3,7,17,41.2,10,9,0,9,2,15,6,0
ITA-Serie A,2023-24,Cagliari,Pantelis Hatzidiakos,GRE,DF,26,1997,9.5,22,10,12,10,0,10,17,58.8,7,14,5,9,13,35,30,1
ITA-Serie A,2023-24,Cagliari,Paulo Azzi,BRA,"DF,MF",29,1994,10.6,19,11,10,6,3,9,18,50.0,9,11,2,9,16,35,23,0
ITA-Serie A,2023-24,Cagliari,Simone Aresti,ITA,GK,37,1986,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Cagliari,Simone Scuffet,ITA,GK,27,1996,31.0,1,0,1,0,0,1,2,50.0,1,1,0,1,1,2,9,0
ITA-Serie A,2023-24,Cagliari,Tommaso Augello,ITA,DF,28,1994,26.9,26,19,18,6,2,16,25,64.0,9,21,10,11,17,43,89,0
ITA-Serie A,2023-24,Cagliari,Yerry Mina,COL,DF,28,1994,13.5,20,13,14,6,0,13,19,68.4,6,23,14,9,4,24,77,0
ITA-Serie A,2023-24,Cagliari,Zito Luvumbo,ANG,"FW,MF",21,2002,21.6,9,6,5,2,2,4,15,26.7,11,19,0,19,1,10,2,0
ITA-Serie A,2023-24,Empoli,Alberto Cerri,ITA,FW,27,1996,6.1,3,3,1,1,1,2,5,40.0,3,3,1,2,3,6,7,0
ITA-Serie A,2023-24,Empoli,Alberto Grassi,ITA,MF,28,1995,20.1,30,18,13,13,4,10,26,38.5,16,26,11,15,41,71,37,0
ITA-Serie A,2023-24,Empoli,Andrea Sodero,ITA,MF,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Empoli,Ardian Ismajli,ALB,DF,26,1996,22.7,26,16,18,6,2,18,23,78.3,5,28,17,11,23,49,126,1
ITA-Serie A,2023-24,Empoli,Bartosz Bereszyński,POL,DF,31,1992,19.6,41,25,25,13,3,24,40,60.0,16,22,10,12,21,62,52,0
ITA-Serie A,2023-24,Empoli,Daniel Maldini,ITA,"FW,MF",21,2001,2.9,4,2,0,2,2,2,2,100.0,0,5,0,5,2,6,2,0
ITA-Serie A,2023-24,Empoli,Elia Caprile,ITA,GK,21,2001,23.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,16,2
ITA-Serie A,2023-24,Empoli,Emmanuel Ekong,SWE,FW,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Empoli,Emmanuel Gyasi,GHA,"DF,FW",29,1994,20.9,34,17,18,13,3,15,32,46.9,17,30,12,18,5,39,27,1
ITA-Serie A,2023-24,Empoli,Etrit Berisha,ALB,GK,34,1989,14.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,1
ITA-Serie A,2023-24,Empoli,Filippo Ranocchia,ITA,"MF,DF",22,2001,5.3,16,11,7,9,0,7,16,43.8,9,9,1,8,3,19,14,0
ITA-Serie A,2023-24,Empoli,Francesco Caputo,ITA,FW,35,1987,14.1,2,0,0,0,2,0,1,0.0,1,4,0,4,1,3,3,0
ITA-Serie A,2023-24,Empoli,Giacomo Corona,ITA,FW,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Empoli,Giuseppe Pezzella,ITA,DF,25,1997,12.1,25,14,19,5,1,20,28,71.4,8,17,6,11,2,27,35,0
ITA-Serie A,2023-24,Empoli,Jacopo Fazzini,ITA,MF,20,2003,13.7,49,25,27,13,9,30,53,56.6,23,21,3,18,12,61,18,0
ITA-Serie A,2023-24,Empoli,Liam Henderson,SCO,MF,27,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Empoli,Liberato Cacace,NZL,DF,22,2000,21.2,40,24,24,13,3,24,38,63.2,14,23,6,17,19,59,56,0
ITA-Serie A,2023-24,Empoli,M'Baye Niang,SEN,FW,28,1994,7.9,3,1,0,1,2,0,6,0.0,6,7,1,6,3,6,10,0
ITA-Serie A,2023-24,Empoli,Matteo Cancellieri,ITA,"FW,MF",21,2002,19.9,35,22,12,16,7,13,36,36.1,23,19,0,19,6,41,18,0
ITA-Serie A,2023-24,Empoli,Mattia Destro,ITA,"FW,MF",32,1991,4.1,2,1,0,2,0,1,1,100.0,0,4,0,4,2,4,3,0
ITA-Serie A,2023-24,Empoli,Nicolas Haas,SUI,MF,27,1996,1.0,5,3,1,2,2,3,3,100.0,0,1,0,1,1,6,1,0
ITA-Serie A,2023-24,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",22,2000,28.4,51,39,15,20,16,16,35,45.7,19,26,1,25,14,65,8,0
ITA-Serie A,2023-24,Empoli,Roberto Piccoli,ITA,FW,22,2001,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
ITA-Serie A,2023-24,Empoli,Răzvan Marin,ROU,MF,27,1996,20.2,40,22,13,23,4,19,29,65.5,10,16,4,12,6,46,30,2
ITA-Serie A,2023-24,Empoli,Samuele Perisan,ITA,GK,25,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Empoli,Sebastian Walukiewicz,POL,DF,23,2000,22.8,39,28,33,6,0,28,41,68.3,13,50,31,19,15,54,121,0
ITA-Serie A,2023-24,Empoli,Sebastiano Luperto,ITA,DF,26,1996,37.8,37,26,25,10,2,15,24,62.5,9,46,35,11,32,69,157,1
ITA-Serie A,2023-24,Empoli,Simone Bastoni,ITA,"MF,DF",26,1996,8.3,22,13,12,7,3,11,22,50.0,11,8,0,8,11,33,18,0
ITA-Serie A,2023-24,Empoli,Steven Shpendi,ALB,"FW,MF",20,2003,4.6,0,0,0,0,0,0,4,0.0,4,2,1,1,1,1,0,0
ITA-Serie A,2023-24,Empoli,Szymon Żurkowski,POL,MF,25,1997,9.6,15,6,5,8,2,5,15,33.3,10,5,1,4,6,21,11,0
ITA-Serie A,2023-24,Empoli,Tommaso Baldanzi,ITA,"MF,FW",20,2003,8.3,4,2,1,1,2,3,10,30.0,7,7,0,7,2,6,0,0
ITA-Serie A,2023-24,Empoli,Tyronne Ebuehi,NGA,DF,27,1995,12.2,14,9,9,5,0,7,11,63.6,4,9,4,5,6,20,27,1
ITA-Serie A,2023-24,Empoli,Viktor Kovalenko,UKR,MF,27,1996,6.8,5,2,2,2,1,2,8,25.0,6,12,2,10,1,6,7,0
ITA-Serie A,2023-24,Empoli,Youssef Maleh,MAR,MF,24,1998,28.9,74,48,30,36,8,23,52,44.2,29,62,7,55,25,99,29,0
ITA-Serie A,2023-24,Fiorentina,Alfred Duncan,GHA,MF,30,1993,21.0,35,22,13,15,7,15,35,42.9,20,27,5,22,11,46,13,0
ITA-Serie A,2023-24,Fiorentina,Andrea Belotti,ITA,FW,29,1993,10.5,8,3,1,5,2,5,12,41.7,7,8,1,7,2,10,3,0
ITA-Serie A,2023-24,Fiorentina,Antonín Barák,CZE,"MF,FW",28,1994,9.0,6,2,1,3,2,3,7,42.9,4,5,0,5,2,8,4,0
ITA-Serie A,2023-24,Fiorentina,Arthur Melo,BRA,MF,26,1996,22.1,45,30,17,24,4,26,42,61.9,16,27,3,24,18,63,8,0
ITA-Serie A,2023-24,Fiorentina,Christian Kouamé,CIV,FW,25,1997,12.1,13,4,7,6,0,6,10,60.0,4,16,0,16,2,15,10,0
ITA-Serie A,2023-24,Fiorentina,Cristiano Biraghi,ITA,DF,30,1992,26.2,47,28,20,24,3,28,52,53.8,24,30,5,25,14,61,43,0
ITA-Serie A,2023-24,Fiorentina,Davide Faraoni,ITA,DF,31,1991,4.4,9,4,5,2,2,5,11,45.5,6,3,1,2,5,14,14,0
ITA-Serie A,2023-24,Fiorentina,Dodô,BRA,DF,24,1998,5.8,5,3,1,4,0,2,5,40.0,3,2,0,2,5,10,11,0
ITA-Serie A,2023-24,Fiorentina,Fabiano Parisi,ITA,DF,22,2000,16.2,30,15,11,12,7,15,26,57.7,11,21,5,16,17,47,26,0
ITA-Serie A,2023-24,Fiorentina,Gaetano Castrovilli,ITA,"FW,MF",26,1997,4.1,3,2,1,2,0,1,8,12.5,7,4,0,4,2,5,3,0
ITA-Serie A,2023-24,Fiorentina,Giacomo Bonaventura,ITA,MF,33,1989,25.3,26,13,6,10,10,9,21,42.9,12,16,1,15,14,40,10,0
ITA-Serie A,2023-24,Fiorentina,Gino Infantino,ARG,MF,20,2003,1.1,1,1,0,1,0,0,1,0.0,1,4,0,4,3,4,1,0
ITA-Serie A,2023-24,Fiorentina,Jonathan Ikone,FRA,FW,25,1998,18.7,22,11,7,9,6,10,17,58.8,7,12,0,12,3,25,8,0
ITA-Serie A,2023-24,Fiorentina,Josip Brekalo,CRO,FW,25,1998,7.2,8,6,6,2,0,2,11,18.2,9,7,0,7,1,9,0,0
ITA-Serie A,2023-24,Fiorentina,Lorenzo Amatucci,ITA,MF,19,2004,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Fiorentina,Luca Ranieri,ITA,DF,24,1999,22.9,14,10,11,1,2,8,13,61.5,5,25,11,14,29,43,64,0
ITA-Serie A,2023-24,Fiorentina,Lucas Beltrán,ARG,"FW,MF",22,2001,18.8,27,14,4,18,5,11,20,55.0,9,29,3,26,2,29,11,0
ITA-Serie A,2023-24,Fiorentina,Lucas Martínez Quarta,ARG,DF,27,1996,25.5,75,47,43,28,4,36,54,66.7,18,38,14,24,30,105,69,4
ITA-Serie A,2023-24,Fiorentina,M'Bala Nzola,ANG,FW,26,1996,17.2,11,8,1,4,6,6,7,85.7,1,10,1,9,0,11,22,0
ITA-Serie A,2023-24,Fiorentina,Maxime Lopez,FRA,MF,25,1997,8.9,18,9,5,10,3,6,12,50.0,6,3,1,2,7,25,6,0
ITA-Serie A,2023-24,Fiorentina,Michael Kayode,ITA,DF,19,2004,22.9,53,30,27,15,11,35,48,72.9,13,25,12,13,18,71,46,2
ITA-Serie A,2023-24,Fiorentina,Nicolás González,ARG,FW,25,1998,21.3,28,18,15,8,5,8,28,28.6,20,26,1,25,12,40,9,0
ITA-Serie A,2023-24,Fiorentina,Nikola Milenković,SRB,DF,25,1997,27.9,41,21,24,14,3,22,36,61.1,14,22,14,8,27,68,95,1
ITA-Serie A,2023-24,Fiorentina,Oliver Christensen,DEN,GK,24,1999,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2023-24,Fiorentina,Pietro Comuzzo,ITA,"DF,FW",18,2005,0.5,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,2,0
ITA-Serie A,2023-24,Fiorentina,Pietro Terracciano,ITA,GK,33,1990,33.0,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,8,0
ITA-Serie A,2023-24,Fiorentina,Riccardo Sottil,ITA,FW,24,1999,12.3,10,5,5,1,4,3,8,37.5,5,12,0,12,2,12,2,0
ITA-Serie A,2023-24,Fiorentina,Rolando Mandragora,ITA,MF,26,1997,17.6,26,11,8,13,5,10,22,45.5,12,14,3,11,9,35,18,1
ITA-Serie A,2023-24,Fiorentina,Tommaso Martinelli,ITA,GK,17,2006,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Fiorentina,Yerry Mina,COL,"DF,MF",28,1994,0.5,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0
ITA-Serie A,2023-24,Frosinone,Abdou Harroui,NED,"MF,FW",25,1998,11.3,23,11,11,11,1,8,16,50.0,8,19,3,16,5,28,8,0
ITA-Serie A,2023-24,Frosinone,Anthony Oyono,GAB,DF,22,2001,13.3,37,26,21,14,2,23,34,67.6,11,17,3,14,9,46,32,0
ITA-Serie A,2023-24,Frosinone,Arijon Ibrahimović,GER,"FW,DF",17,2005,5.3,7,6,4,2,1,1,9,11.1,8,4,0,4,1,8,3,0
ITA-Serie A,2023-24,Frosinone,Caleb Okoli,ITA,DF,22,2001,32.4,56,34,33,22,1,29,44,65.9,15,48,32,16,29,85,156,4
ITA-Serie A,2023-24,Frosinone,Demba Seck,SEN,"FW,MF",22,2001,3.3,7,4,2,3,2,4,5,80.0,1,3,0,3,1,8,1,0
ITA-Serie A,2023-24,Frosinone,Emanuele Valeri,ITA,DF,24,1998,13.1,19,16,10,5,4,10,21,47.6,11,14,3,11,9,28,22,0
ITA-Serie A,2023-24,Frosinone,Enzo Barrenechea,ARG,MF,22,2001,31.2,65,42,28,29,8,28,70,40.0,42,47,12,35,27,92,61,2
ITA-Serie A,2023-24,Frosinone,Farés Ghedjemis,FRA,"FW,MF",20,2002,2.0,2,0,1,0,1,0,2,0.0,2,2,0,2,1,3,2,0
ITA-Serie A,2023-24,Frosinone,Francesco Gelli,ITA,"MF,DF",26,1996,17.3,19,13,8,4,7,10,24,41.7,14,19,3,16,11,30,27,1
ITA-Serie A,2023-24,Frosinone,Gennaro Borrelli,ITA,FW,23,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",20,2003,0.7,3,0,2,0,1,2,2,100.0,0,1,0,1,1,4,0,0
ITA-Serie A,2023-24,Frosinone,Giuseppe Caso,ITA,"FW,MF",24,1998,4.6,4,3,2,0,2,2,3,66.7,1,0,0,0,0,4,0,0
ITA-Serie A,2023-24,Frosinone,Ilario Monterisi,ITA,DF,21,2001,16.3,23,13,14,7,2,12,26,46.2,14,22,18,4,8,31,63,0
ITA-Serie A,2023-24,Frosinone,Jaime Báez,URU,"FW,MF",28,1995,5.6,4,1,0,2,2,0,7,0.0,7,5,0,5,4,8,1,0
ITA-Serie A,2023-24,Frosinone,Kaio Jorge,BRA,FW,21,2002,9.0,6,4,0,1,5,3,4,75.0,1,6,0,6,1,7,0,0
ITA-Serie A,2023-24,Frosinone,Karlo Lulić,CRO,MF,27,1996,0.2,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
ITA-Serie A,2023-24,Frosinone,Kevin Bonifazi,ITA,DF,27,1996,3.4,5,3,2,3,0,2,3,66.7,1,1,0,1,3,8,9,0
ITA-Serie A,2023-24,Frosinone,Luca Garritano,ITA,"MF,DF",29,1994,5.4,10,5,7,2,1,5,15,33.3,10,13,0,13,4,14,8,1
ITA-Serie A,2023-24,Frosinone,Luca Mazzitelli,ITA,MF,27,1995,24.6,45,23,15,24,6,26,49,53.1,23,23,7,16,19,64,62,0
ITA-Serie A,2023-24,Frosinone,Luigi Canotto,ITA,FW,29,1994,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Frosinone,Marco Brescianini,ITA,MF,23,2000,25.8,28,13,13,12,3,9,25,36.0,16,22,5,17,10,38,37,0
ITA-Serie A,2023-24,Frosinone,Marvin Cuni,ALB,FW,22,2001,5.9,8,3,1,3,4,3,4,75.0,1,10,1,9,1,9,0,0
ITA-Serie A,2023-24,Frosinone,Mateus Lusuardi,BRA,DF,19,2004,2.4,2,1,1,1,0,1,3,33.3,2,4,2,2,4,6,8,0
ITA-Serie A,2023-24,Frosinone,Matìas Soulé,ARG,"FW,MF",20,2003,34.7,41,27,12,14,15,19,40,47.5,21,38,4,34,18,59,9,0
ITA-Serie A,2023-24,Frosinone,Mehdi Bourabia,MAR,MF,31,1991,2.2,5,4,1,4,0,2,4,50.0,2,3,0,3,0,5,4,0
