league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
GER-Bundesliga,2023-24,RB Leipzig,Dani Olmo,ESP,MF,25,1998,16.1,61,3.79,44,0,3,9,3,2,8,0.5,8,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,David Raum,GER,DF,25,1998,30.4,101,3.32,58,35,6,1,1,0,13,0.43,5,6,2,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,El Chadaille Bitshiabu,FRA,"DF,MF",18,2005,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Elif Elmas,MKD,"MF,FW",23,1999,3.0,7,2.36,5,0,2,0,0,0,1,0.34,1,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Emil Forsberg,SWE,"MF,FW",31,1991,5.2,16,3.1,11,2,0,3,0,0,4,0.78,3,0,0,1,0,0
GER-Bundesliga,2023-24,RB Leipzig,Fabio Carvalho,POR,MF,20,2002,1.8,4,2.18,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Janis Blaswich,GER,GK,32,1991,21.0,3,0.14,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Jonathan Norbye,NOR,MF,16,2007,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Kevin Kampl,SVN,MF,32,1990,15.1,38,2.51,33,0,2,1,1,1,3,0.2,3,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Loïs Openda,BEL,FW,23,2000,30.0,84,2.8,58,0,7,11,7,1,13,0.43,10,0,1,1,1,0
GER-Bundesliga,2023-24,RB Leipzig,Lukas Klostermann,GER,DF,27,1996,16.0,14,0.88,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Mohamed Simakan,FRA,DF,23,2000,23.8,44,1.85,35,1,1,4,2,1,4,0.17,3,0,0,1,0,0
GER-Bundesliga,2023-24,RB Leipzig,Nicolas Seiwald,AUT,MF,22,2001,8.0,9,1.13,7,0,1,0,0,1,3,0.38,3,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Nuha Jatta,GAM,FW,17,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Péter Gulácsi,HUN,GK,33,1990,13.0,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Timo Werner,GER,"FW,MF",27,1996,2.3,8,3.46,7,0,1,0,0,0,1,0.43,0,0,1,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Willi Orban,HUN,DF,30,1992,17.6,22,1.25,22,0,0,0,0,0,4,0.23,4,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Xaver Schlager,AUT,MF,25,1997,27.5,85,3.09,80,0,1,1,3,0,10,0.36,9,0,0,1,0,0
GER-Bundesliga,2023-24,RB Leipzig,Xavi Simons,NED,MF,20,2003,29.5,176,5.97,112,27,16,9,12,0,22,0.75,17,0,1,2,2,0
GER-Bundesliga,2023-24,RB Leipzig,Yussuf Poulsen,DEN,FW,29,1994,13.5,37,2.74,25,0,4,4,4,0,5,0.37,4,0,1,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Alexander Nübel,GER,GK,26,1996,30.0,3,0.1,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Angelo Stiller,GER,MF,22,2001,29.9,114,3.81,86,22,0,2,1,3,10,0.33,8,1,0,0,0,1
GER-Bundesliga,2023-24,Stuttgart,Anthony Rouault,FRA,DF,22,2001,11.2,18,1.6,18,0,0,0,0,0,4,0.36,4,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Atakan Karazor,,MF,26,1996,29.1,57,1.96,49,0,0,2,1,5,5,0.17,5,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Borna Sosa,CRO,"FW,DF",25,1998,0.5,5,9.78,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Chris Führich,GER,"FW,MF",25,1998,28.5,137,4.8,93,17,15,9,2,1,17,0.6,14,1,2,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Dan-Axel Zagadou,FRA,DF,24,1999,16.1,10,0.62,8,0,1,1,0,0,1,0.06,0,0,0,1,0,0
GER-Bundesliga,2023-24,Stuttgart,Deniz Undav,GER,"FW,MF",27,1996,23.2,103,4.44,79,0,10,6,6,2,17,0.73,15,0,1,1,0,0
GER-Bundesliga,2023-24,Stuttgart,Enzo Millot,FRA,"MF,FW",21,2002,24.9,82,3.29,63,1,8,5,4,1,11,0.44,7,0,2,1,1,0
GER-Bundesliga,2023-24,Stuttgart,Fabian Bredlow,GER,GK,28,1995,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Genki Haraguchi,JPN,MF,32,1991,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Hiroki Ito,JPN,DF,24,1999,24.8,35,1.41,30,0,1,4,0,0,8,0.32,7,0,0,1,0,0
GER-Bundesliga,2023-24,Stuttgart,Jamie Leweling,GER,"FW,MF",22,2001,16.9,61,3.61,39,1,9,9,1,2,8,0.47,6,0,1,1,0,0
GER-Bundesliga,2023-24,Stuttgart,Jeong Woo-yeong,KOR,"MF,FW",23,1999,7.0,20,2.83,18,1,0,1,0,0,3,0.43,2,0,0,1,0,0
GER-Bundesliga,2023-24,Stuttgart,Josha Vagnoman,GER,DF,22,2000,13.1,21,1.6,15,1,0,3,1,1,4,0.3,4,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Jovan Milošević,SRB,"FW,MF",18,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Leonidas Stergiou,SUI,DF,21,2002,6.6,7,1.06,7,0,0,0,0,0,1,0.15,1,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Lilian Egloff,GER,"MF,DF",20,2002,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Luca Raimund,GER,"FW,MF",18,2005,0.3,3,9.0,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Mahmoud Dahoud,GER,MF,27,1996,2.5,11,4.36,10,1,0,0,0,0,1,0.4,1,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Maximilian Mittelstädt,GER,DF,26,1997,23.4,62,2.65,53,5,0,3,0,1,8,0.34,8,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Pascal Stenzel,GER,DF,27,1996,11.8,38,3.22,31,1,2,1,2,1,10,0.85,9,0,1,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Roberto Massimo,GER,"FW,DF",22,2000,0.9,1,1.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Samuele Di Benedetto,GER,MF,18,2005,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Stuttgart,Serhou Guirassy,GUI,FW,27,1996,24.5,90,3.67,72,0,8,6,4,0,13,0.53,6,0,4,1,2,0
GER-Bundesliga,2023-24,Stuttgart,Silas Katompa,COD,"FW,MF",24,1998,10.0,42,4.2,25,0,11,2,4,0,7,0.7,2,0,3,1,1,0
GER-Bundesliga,2023-24,Stuttgart,Waldemar Anton,GER,DF,27,1996,32.1,39,1.22,33,0,0,4,1,1,9,0.28,8,0,0,1,0,0
GER-Bundesliga,2023-24,Union Berlin,Alex Král,CZE,MF,25,1998,15.2,23,1.51,15,2,2,1,1,2,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Alexander Schwolow,GER,GK,31,1992,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Aljoscha Kemlein,GER,MF,18,2004,0.3,1,3.1,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,András Schäfer,HUN,MF,24,1999,13.5,38,2.82,31,3,1,2,0,1,4,0.3,3,0,0,1,0,0
GER-Bundesliga,2023-24,Union Berlin,Aïssa Laïdouni,TUN,MF,26,1996,11.9,29,2.44,25,1,1,0,2,0,4,0.34,4,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Benedict Hollerbach,GER,"FW,MF",22,2001,14.2,41,2.88,29,0,3,4,4,1,1,0.07,0,0,1,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Brenden Aaronson,USA,"MF,FW",22,2000,14.1,53,3.76,41,1,8,3,0,0,8,0.57,6,0,2,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Chris Bedia,CIV,"FW,MF",27,1996,1.6,4,2.48,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Christopher Trimmel,AUT,DF,36,1987,18.3,57,3.11,29,27,0,0,1,0,2,0.11,0,2,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Danilho Doekhi,NED,DF,25,1998,24.0,25,1.04,17,0,0,4,4,0,3,0.12,1,0,0,1,1,0
GER-Bundesliga,2023-24,Union Berlin,David Datro Fofana,CIV,"FW,MF",20,2002,7.6,28,3.7,14,1,6,7,0,0,2,0.26,2,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Diogo Leite,POR,DF,24,1999,30.0,24,0.8,19,0,0,1,3,1,3,0.1,3,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Frederik Rønnow,DEN,GK,30,1992,33.0,4,0.12,1,2,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Janik Haberer,GER,"MF,DF",29,1994,13.6,28,2.06,25,0,0,2,1,0,2,0.15,2,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Jordan Pefok,USA,FW,27,1996,0.3,1,3.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Josip Juranović,CRO,DF,27,1995,14.4,61,4.25,16,41,1,2,1,0,4,0.28,0,3,0,0,1,0
GER-Bundesliga,2023-24,Union Berlin,Jérôme Roussillon,FRA,DF,30,1993,8.4,20,2.39,14,0,2,1,1,2,2,0.24,2,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Kevin Behrens,GER,FW,32,1991,14.0,35,2.5,25,0,0,2,7,1,2,0.14,1,0,0,0,1,0
GER-Bundesliga,2023-24,Union Berlin,Kevin Vogt,GER,DF,31,1991,14.7,10,0.68,10,0,0,0,0,0,1,0.07,1,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Kevin Volland,GER,"FW,MF",31,1992,14.9,47,3.15,32,7,1,5,1,1,5,0.33,3,1,0,1,0,0
GER-Bundesliga,2023-24,Union Berlin,Leonardo Bonucci,ITA,DF,36,1987,5.1,4,0.78,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Lucas Tousart,FRA,MF,26,1997,17.5,24,1.37,17,0,1,5,0,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Mikkel Kaufmann,DEN,FW,22,2001,5.4,12,2.22,9,0,2,1,0,0,1,0.18,0,0,1,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Miloš Pantović,SRB,MF,27,1996,0.2,1,6.0,0,0,1,0,0,0,1,6.0,0,0,1,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Paul Jaeckel,GER,DF,25,1998,2.6,1,0.38,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Rani Khedira,GER,MF,29,1994,14.9,8,0.54,6,0,0,1,0,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Robin Gosens,GER,"DF,MF",29,1994,25.4,63,2.48,52,1,1,4,1,4,8,0.32,6,0,1,0,0,1
GER-Bundesliga,2023-24,Union Berlin,Robin Knoche,GER,DF,31,1992,21.3,13,0.61,9,1,0,3,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Union Berlin,Sheraldo Becker,SUR,"FW,MF",28,1995,7.2,28,3.91,22,0,2,2,2,0,4,0.56,2,0,0,1,1,0
GER-Bundesliga,2023-24,Union Berlin,Yorbe Vertessen,BEL,"FW,MF",22,2001,6.6,19,2.88,16,0,3,0,0,0,3,0.46,2,0,1,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Amos Pieper,GER,DF,25,1998,6.6,6,0.92,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Anthony Jung,GER,DF,31,1991,28.7,25,0.87,22,2,0,0,1,0,1,0.03,1,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Christian Groß,GER,"DF,MF",34,1989,8.9,8,0.9,8,0,0,0,0,0,1,0.11,1,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Dawid Kownacki,POL,FW,26,1997,4.2,17,4.01,8,0,1,5,3,0,2,0.47,1,0,0,0,1,0
GER-Bundesliga,2023-24,Werder Bremen,Felix Agu,NGA,"DF,MF",23,1999,17.9,24,1.34,16,1,0,0,7,0,3,0.17,0,0,0,0,3,0
GER-Bundesliga,2023-24,Werder Bremen,Ilia Gruev,BUL,MF,23,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Isak Hansen-Aarøen,NOR,MF,18,2004,0.3,1,3.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Jens Stage,DEN,MF,26,1996,25.9,54,2.09,46,2,0,4,1,1,5,0.19,3,0,0,1,1,0
GER-Bundesliga,2023-24,Werder Bremen,Jiří Pavlenka,CZE,GK,31,1992,7.0,3,0.43,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Joel Imasuen,USA,FW,18,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Julián Malatini,ARG,DF,22,2001,6.7,6,0.9,5,0,1,0,0,0,1,0.15,0,0,1,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Justin Njinmah,GER,FW,22,2000,11.3,32,2.83,23,0,7,1,1,0,4,0.35,3,0,1,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Leon Opitz,GER,"FW,DF",18,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Leonardo Bittencourt,GER,MF,29,1993,17.5,46,2.63,43,0,0,2,1,0,3,0.17,2,0,0,0,1,0
GER-Bundesliga,2023-24,Werder Bremen,Marco Friedl,AUT,DF,25,1998,24.4,4,0.16,4,0,0,0,0,0,1,0.04,1,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Marvin Ducksch,GER,FW,29,1994,30.0,109,3.64,51,40,5,9,3,1,14,0.47,7,5,0,1,1,0
GER-Bundesliga,2023-24,Werder Bremen,Michael Zetterer,GER,GK,28,1995,27.0,6,0.22,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Miloš Veljković,SRB,DF,27,1995,21.3,14,0.66,14,0,0,0,0,0,3,0.14,3,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Mitchell Weiser,GER,"DF,MF",29,1994,29.3,89,3.04,61,3,11,6,6,2,16,0.55,13,0,1,2,0,0
GER-Bundesliga,2023-24,Werder Bremen,Naby Keïta,GUI,"MF,DF",28,1995,1.2,2,1.64,2,0,0,0,0,0,1,0.82,1,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Nick Woltemade,GER,"FW,MF",21,2002,13.2,53,4.03,44,0,2,2,4,1,2,0.15,2,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Niclas Füllkrug,GER,FW,30,1993,2.0,7,3.5,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Nicolai Rapp,GER,DF,26,1996,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Niklas Stark,GER,DF,28,1995,12.1,9,0.74,8,0,0,0,0,1,1,0.08,1,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Oliver Burke,SCO,FW,26,1997,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Olivier Deman,BEL,DF,23,2000,15.2,35,2.31,25,3,2,2,2,1,1,0.07,1,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Rafael Borré,COL,FW,27,1995,11.0,22,2.0,19,0,0,2,1,0,2,0.18,1,0,0,0,1,0
GER-Bundesliga,2023-24,Werder Bremen,Romano Schmid,AUT,"MF,FW",23,2000,28.9,118,4.08,101,4,4,2,6,1,16,0.55,15,0,0,1,0,0
GER-Bundesliga,2023-24,Werder Bremen,Senne Lynen,BEL,MF,24,1999,20.0,27,1.35,25,0,0,0,0,2,5,0.25,5,0,0,0,0,0
GER-Bundesliga,2023-24,Werder Bremen,Skelly Alvero,FRA,MF,21,2002,1.4,4,2.9,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Amin Sarr,SWE,"FW,MF",22,2001,4.3,5,1.17,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Aster Vranckx,BEL,MF,20,2002,12.8,11,0.86,9,0,0,1,1,0,2,0.16,2,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Bennit Bröger,GER,FW,17,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Cedric Zesiger,SUI,DF,25,1998,18.2,14,0.77,11,1,0,2,0,0,2,0.11,2,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Dženan Pejčinović,GER,FW,18,2005,0.4,2,4.86,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Jakub Kamiński,POL,"FW,MF",21,2002,5.3,7,1.33,7,0,0,0,0,0,2,0.38,2,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Joakim Mæhle,DEN,"DF,MF",26,1997,27.2,68,2.5,56,3,6,1,1,1,10,0.37,7,1,1,1,0,0
GER-Bundesliga,2023-24,Wolfsburg,Jonas Wind,DEN,FW,24,1999,29.5,76,2.58,60,1,1,9,4,1,14,0.48,10,0,1,3,0,0
GER-Bundesliga,2023-24,Wolfsburg,Kevin Behrens,GER,FW,32,1991,6.8,18,2.63,15,0,1,2,0,0,2,0.29,2,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Kevin Paredes,USA,"FW,MF",20,2003,15.9,46,2.89,35,0,4,2,5,0,5,0.31,5,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Kilian Fischer,GER,"DF,MF",22,2000,3.2,6,1.85,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Koen Casteels,BEL,GK,31,1992,25.0,6,0.24,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Kofi Amoako,GER,MF,18,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Lovro Majer,CRO,"MF,FW",25,1998,23.4,84,3.59,64,10,2,4,4,0,11,0.47,8,0,1,1,1,0
GER-Bundesliga,2023-24,Wolfsburg,Lukas Nmecha,GER,FW,24,1998,0.5,2,4.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Mattias Svanberg,SWE,MF,24,1999,19.1,59,3.09,34,10,4,6,5,0,9,0.47,7,0,0,1,1,0
GER-Bundesliga,2023-24,Wolfsburg,Maxence Lacroix,FRA,DF,23,2000,26.2,24,0.91,21,0,0,1,2,0,2,0.08,2,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Maximilian Arnold,GER,MF,29,1994,27.8,82,2.94,47,28,1,3,2,1,3,0.11,1,0,0,2,0,0
GER-Bundesliga,2023-24,Wolfsburg,Moritz Jenz,GER,DF,24,1999,19.4,13,0.67,12,0,0,1,0,0,1,0.05,1,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Nicolas Cozza,FRA,DF,24,1999,3.1,4,1.3,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Patrick Wimmer,AUT,"FW,MF",22,2001,6.5,16,2.44,7,0,2,2,5,0,1,0.15,0,0,0,0,1,0
GER-Bundesliga,2023-24,Wolfsburg,Pavao Pervan,AUT,GK,35,1987,9.0,1,0.11,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Ridle Baku,GER,"DF,MF",25,1998,22.4,59,2.64,50,0,0,5,4,0,1,0.04,1,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Rogério,BRA,DF,25,1998,10.1,19,1.89,16,0,2,0,1,0,1,0.1,1,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Sebastiaan Bornauw,BEL,DF,24,1999,15.9,5,0.31,2,0,0,1,1,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Tiago Tomás,POR,"FW,MF",21,2002,11.5,30,2.62,13,2,7,7,1,0,1,0.09,1,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Václav Černý,CZE,"FW,MF",25,1997,10.2,32,3.12,30,1,1,0,0,0,4,0.39,4,0,0,0,0,0
GER-Bundesliga,2023-24,Wolfsburg,Yannick Gerhardt,GER,"MF,DF",29,1994,18.1,35,1.93,32,0,0,1,2,0,1,0.06,1,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Ademola Lookman,NGA,"FW,MF",25,1997,21.0,101,4.81,65,10,16,4,4,2,14,0.67,9,1,2,1,1,0
ITA-Serie A,2023-24,Atalanta,Aleksei Miranchuk,RUS,"MF,FW",27,1995,13.1,81,6.19,56,16,2,4,3,0,10,0.76,6,2,0,2,0,0
ITA-Serie A,2023-24,Atalanta,Berat Djimsiti,ALB,DF,30,1993,31.5,18,0.57,16,0,0,1,1,0,1,0.03,1,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Charles De Ketelaere,BEL,"FW,MF",22,2001,22.5,93,4.13,70,2,8,2,8,3,10,0.44,10,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Davide Zappacosta,ITA,DF,31,1992,20.7,49,2.36,30,4,4,11,0,0,6,0.29,3,1,0,2,0,0
ITA-Serie A,2023-24,Atalanta,Duván Zapata,COL,FW,32,1991,1.2,4,3.21,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,El Bilal Touré,MLI,FW,21,2001,4.4,10,2.28,8,0,0,1,1,0,3,0.69,2,0,0,0,1,0
ITA-Serie A,2023-24,Atalanta,Emil Holm,SWE,DF,23,2000,10.5,20,1.9,10,3,2,3,2,0,4,0.38,1,1,0,0,2,0
ITA-Serie A,2023-24,Atalanta,Francesco Rossi,ITA,GK,32,1991,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Gianluca Scamacca,ITA,FW,24,1999,16.1,62,3.84,55,0,1,3,2,1,12,0.74,11,0,0,0,1,0
ITA-Serie A,2023-24,Atalanta,Giorgio Scalvini,ITA,DF,19,2003,28.3,43,1.52,36,0,0,6,0,1,9,0.32,8,0,0,1,0,0
ITA-Serie A,2023-24,Atalanta,Giovanni Bonfanti,ITA,DF,20,2003,1.0,1,1.01,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Hans Hateboer,NED,DF,29,1994,12.4,33,2.67,28,0,2,2,0,1,3,0.24,3,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Isak Hien,SWE,DF,24,1999,10.4,4,0.38,4,0,0,0,0,0,1,0.1,1,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,José Luis Palomino,ARG,DF,33,1990,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Juan Musso,ARG,GK,29,1994,11.0,1,0.09,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Leonardo Mendicino,ITA,MF,17,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Luis Muriel,COL,"FW,MF",32,1991,4.5,29,6.38,14,6,1,4,4,0,2,0.44,2,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Marco Carnesecchi,ITA,GK,23,2000,26.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Mario Pašalić,CRO,MF,28,1995,22.8,62,2.72,52,2,2,5,1,0,12,0.53,9,1,0,1,1,0
ITA-Serie A,2023-24,Atalanta,Marten de Roon,NED,"MF,DF",32,1991,28.9,54,1.87,43,5,0,2,2,2,7,0.24,7,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Matteo Ruggeri,ITA,DF,21,2002,27.2,64,2.35,56,4,2,1,0,1,11,0.4,9,2,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Michel Ndary Adopo,FRA,MF,23,2000,1.2,5,4.09,4,0,0,1,0,0,1,0.82,1,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Mitchel Bakker,NED,DF,23,2000,4.2,4,0.95,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Nadir Zortea,ITA,DF,24,1999,1.7,10,6.04,6,1,1,1,1,0,2,1.21,2,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Rafael Tolói,ITA,DF,32,1990,10.7,6,0.56,5,0,0,0,0,1,1,0.09,0,0,0,0,0,1
ITA-Serie A,2023-24,Atalanta,Sead Kolašinac,BIH,DF,30,1993,24.2,24,0.99,18,0,3,2,1,0,1,0.04,1,0,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Teun Koopmeiners,NED,MF,25,1998,29.2,122,4.18,90,23,6,2,1,0,12,0.41,11,1,0,0,0,0
ITA-Serie A,2023-24,Atalanta,Éderson,BRA,MF,24,1999,31.9,71,2.23,61,3,5,0,1,1,6,0.19,6,0,0,0,0,0
